AUTHENTICATION_BETA_REGION,- Beta=0
Button/Tooltip/BurrowChargeMP,Zagrzeb się i zaatakuj jednostkę. Po wygrzebaniu wszystkie jednostki w pobliżu zostaną odrzucone i otrzymują normalne obrażenia.=19907
Button/Tooltip/BurrowLurkerMP,Zagrzebuje czyhacze pod ziemią. Zagrzebane czyhacze nie mogą się poruszać, ale potrafią atakować. Są też niewidzialne bez wykrywacza.=19908
Button/Tooltip/CancelMothershipMorph,Anuluje rozkaz ulepszenia, przywraca pierwotny stan jednostki.=19909
Button/Tooltip/CleaningBot,Po dotknięciu przycisku robot czyszczący zbiera brud, sierść i inne nieczystości.=19910
Button/Tooltip/CliffJumper,Jednostka może pokonywać klify.=19911
Button/Tooltip/CollapsibleRockTower,Wieża, którą można zniszczyć w celu zagrodzenia dostępu do nowych obszarów lub miejsc z surowcami.=19912
Button/Tooltip/CollapsibleRockTowerDebris,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowych obszarów.=19913
Button/Tooltip/CollapsibleRockTowerDebrisRampLeft,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowych obszarów.=19914
Button/Tooltip/CollapsibleRockTowerDebrisRampRight,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowych obszarów.=19915
Button/Tooltip/CollapsibleRockTowerDiagonal,Wieża, którą można zniszczyć w celu zagrodzenia dostępu do nowych obszarów lub miejsc z surowcami.=19916
Button/Tooltip/CollapsibleRockTowerRampLeft,Wieża, którą można zniszczyć w celu zagrodzenia dostępu do nowych obszarów lub miejsc z surowcami.=19917
Button/Tooltip/CollapsibleRockTowerRampRight,Wieża, którą można zniszczyć w celu zagrodzenia dostępu do nowych obszarów lub miejsc z surowcami.=19918
Button/Tooltip/CollapsibleTerranTower,Wieża, którą można zniszczyć w celu ograniczenia dostępu do nowego obszary lub miejsca z surowcami.=19919
Button/Tooltip/CollapsibleTerranTowerDebris,Bariera, którą można zniszczyć w celu umożliwienia dostępu do nowych obszarów.=19920
Button/Tooltip/CollapsibleTerranTowerDiagonal,Wieża, którą można zniszczyć w celu ograniczenia dostępu do nowego obszary lub miejsca z surowcami.=19921
Button/Tooltip/CollapsibleTerranTowerRampLeft,Wieża, którą można zniszczyć w celu ograniczenia dostępu do nowego obszary lub miejsca z surowcami.=19922
Button/Tooltip/CollapsibleTerranTowerRampRight,Wieża, którą można zniszczyć w celu ograniczenia dostępu do nowego obszary lub miejsca z surowcami.=19923
Button/Tooltip/CombatDrugs,Szybko regeneruje życie poza walką.=19924
Button/Tooltip/Crabeetle,Złośliwy i tchórzliwy insekt.=19925
Button/Tooltip/CritterFlee,Ucieka przed innymi jednostkami.=19926
Button/Tooltip/CycloneMissiles,Aktywuje pociski „Cyklon”.=19927
Button/Tooltip/DebrisRampLeft,Bariera, którą można zniszczyć w celu umożliwienia dostępu do nowych obszarów.=19928
Button/Tooltip/DebrisRampRight,Bariera, którą można zniszczyć w celu umożliwienia dostępu do nowych obszarów.=19929
Button/Tooltip/DestructibleCityDebrisHugeDiagonalBLUR,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowych obszarów.=19930
Button/Tooltip/DestructibleCityDebrisHugeDiagonalULBR,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowych obszarów.=19931
Button/Tooltip/DestructibleIce6x6,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowego obszaru.=19932
Button/Tooltip/DestructibleStatue4x4,Bariera, którą można zniszczyć w celu uzyskania dostępu do nowego obszaru.=19933
Button/Tooltip/DisableBuildingAttack,Jednostki nie obierają automatycznie za cel budowli, ale nadal można im wydać rozkaz zaatakowania budowli.<n/><n/>Zadaje <d ref="Effect,VolatileBurstU2,Amount"/> pkt. obrażeń budowlom.=19934
Button/Tooltip/EnableBuildingAttack,Sprawia, że tępiciele automatycznie obierają za cel budowle.<n/><n/>Tępiciele zadają <d ref="Effect,VolatileBurstU2,Amount"/> pkt. obrażeń budowlom.=19935
Button/Tooltip/EnableBuildingAttackSplitterling,Sprawia, że tępiciele automatycznie obierają za cel budowle.<n/><n/>Tępiciele zadają <d ref="Effect,HotSSplitterlingVolatileBurstBuildingDamageMedium,Amount"/> pkt. obrażeń budowlom.=19936
Button/Tooltip/EnergyTransfer,Przekierowuje energię na jednostkę sojuszniczą.=19937
Button/Tooltip/Engage,Zwiększa szybkość ataku behemota na <d time="10"/>=19938
Button/Tooltip/EvolveBurrowCharge,Udostępnia <c val="ffff8a">ultraliskom</c> zdolność podziemnej szarży.=19939
Button/Tooltip/FaceEmbrace,Przyciąga cel do żmija.=19940
Button/Tooltip/HellionTank,Jednostka bojowa krótkiego zasięgu. Zadaje obrażenia na małym obszarze przed sobą. Może transformować się w szybki pojazd zwiadowczy.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19941
Button/Tooltip/IceProtossCrates,Skrzynie. Wewnątrz mogą się kryć różne rzeczy.=19942
Button/Tooltip/InvulnerabilityShield,Osłania wskazaną jednostkę sojuszniczą tak, że przez <d time="5"/> jest niewrażliwa na wszystkie ataki.=19943
Button/Tooltip/LabBot,Skanuje i identyfikuje materię organiczną.=19944
Button/Tooltip/LocustMP,Stworzenie o ograniczonym czasie życia. Wytrzymałe i niebezpieczne. <n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19945
Button/Tooltip/MorphToHellion,Szybki pojazd zwiadowczy. Używa miotacza płomieni, który zadaje obrażenia wszystkim wrogim jednostkom na linii ognia. Może transformować się w jednostkę bojową krótkiego zasięgu.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19946
Button/Tooltip/MorphToHellionTank,Jednostka bojowa krótkiego zasięgu. Zadaje obrażenia na małym obszarze przed sobą. Może transformować się w szybki pojazd zwiadowczy.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19947
Button/Tooltip/MorphToMothership,Ulepsza się do statku-matki. Może korzystać z przeciążenia fotonowego, przywołania zbiorczego i zakrzywienia czasoprzestrzeni. Maskuje pobliskie jednostki i budowle.=19948
Button/Tooltip/MorphToSwarmHostBurrowedMP,Zakopuje się w ziemi i powija szarańczę.=19949
Button/Tooltip/MorphToSwarmHostMP,Przekształca się w nieuzbrojoną, mobilną formę.=19950
Button/Tooltip/MothershipCore,Mobilna jednostka latająca, która korzysta z umiejętności przeciążenia fotonowego, przywołania zbiorczego i zakrzywienia czasoprzestrzeni. Może ulepszyć się do statku-matki.<n/> <n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19951
Button/Tooltip/MothershipCoreEnergize,Odnawia energię jednostki lub budowli docelowej do maksimum. =19952
Button/Tooltip/MothershipCoreMassRecall,Teleportuje rdzeń statku-matki i wszystkie pobliskie jednostki należące do gracza do wskazanego nexusa.=19953
Button/Tooltip/MothershipCoreTeleport,Teleportuje rdzeń statku-matki do nexusa.=19954
Button/Tooltip/MothershipCoreWeapon,Napełnia kryształ khaydarinowy wskazanego nexusa energią, zamieniając go na <d ref="Behavior,Purify,Duration[0]"/> sek. w potężną broń dalekiego zasięgu, która zadaje <d ref="Effect,MothershipCoreWeaponDamage,Amount[0]"/> pkt. obrażeń.=19955
Button/Tooltip/MothershipStasis,Tymczasowo więzi statek-matkę i wszystkie pobliskie jednostki powietrzne w polu zastoju. =19956
Button/Tooltip/MuscularAugments,<c val="ffff8a">Hydraliski</c> poruszają się o 25% szybciej poza biomasą.=19957
Button/Tooltip/NexusInvulnerability,Sojuszniczy cel staje się niewrażliwy przez <d ref="Behavior,NexusInvulnerability,Duration"/> s.=19958
Button/Tooltip/NexusPhaseShift,Jednostki docelowe znikają na <d ref="Behavior,NexusPhaseShift,Duration"/> s. i stają się niewrażliwe na ataki, ale nie mogą atakować ani używać umiejętności.=19959
Button/Tooltip/NydusCanalAttacker,Niszczyciel nydusowy dysponuje atakiem dystansowym pozwalającym niszczyć obiekty naziemne i powietrzne.<n/><n/><c val="#ColorAttackInfo">Atakuje tylko budowle.</c>=19960
Button/Tooltip/NydusCanalCreeper,Wieża biomasy może wyrzucić biomasę w wybranym kierunku.<n/><n/><c val="#ColorAttackInfo">Premia: zergi poruszają się szybciej po biomasie.</c>=19961
Button/Tooltip/Oracle,Jednostka latająca. Korzysta z ujawniania, okowów zastoju i wiązki pulsarowej.=19962
Button/Tooltip/OracleCloakField,Maskuje sojusznicze jednostki znajdujące się w pobliżu wyroczni. Trwa <d ref="Behavior,OracleCloakField,Duration"/> s.=19963
Button/Tooltip/OracleEnergyUpgrade,Zwiększa energię początkową wyroczni o 25.=19964
Button/Tooltip/OracleHallucination,Ta halucynacja zachowuje się jak prawdziwa jednostka, ale nie może używać aktywnych zdolności, zadawać obrażeń i łatwiej ginie. Halucynacje działają przez <d time="60"/>, a potem znikają.=19965
Button/Tooltip/OracleNormalMode,Udostępnia poruszanie się, zdolności i regenerację energii, ale blokuje wykrywanie.</n>=19966
Button/Tooltip/OracleRevelation,Sprawia, że wrogie jednostki i budowle pozwalają widzieć, co się dzieje na wskazanym obszarze przez <d ref="Behavior,OracleRevelation,Duration"/> sek. Odkrywa zamaskowane lub zagrzebane jednostki oraz budowle.=19967
Button/Tooltip/OracleRevelationMode,Blokuje możliwość poruszania się, korzystanie ze zdolności i regenerację energii, ale umożliwia poruszanie się.=19968
Button/Tooltip/PhoenixRangeUpgrade,Feniksy zyskują +3 zasięgu.=19969
Button/Tooltip/PickupMultiplayerResourcesText,<s val="Kicker_Minerals">+<d ref="Effect,PickupMultiplayerResources,Resources[0]"/> </s><n/><s val="Kicker_Gas">+<d ref="Effect,PickupMultiplayerResources,Resources[1]"/> </s>=19970
Button/Tooltip/PickupPalletGasText,<s val="Kicker_Gas">+<d ref="Effect,PickupPalletGas,Resources[1]"/> </s>=19971
Button/Tooltip/PickupPalletMineralsText,<s val="Kicker_Minerals">+<d ref="Effect,PickupPalletMinerals,Resources[0]"/> </s>=19972
Button/Tooltip/PickupScrapLargeText,<s val="Kicker_Minerals">+<d ref="Effect,PickupScrapLargeResources,Resources[0]"/> </s><n/><s val="Kicker_Gas">+<d ref="Effect,PickupScrapLargeResources,Resources[1]"/> </s>=19973
Button/Tooltip/PickupScrapMediumText,<s val="Kicker_Minerals">+<d ref="Effect,PickupScrapMediumResources,Resources[0]"/> </s><n/><s val="Kicker_Gas">+<d ref="Effect,PickupScrapMediumResources,Resources[1]"/> </s>=19974
Button/Tooltip/PickupScrapSmallText,<s val="Kicker_Minerals">+<d ref="Effect,PickupScrapSmallResources,Resources[0]"/> </s><n/><s val="Kicker_Gas">+<d ref="Effect,PickupScrapSmallResources,Resources[1]"/> </s>=19975
Button/Tooltip/ProtossCrates,Skrzynie. Wewnątrz mogą się kryć różne rzeczy.=19976
Button/Tooltip/Prowler,Szybka jednostka dalekiego zasięgu. Szybko regeneruje życie, gdy nie walczy.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19977
Button/Tooltip/PurchaseEMPBomb,Kupuje ładunek bomby EMP.=19978
Button/Tooltip/PurchaseSensorPod,Kupuje ładunek kapsuły czujnikowej.=19979
Button/Tooltip/PylonPower,Generuje moc pylonów przez <d time="30"/>=19980
Button/Tooltip/RallyOverlord,Wysyła stworzonych nadrządców do wyznaczonego punktu.=19981
Button/Tooltip/ResearchCombatDrugs,Pozwala <c val="ffff8a">żniwiarzom</c> regenerować życie poza walką.=19982
Button/Tooltip/ResearchLocustLifetimeIncrease,Wydłuża czas życia <c val="ffff8a">szarańczy</c> o <d ref="Upgrade,LocustLifetimeIncrease,EffectArray[0].Value"/> sek.=19983
Button/Tooltip/ResearchTransformationServos,Pozwala swobodnie przełączać między trybami <c val="ffff8a">heliona</c> i <c val="ffff8a">helbata</c>. W trybie <c val="ffff8a">heliona</c> jednostka jest szybkim zwiadowcą, a w trybie <c val="ffff8a">helbata</c> jednostką bojową krótkiego zasięgu.=19984
Button/Tooltip/ResourceBlocker,Nie pozwala gromadzić minerałów z tego pola. Zaatakuj, aby to zniszczyć.=19985
Button/Tooltip/ResourceStun,Tworzy nad polami minerałów na wskazanym obszarze osłony, które uniemożliwiają gromadzenie surowca przez <d ref="Behavior,ResourceBlocker,Duration"/> s. lub dopóki się ich nie zniszczy.=19986
Button/Tooltip/RestoreShields,Docelowe jednostki sojusznicze regenerują osłony 5 razy szybciej poza walką. Trwa <d ref="Behavior,RestoreShields,Duration"/> s.=19987
Button/Tooltip/Scryer,Sprawia, że wroga budowla przez <d ref="Behavior,Scryer,Duration[0]"/> s. umożliwia podgląd i pokazuje, co w niej powstaje.=19988
Button/Tooltip/SetRallyPointSwarmHost,Wysyła szarańczę do wyznaczonego punktu.=19989
Button/Tooltip/Shield,Dodaje 40 pkt. żywotności.=19990
Button/Tooltip/ShieldHeal,Ładuje osłony jednostki docelowej.=19991
Button/Tooltip/SingleRecall,Przywołuje do statku-matki wszystkie jednostki sojusznicze na obszarze docelowym.=19992
Button/Tooltip/SmokeScreen,Tworzy w punkcie docelowym blokadę pola widzenia o rozmiarach 4x4. Utrzymuje się przez <d time="12"/>=19993
Button/Tooltip/SummonNydusCanalAttacker,Przyzywa niszczyciela nydusowego do wybranego miejsca.<n/><n/><c val="#ColorAttackInfo">Atakuje tylko budowle.</c>=19994
Button/Tooltip/SummonNydusCanalCreeper,Przyzywa wieżę biomasy, która może wyrzucić biomasę w wybranym kierunku.<n/><n/><c val="#ColorAttackInfo">Premia: zergi poruszają się szybciej po biomasie.</c>=19995
Button/Tooltip/SwarmHost,Powija 2 szarańcze. Szarańcze żyją <d ref="Behavior,LocustMPTimedLife,Duration"/> s.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=19996
Button/Tooltip/SwarmHostMP,Jednostka oblężnicza. Atakuje, kiedy jest zakorzeniona lub zagrzebana, powijając szarańczę.<n/><n/><c val="#ColorAttackInfo">Szarańcza może atakować jednostki naziemne.</c>=19997
Button/Tooltip/SwarmHostPassive,Jama infekcji umożliwia tworzenie nosicieli roju.=19998
Button/Tooltip/Tempest,Latająca jednostka oblężnicza. Dysponuje atakiem dalekiego zasięgu. Wykorzystuje dezintegrację.<n/><n/><c val="ffff8a">Może atakować jednostki naziemne i powietrzne.</c>=19999
Button/Tooltip/TempestRangeUpgrade,Dodatkowo przeciąża orkana zadając +30 pkt. obrażeń przeciwko jednostkom masywnym. /// Hypercharges the Tempest's Overload to deal +30 damage vs. massive units.=20000
Button/Tooltip/ThornLizard,Jaszczurowaty stwór żywiący się insektami i małymi gryzoniami.=20001
Button/Tooltip/Threatening,Napastnicy automatycznie wezmą na cel tę jednostkę, chyba że otrzymają inny rozkaz.=20002
Button/Tooltip/TornadoMissile,Podczas ataku na jednostkę mechaniczną, ogar wystrzeliwuje w kierunku celu naładowane elektrycznie pociski, które zadają 30 pkt. obrażeń każdą salwą.<n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c> =20003
Button/Tooltip/UltraliskBurrowCharge,Zagrzeb się i zaatakuj jednostkę. Po wygrzebaniu wszystkie jednostki w pobliżu zostaną odrzucone.=20004
Button/Tooltip/Viper,Latająca jednostka manipulująca warunkami na polu walki. Może korzystać ze zdolności pochłonięcia, oślepiającego obłoku i porwania.=20005
Button/Tooltip/ViperConsume,Żmij przyczepia się do wskazanej budowli i zadaje <d ref="-1 * (Effect,ViperConsumeStructureModifyTarget,VitalArray[0].Change * Effect,ViperConsumeStructureCreatePersistent,PeriodCount)"/> pkt. obrażeń, a jednocześnie odzyskuje <d ref="(Effect,ViperConsumeStructureModifyCaster,VitalArray[2].Change / Behavior,TimeScaleConversionBehavior,Duration)" precision="1"/> pkt. energii na sek.<n/><n/><c val="#ColorAttackInfo">Celem nie mogą być budowle sojusznicze ani wrogie.</c>=20006
Button/Tooltip/VoidSiphon,Wysysa z budowli wroga minerały i zadaje <d ref="Effect,OracleVoidSiphonDamage,Amount[0]"/> pkt. obrażeń, wytwarzając <d ref="Effect,OracleVoidSiphonAddMinerals,Resources[Minerals]"/> szt. minerałów na sekundę.=20007
Button/Tooltip/VoidSiphonText,<s val="Kicker_Minerals">+<d ref="Effect,OracleVoidSiphonAddMinerals,Resources[0]"/> </s>=20008
Button/Tooltip/WarHound,Maszyna krocząca do walki z pojazdami. Pociski „Haywire” zadają dodatkowe obrażenia jednostkom mechanicznym. <n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne.</c>=20009
Button/Tooltip/WidowMine,Mina-robot. Po zagrzebaniu wystrzeliwuje pociski w pobliskie jednostki wroga. Atak zadaje obrażenia rozpryskowe na małym obszarze wokół celu.<n/><n/><c val="#ColorAttackInfo">Może atakować jednostki naziemne i powietrzne.</c>=20010
Button/Tooltip/WidowMineAttack,Atakuje każdą wrogą jednostkę, która znajdzie się w pobliżu. =20011
Button/Tooltip/WidowMineBioSplash,Atakuje pociskami naziemne i powietrzne jednostki wroga, które za bardzo się zbliżą. Pociski zadają <d ref="Effect,WidowMineExplodeDirect,Amount"/> (+35 pkt. przeciw osłonom) pkt. obrażeń celowi głównemu i <d ref="Effect,WidowMineExplodeSplash,Amount"/> (+<d ref="Effect,WidowMineExplodeSplashShields,VitalBonus[Shields]"/> przeciwko osłonom) pkt. obrażeń rozpryskowych jednostkom wokół.<n/><n/><c val="#ColorAttackInfo">Czas odnowienia: <d ref="Abil,WidowMineAttack,Cost[0].Cooldown[0].TimeUse[0]"/> sek.</c>=20012
Button/Tooltip/WidowMineBurrow,Maskuje i uzbraja wdowią minę. Uzbrojona mina nie może się poruszać.=20013
Button/Tooltip/WidowMineUnburrow,Wygrzebuje i rozbraja wdowią minę, pozwalając jej się poruszać.=20014
Button/Tooltip/ZergBurrowMove,Pozwala wszystkim jednostkom naziemnym zergów poruszać się, gdy są zagrzebane (tryb rekina lądowego).=20015
Card/Name/SwarmHostBurrowedMP,Zagrzebana=20016
Card/Name/SwarmQueenEgg,Jajo królowej roju=20017
Character/Attitude/Adjutant,Detached=20018
Character/Description/Adjutant,Terrański adiutant – gra wieloosobowa (Julianne Buescher)=20019
Character/Dialect/Adjutant,Mid-Atlantic=20020
Character/VoiceRef/Adjutant,Już rzucono=20021
Cliff/Name/AlbionCliff0,Albion – naturalne klify=20022
Cliff/Name/AlbionCliff1,Albion – sztuczne klify (NYI)=20023
Cliff/Name/HeliosCliff0,Helios naturalne klify (NYI)=20024
Cliff/Name/HeliosCliff1,Helios sztuczne klify (NYI)=20025
Cliff/Name/NiflheimCliff0,Niflheim naturalne klify=20026
Cliff/Name/NiflheimCliff1,Niflheim sztuczne klify (NYI)=20027
DocInfo/Author,Nieznany autor=20028
DocInfo/DescLong,Brak jakiegokolwiek opisu=20029
DocInfo/DescShort,Brak opisu=20030
DocInfo/Name,Nova, Podstawowa 02=20031
Effect/Name/BattlecruiserAntiAirApplyBehavior,Krążownik – broń przeciwlotnicza=20032
Effect/Name/BattlecruiserAntiAirCreatePersistent,Krążownik – broń przeciwlotnicza=20033
Effect/Name/BattlecruiserAntiAirSet,Krążownik – broń przeciwlotnicza=20034
Effect/Name/CarrierScarabLaunchMissile,Burzowa kula=20035
Effect/Name/CarrierScarabSearch,Burzowa kula=20036
Effect/Name/CarrierScarabSet,Burzowa kula=20037
Effect/Name/OverwatchApplyBehavior,Obserwacja taktyczna=20038
Effect/Name/OverwatchCreatePersistent,Obserwacja taktyczna=20039
Effect/Name/OverwatchSearch,Obserwacja taktyczna=20040
Effect/Name/OverwatchSet,Obserwacja taktyczna=20041
Effect/Name/YoinkCreationSet,Abduct=20042
Effect/Name/YoinkDelayPersistent,Abduct=20043
Effect/Name/YoinkImpactSet,Abduct=20044
Effect/Name/YoinkRemoveTentacleBehavior,Abduct=20045
Error/CantBlinkWhileRooted,Nie można tego zrobić podczas unieruchomienia.=20046
Error/CantTargetBurrowCharging,Celem podziemnej szarży nie mogą być ultraliski.=20047
Error/CantTargetMultipleAbduct,Cel został już porwany.=20048
Error/CantTargetNexus,Nie można wycelować w nexusa.=20049
Error/CantTargetOrbital,Nie można wycelować w Dowództwo Orbitalne.=20050
Error/CantTargetTemporaryUnit,Cel nie może być jednostką tymczasową.=20051
Error/CantTargetTownHalls,Cel nie może być ratuszem.=20052
Error/IsNexus,Celem musi być nexus=20053
Error/MothershipCoreTeleportRange,Już przy tym nexusie.=20054
Error/NeuralParasite,Nie podczas zainfekowania pasożytem neuronalnym.=20055
Error/NotAbducted,Celem nie może być jednostka porwana=20056
Error/NotMercPilot,Cel ma już pilota-najemnika.=20057
Error/NotMothershipCore,Celem nie może być rdzeń statku-matki=20058
Error/NotPreordained,Cel jest już pod wpływem zarządzenia.=20059
LoadingScreen/Help60,Twoje pierwsze zwycięstwo dnia każdą z ras daje ci dodatkowe PD.=20060
