Actor/EditorSuffix/GuideVisualQuadSplat,(Deprecated)=0
Upgrade/EditorPrefix/HotsBehemoth,雷獸 - /// Ultralisk -=23286
Upgrade/EditorPrefix/HotsCellularFission,魔螳 - /// Fiend -=23287
Upgrade/EditorPrefix/HotsCentrifugalHooks,駭獸 - /// Terrorling -=23288
Upgrade/EditorPrefix/HotsChitinousPlating,怒螳 - /// Fury -=23289
Upgrade/EditorPrefix/HotsCorrosiveVenom,駭獸 - /// Terrorling -=23290
Upgrade/EditorPrefix/HotsExtendedProboscis,克魯肯 - /// Klurken -=23291
Upgrade/EditorPrefix/HotsFiend,魔螳 - /// Fiend -=23292
Upgrade/EditorPrefix/HotsFrenzy,魔螳 - /// Fiend -=23293
Upgrade/EditorPrefix/HotsFury,怒螳 - /// Fury -=23294
Upgrade/EditorPrefix/HotsGorgeling,噬爆蟲 - /// Gorgeling -=23295
Upgrade/EditorPrefix/HotsMagnataur,雷獸 - /// Ultralisk -=23296
Upgrade/EditorPrefix/HotsMetabolicBoost,翼爪蟲- /// Swarmling -=23297
Upgrade/EditorPrefix/HotsMuscularAugments,蟲族之心 /// HotS=23298
Upgrade/EditorPrefix/HotsOssifiedThorax,迅猛蟲 -  /// Raptor -=23299
Upgrade/EditorPrefix/HotsPelvicExtensors,迅猛蟲 -  /// Raptor -=23300
Upgrade/EditorPrefix/HotsPosthumousMitosis,翼爪蟲- /// Swarmling -=23301
Upgrade/EditorPrefix/HotsReductiveBile,噬爆蟲 - /// Gorgeling -=23302
Upgrade/EditorPrefix/HotsReductiveEnzymes,噬爆蟲 - /// Gorgeling -=23303
Upgrade/EditorPrefix/HotsRottingBile,噬爆蟲 - /// Gorgeling -=23304
Upgrade/EditorPrefix/HotsRupture,駭獸 - /// Terrorling -=23305
Upgrade/EditorPrefix/HotsSeekerWurm,怒螳 - /// Fury -=23306
Upgrade/EditorPrefix/HotsSerratedSpines,飛蟒 - /// Viper -=23307
Upgrade/EditorPrefix/HotsSpontaneousGestation,噬爆蟲 - /// Gorgeling -=23308
Upgrade/EditorPrefix/HotsTerrorling,駭獸 - /// Terrorling -=23309
Upgrade/EditorPrefix/HotsVenomSacs,飛蟒 - /// Viper -=23310
Upgrade/EditorPrefix/HotsViper,飛蟒 - /// Viper -=23311
Upgrade/EditorPrefix/HotsViscousDischarge,蟲族之心 - 毒爆蟲 - /// HotS - Baneling -=23312
Upgrade/EditorPrefix/ImprovedBurrow,蟲族之心 - 遁地獸 - /// HotS - Lurker -=23313
Upgrade/EditorPrefix/KerriganBroodMother,毀滅者 - /// Destroyer -=23314
Upgrade/EditorPrefix/KerriganCarapace,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23315
Upgrade/EditorPrefix/KerriganCloak,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23316
Upgrade/EditorPrefix/KerriganDeepBurrow,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23317
Upgrade/EditorPrefix/KerriganFeedback,=23318
Upgrade/EditorPrefix/KerriganFly,=23319
Upgrade/EditorPrefix/KerriganFlyerSiege,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23320
Upgrade/EditorPrefix/KerriganFrenzy,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23321
Upgrade/EditorPrefix/KerriganFusionCosmetic,凱莉根 - /// Kerrigan -=23322
Upgrade/EditorPrefix/KerriganGhostCosmetic,凱莉根 - /// Kerrigan -=23323
Upgrade/EditorPrefix/KerriganHiveMind,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23324
Upgrade/EditorPrefix/KerriganInfest,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23325
Upgrade/EditorPrefix/KerriganInfestedCortex,=23326
Upgrade/EditorPrefix/KerriganInfestedCosmetic,凱莉根 - /// Kerrigan -=23327
Upgrade/EditorPrefix/KerriganOmegaStorm,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23328
Upgrade/EditorPrefix/KerriganOvermind,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23329
Upgrade/EditorPrefix/KerriganProtectiveSheath,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23330
Upgrade/EditorPrefix/KerriganPsiBolt,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23331
Upgrade/EditorPrefix/KerriganPsionicLift,=23332
Upgrade/EditorPrefix/KerriganPsionicPulse,=23333
Upgrade/EditorPrefix/KerriganPsionicShadow,=23334
Upgrade/EditorPrefix/KerriganPsionicShield,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23335
Upgrade/EditorPrefix/KerriganQueenOfBlades,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23336
Upgrade/EditorPrefix/KerriganQueenofVenom,=23337
Upgrade/EditorPrefix/KerriganRegenerationAura,=23338
Upgrade/EditorPrefix/KerriganRoyalGuard,=23339
Upgrade/EditorPrefix/KerriganShadowStep,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23340
Upgrade/EditorPrefix/KerriganVespeneTransfusion,毀滅者 - /// Destroyer -=23341
Upgrade/EditorPrefix/KerriganVitality,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23342
Upgrade/EditorPrefix/KerriganVortex,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23343
Upgrade/EditorPrefix/KerriganWingsofConsumingHatred,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23344
Upgrade/EditorPrefix/KerriganWrathOfTheXelNaga,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23345
Upgrade/EditorPrefix/Kit1ShadowStep,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23346
Upgrade/EditorPrefix/MarineSkin,模型獎勵 - /// Model Reward -=23347
Upgrade/EditorPrefix/OverlordSkin,模型獎勵 - /// Model Reward -=23348
Upgrade/EditorPrefix/PylonSkin,模型獎勵 - /// Model Reward -=23349
Upgrade/EditorPrefix/SJHyperionBlink2,(太空) -  /// (Space) -=23350
Upgrade/EditorPrefix/SJHyperionBlink3,(太空) -  /// (Space) -=23351
Upgrade/EditorPrefix/SJHyperionBomberLaunch2,(太空) -  /// (Space) -=23352
Upgrade/EditorPrefix/SJHyperionBomberLaunch3,(太空) -  /// (Space) -=23353
Upgrade/EditorPrefix/SJHyperionFighterLaunch2,(太空) -  /// (Space) -=23354
Upgrade/EditorPrefix/SJHyperionFighterLaunch3,(太空) -  /// (Space) -=23355
Upgrade/EditorPrefix/SJHyperionFighterLaunch4,(太空) -  /// (Space) -=23356
Upgrade/EditorPrefix/SJHyperionFighterLaunchLevel2,(太空) -  /// (Space) -=23357
Upgrade/EditorPrefix/SJHyperionFighterLaunchLevel3,(太空) -  /// (Space) -=23358
Upgrade/EditorPrefix/SJHyperionHangerCheck,(太空，海伯利昂號修復) - /// (Space, Hyperion Repair) -=23359
Upgrade/EditorPrefix/SJHyperionLightningStorm2,(太空) -  /// (Space) -=23360
Upgrade/EditorPrefix/SJHyperionLightningStorm3,(太空) -  /// (Space) -=23361
Upgrade/EditorPrefix/SJHyperionOutOfCombat,(太空，海伯利昂號修復) - /// (Space, Hyperion Repair) -=23362
Upgrade/EditorPrefix/SJHyperionPointDefenseDrone2,(太空) -  /// (Space) -=23363
Upgrade/EditorPrefix/SJHyperionPointDefenseDrone3,(太空) -  /// (Space) -=23364
Upgrade/EditorPrefix/SJHyperionRegen2,(太空) -  /// (Space) -=23365
Upgrade/EditorPrefix/SJHyperionRegen3,(太空) -  /// (Space) -=23366
Upgrade/EditorPrefix/SJHyperionRepairNeeded,(太空) -  /// (Space) -=23367
Upgrade/EditorPrefix/SJHyperionRepairNotNeeded,(太空) -  /// (Space) -=23368
Upgrade/EditorPrefix/SJHyperionShipUpgrade2,(太空) -  /// (Space) -=23369
Upgrade/EditorPrefix/SJHyperionShipUpgrade3,(太空) -  /// (Space) -=23370
Upgrade/EditorPrefix/SJHyperionShipUpgrade4,(太空) -  /// (Space) -=23371
Upgrade/EditorPrefix/SJHyperionYamato2,(太空) -  /// (Space) -=23372
Upgrade/EditorPrefix/SJHyperionYamato3,(太空) -  /// (Space) -=23373
Upgrade/EditorPrefix/SJHyperionYamato4,(太空) -  /// (Space) -=23374
Upgrade/EditorPrefix/SJPirateYamato,(太空) -  /// (Space) -=23375
Upgrade/EditorPrefix/SJShowHyperionUpgrades,(太空) -  /// (Space) -=23376
Upgrade/EditorPrefix/SupplyDepotSkin,模型獎勵 - /// Model Reward -=23377
Upgrade/EditorPrefix/UltraliskSkin,模型獎勵 - /// Model Reward -=23378
Upgrade/EditorPrefix/ZealotSkin,模型獎勵 - /// Model Reward -=23379
Upgrade/EditorPrefix/ZerglingSkin,模型獎勵 - /// Model Reward -=23380
Upgrade/EditorSuffix/HotSRedundantMembranes,=23381
Upgrade/EditorSuffix/HotSScavengerRoach,(蟑螂升級) /// (Roach Upgrade)=23382
Upgrade/EditorSuffix/HotsAcceleratedMorph,=23383
Upgrade/EditorSuffix/HotsBarbedTalons,=23384
Upgrade/EditorSuffix/HotsCorrosiveVenom,=23385
Upgrade/EditorSuffix/HotsMetabolicBoost,=23386
Upgrade/EditorSuffix/HotsOssifiedThorax,=23387
Upgrade/EditorSuffix/HotsPelvicExtensors,=23388
Upgrade/EditorSuffix/HotsPosthumousMitosis,=23389
Upgrade/EditorSuffix/HotsRapidGenesis,- 翼爪蟲 /// - Swarmling=23390
Upgrade/EditorSuffix/HotsReductiveEnzymes,=23391
Upgrade/EditorSuffix/HotsSpontaneousGestation,=23392
Upgrade/EditorSuffix/KerriganFusionCosmetic,(融合) /// (Fusion)=23393
Upgrade/EditorSuffix/KerriganGhostCosmetic,(幽靈特務) /// (Ghost)=23394
Upgrade/EditorSuffix/KerriganInfestedCosmetic,(被感染的凱莉根) /// (Infested Kerrigan)=23395
Validator/EditorPrefix/FrenzyResearched,魔螳 - /// Fiend -=23396
Validator/EditorPrefix/HaveKerriganFrenzyAura,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23397
Validator/EditorPrefix/HaveKerriganWingsofConsumingHatred,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23398
Validator/EditorPrefix/HotSCentrificalHooksResearched,駭獸 - /// Terrorling -=23399
Validator/EditorPrefix/KerriganInfestValidators,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23400
Validator/EditorPrefix/KraithCrashingChargeAbort,克雷斯 -  /// Kraith -=23401
Validator/EditorPrefix/KraithCrashingChargeTargetClose,克雷斯 -  /// Kraith -=23402
Validator/EditorPrefix/KraithCrashingChargeTargetCloseAndKraithCrashingChargeAbort,克雷斯 -  /// Kraith -=23403
Validator/EditorPrefix/KraithSpineVolleyTarget,克雷斯 -  /// Kraith -=23404
Validator/EditorPrefix/NotKerriganOvermind,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23405
Validator/EditorPrefix/NotKnockedBackKraith,克雷斯 -  /// Kraith -=23406
Validator/EditorPrefix/NotMiraSpaceStation,(Space01) - /// (Space01) -=23407
Validator/EditorPrefix/SeekerWurmResearched,怒螳 - /// Fury -=23408
Validator/EditorPrefix/ToxicAdrenalineRemove,生命值 - /// Health -=23409
Validator/EditorPrefix/UseKerriganQueenOfBlades,zz Deprecated - Do Not Delete - /// zz Deprecated - Do Not Delete -=23410
Validator/Name/APCLoadCheckCountLevel0,裝甲運兵車 - 裝載檢查計數 - 等級0 /// APCLoad Check Count Level0=23411
Validator/Name/APCLoadCheckCountLevel1,裝甲運兵車 - 裝載檢查計數 - 等級1 /// APCLoad Check Count Level1=23412
Validator/Name/APCLoadCheckCountLevel2,裝甲運兵車 - 裝載檢查計數 - 等級2 /// APCLoad Check Count Level2=23413
Validator/Name/APCLoadCheckCountLevel3,裝甲運兵車 - 裝載檢查計數 - 等級3 /// APCLoad Check Count Level3=23414
Validator/Name/APCLoadCheckCountLevel4,裝甲運兵車 - 裝載檢查計數 - 等級4 /// APCLoad Check Count Level4=23415
Validator/Name/APCLoadFilter,裝甲運兵車 - 裝載 - 過濾器 /// APCLoad Filter=23416
Validator/Name/BurrowChargeDistance,遁地突襲 - 距離 /// Burrow Charge Distance=23417
Validator/Name/BurrowChargeMaxDistance,遁地突襲 - 最遠距離 /// Burrow Charge Max Distance=23418
Validator/Name/BurrowChargeMinimumRange,遁地突襲 - 最近距離 /// Burrow Charge Minimum Range=23419
Validator/Name/BurrowChargeRevDValidators,遁地突襲 - 版本D驗證器 /// Burrow Charge Rev DValidators=23420
Validator/Name/BurrowChargeRevEMaxDistance,遁地突襲 - Rev - E最遠距離 /// Burrow Charge Rev EMax Distance=23421
Validator/Name/BurrowChargeRevEMinDistance,遁地突襲 - Rev - E最近距離 /// Burrow Charge Rev EMin Distance=23422
Validator/Name/CanCapResource,可限制資源 /// Can Cap Resource=23423
Validator/Name/CantYoinkYet,還不能猛拔 /// Cant Yoink Yet=23424
Validator/Name/CasterAndTargetNotDead,施放者和目標未死亡 /// Caster And Target Not Dead=23425
Validator/Name/CasterAtMost50Energy,施放者最多50點能量 /// Caster At Most50 Energy=23426
Validator/Name/CasterIsBigSplitterling,施放者為大型分裂蟲 /// Caster Is Big Splitterling=23427
Validator/Name/CasterIsLittleSplitterling,施放者為小型分裂蟲 /// Caster Is Little Splitterling=23428
Validator/Name/CasterIsMediumSplitterling,施放者為中型分裂蟲 /// Caster Is Medium Splitterling=23429
Validator/Name/CasterIsNeutral,施放者為中立 /// Caster Is Neutral=23430
Validator/Name/CasterIsNotStationary,施放者並非靜止 /// Caster Is Not Stationary=23431
Validator/Name/CasterNotDeadAndTargetNotDead,施放者未死亡和目標未死亡 /// Caster Not Dead And Target Not Dead=23432
Validator/Name/CasterNotFungalGrowthed,施放者非真菌增生中 /// Caster Not Fungal Growthed=23433
Validator/Name/CasterNotInCombatShort,施放者近期內未進入戰鬥 /// Caster Not In Combat Short=23434
Validator/Name/CasterPointIsCreep,施放者地點為蟲苔 /// Caster Point Is Creep=23435
Validator/Name/CloneBehaviorFilters,分身行為過濾器 /// Clone Behavior Filters=23436
Validator/Name/DigesterBaneling,消化獸 - 毒爆蟲 /// Digester Baneling=23437
Validator/Name/DigesterDrone,消化獸 - 工蟲 /// Digester Drone=23438
Validator/Name/DigesterHydralisk,消化獸 - 刺蛇 /// Digester Hydralisk=23439
Validator/Name/DigesterInfestor,消化獸 - 感染蟲 /// Digester Infestor=23440
Validator/Name/DigesterQueen,消化獸 - 后蟲 /// Digester Queen=23441
Validator/Name/DigesterRoach,消化獸 - 蟑螂 /// Digester Roach=23442
Validator/Name/DigesterSwarmHost,消化獸 - 百生獸 /// Digester Swarm Host=23443
Validator/Name/DigesterUltralisk,消化獸 - 雷獸 /// Digester Ultralisk=23444
Validator/Name/DigesterZergling,消化獸 - 異化蟲 /// Digester Zergling=23445
Validator/Name/DistanceLessThan1,距離小於1格 /// Distance Less Than1=23446
Validator/Name/DistanceLessThan2,距離小於2格 /// DistanceLessThan2=23447
Validator/Name/DontDamageOwnedWidowMines,不傷害擁有的寡婦詭雷 /// Dont Damage Owned Widow Mines=23448
Validator/Name/FibrousCoreResearched,纖維核心已研發 /// Fibrous Core Researched=23449
Validator/Name/FireBotAttackSmartTargetFilters,烈炎機攻擊小型目標過濾器 /// Fire Bot Attack Smart Target Filters=23450
Validator/Name/FlyerShieldsGE1,飛行單位護盾 GE1 /// Flyer Shields GE1=23451
Validator/Name/FoodAvailableFour,可用人口數4 /// Food Available 4=23452
Validator/Name/FoodAvailableOne,可用人口數1 /// Food Available One=23453
Validator/Name/FoodAvailableOneAndHalf,可用人口數1.5 /// Food Available One And Half=23454
Validator/Name/FoodAvailableSix,可用人口數6 /// Food Available Six=23455
Validator/Name/FoodAvailableTwo,可用人口數2 /// Food Available Two=23456
Validator/Name/FoodAvailableTwoAndHalf,可用人口數2.5 /// Food Availabel 2.5=23457
Validator/Name/FracturingSpinesResearched,碎裂脊刺已研發 /// Fracturing Spines Researched=23458
Validator/Name/FrenzyResearched,狂怒已研發 /// Frenzy Researched=23459
Validator/Name/FriendliesNearby,附近有友方 /// Friendlies Nearby=23460
Validator/Name/HasDestroyerGasIncrease,擁有毀滅者瓦斯輸出提高 /// Has Destroyer Gas Increase=23461
Validator/Name/HasMercArmor,擁有傭兵裝甲 /// Has Merc Armor=23462
Validator/Name/HasMercPilot,擁有傭兵駕駛員 /// Has Merc Pilot=23463
Validator/Name/HasMothershipCorePurifyNexus,擁有母艦核心淨化星核 /// Has Mothership Core Purify Nexus=23464
Validator/Name/HasMothershipCoreWeapon,擁有母艦核心武器 /// Has Mothership Core Weapon=23465
Validator/Name/HasOracleCloakField,擁有先知艦匿蹤力場 /// Has Oracle Cloak Field=23466
Validator/Name/HasPosthumousMitosis,擁有亡質分裂 /// Has Posthumous Mitosis=23467
Validator/Name/HasProtoSentience,擁有原始感知 /// Has Proto Sentience=23468
Validator/Name/HasProtoSentienceAndHasTissueAssimilation,HasProtoSentienceAndHasTissueAssimilation /// HasProtoSentienceAndHasTissueAssimilation=23469
Validator/Name/HasProtoSentienceAndNoTissueAssimilation,HasProtoSentienceAndNoTissueAssimilation /// HasProtoSentienceAndNoTissueAssimilation=23470
Validator/Name/HasPsiGrip,擁有幽能之握 /// Has Psi Grip=23471
Validator/Name/HasPsiStrike,擁有幽能打擊 /// Has Psi Strike=23472
Validator/Name/HasSpontaneousGestation,擁有瞬間孵化 /// Has Spontaneous Gestation=23473
Validator/Name/HasTissueAssimilation,擁有組織同化 /// Has Tissue Assimilation=23474
Validator/Name/HasYoink,擁有猛拔 /// Has Yoink=23475
Validator/Name/HaveCombatDrugs,擁有戰鬥藥品 /// Have Combat Drugs=23476
Validator/Name/HaveDurableMaterials,擁有耐用性材料 /// Have Durable Materials=23477
Validator/Name/HaveHotSImprovedSporeTracking,擁有蟲族之心強化孢子追蹤 /// Have HotS Improved Spore Tracking=23478
Validator/Name/HaveHotSMetabolicBoost,擁有蟲族之心代謝加速 /// Have HotS Metabolic Boost=23479
Validator/Name/HaveHotSScavengerRoach,擁有蟲族之心食腐獸蟑螂 /// Have HotS Scavenger Roach=23480
Validator/Name/HaveHotSSecondaryGooDucts,擁有蟲族之心第二黏液導管 /// Have HotS Secondary Goo Ducts=23481
Validator/Name/HaveHotSViscousSecretion,擁有蟲族之心黏稠分泌 /// Have HotS Viscous Secretion=23482
Validator/Name/HaveKerriganClarityOfPurpose,擁有凱莉根目的明確 /// Have Kerrigan Clarity Of Purpose=23483
Validator/Name/HaveKerriganFeedback,擁有潰蝕 /// Have Feedback=23484
Validator/Name/HaveKerriganFlying,擁有凱莉根飛行 /// Have Kerrigan Flying=23485
Validator/Name/HaveKerriganFrenzyAura,擁有凱莉根狂怒靈氣 /// Have Kerrigan Frenzy Aura=23486
Validator/Name/HaveKerriganHostCorpses,擁有凱莉根寄生屍體 /// Have Kerrigan Host Corpses=23487
Validator/Name/HaveKerriganQueenofVenom,擁有凱莉根蠱毒女皇 /// Have Kerrigan Queen of Venom=23488
Validator/Name/HaveKerriganRegenerationAura,擁有凱莉根再生靈氣 /// Have Kerrigan Regeneration Aura=23489
Validator/Name/HaveKerriganSuppression,擁有凱莉根壓制 /// Have Kerrigan Suppression=23490
Validator/Name/HaveKerriganWingsofConsumingHatred,擁有凱莉根噬恨之翼 /// Have Kerrigan Wings of Consuming Hatred=23491
Validator/Name/HaveRewardMarineSkin,有獎勵陸戰隊造型 /// HaveRewardMarineSkin=23492
Validator/Name/HaveRewardOverlordSkin,有獎勵王蟲造型 /// HaveRewardOverlordSkin=23493
Validator/Name/HaveRewardPylonSkin,有獎勵水晶塔造型 /// HaveRewardPylonSkin=23494
Validator/Name/HaveRewardSupplyDepotSkin,有獎勵補給站造型 /// HaveRewardSupplyDepotSkin=23495
Validator/Name/HaveRewardUltraliskSkin,有獎勵雷獸造型 /// HaveRewardUltraliskSkin=23496
Validator/Name/HaveRewardZealotSkin,有獎勵狂戰士造型 /// HaveRewardZealotSkin=23497
Validator/Name/HaveRewardZerglingSkin,有獎勵異化蟲造型 /// HaveRewardZerglingSkin=23498
Validator/Name/HotSCentrificalHooksResearched,離心蟲鉤已研發 /// Centrifical Hooks Researched=23499
Validator/Name/HotSRaptorChargeMaxDistanceUpgraded,HotSRaptorChargeMaxDistanceUpgraded /// HotSRaptorChargeMaxDistanceUpgraded=23500
Validator/Name/ImprovedBurrowResearched,強化遁地已研發 /// Improved Burrow Researched=23501
Validator/Name/IsBiological,是生物 /// Is Biological=23502
Validator/Name/IsBroodLordCocoon,是寄生王蟲蟲繭 /// Is Brood Lord Cocoon=23503
Validator/Name/IsBunker,是碉堡 /// Is Bunker=23504
Validator/Name/IsBurrowedUnit,是遁地單位 /// Is Burrowed Unit=23505
Validator/Name/IsCollapsibleRockTower,是可拆毀的石堆 /// Is Collapsible Rock Tower=23506
Validator/Name/IsCollapsibleRockTowerDiagonal,是斜向的可拆毀的石堆 /// Is Collapsible Rock Tower Diagonal=23507
Validator/Name/IsCollapsibleTerranTower,是可拆毀的人類哨塔 /// Is Collapsible Terran Tower=23508
Validator/Name/IsCreepSprayTargetUnit,是蟲苔噴沫目標單位 /// Is Creep Spray Target Unit=23509
Validator/Name/IsCreepTumor,是蟲苔瘤 /// Is Creep Tumor=23510
Validator/Name/IsDeathFrenzy,是死亡狂怒 /// Is Death Frenzy=23511
Validator/Name/IsDetected,是被偵測到 /// Is Detected=23512
Validator/Name/IsDroneOrOverlord,是工蟲或王蟲 /// Is Drone Or Overlord=23513
Validator/Name/IsExtractor,是瓦斯萃取巢 /// Is Extractor=23514
Validator/Name/IsFrozenZergStructure,是冰凍蟲族建築 /// Is Frozen Zerg Structure=23515
Validator/Name/IsKerrigan,是凱莉根 /// Is Kerrigan=23516
Validator/Name/IsMarauderStimmed,是施打戰鬥藥劑的掠奪者 /// Is Marauder Stimmed=23517
Validator/Name/IsMarine,是陸戰隊 /// Is Marine=23518
Validator/Name/IsMarineStimmed,是施打戰鬥藥劑的陸戰隊 /// Is Marine Stimmed=23519
Validator/Name/IsMineralShield,是晶礦罩 /// Is Mineral Shield=23520
Validator/Name/IsMothershipCore,是母艦核心 /// Is Mothership Core=23521
Validator/Name/IsMothershipCoreAndHasPurifyNexus,是母艦核心且擁有淨化星核 /// Is Mothership Core And Has Purify Nexus=23522
Validator/Name/IsNotBroodlingFate,不是寄生蟲命運 /// Is Not Broodling Fate=23523
Validator/Name/IsNotChangeling,不是變形蟲 /// Is Not Changeling=23524
Validator/Name/IsNotCreepTumorBurrowed,非遁地的蟲苔瘤 /// Is Not Creep Tumor Burrowed=23525
Validator/Name/IsNotDisguisedChangeling,非偽裝的變形蟲 /// Is Not Disguised Changeling=23526
Validator/Name/IsNotHellionTank,非惡狼坦克 /// Is Not Hellion Tank=23527
Validator/Name/IsNotImmortal,非不朽者 /// Is Not Immortal=23528
Validator/Name/IsNotInfestedSwarmStun,不是受感染的蟲群單位 /// Is Not Infested Swarm Stun=23529
Validator/Name/IsNotInfestedSwarmTimedLife,不是受感染的蟲群有限生命 /// Is Not Infested Swarm Timed Life=23530
Validator/Name/IsNotInfestedTerranTimedLife,不是受感染的人類有限生命 /// Is Not Infested Terran Timed Life=23531
Validator/Name/IsNotInfestedTerransEggTimedLife,不是受感染的人類蟲卵有限生命 /// Is Not Infested Terrans Egg Timed Life=23532
Validator/Name/IsNotLarva,不是幼蟲 /// Is Not Larva=23533
Validator/Name/IsNotLocustTimedLife,不是蝗蟲有限生命 /// IsNotLocustTimedLife=23534
Validator/Name/IsNotMULETimedLife,不是礦騾有限生命 /// Is Not MULE Timed Life=23535
