RequirementNode/Name/1,1=0
RequirementNode/Name/CountUpgradeSalvoFiringPatternCompleteOnly4236449987TechTreeCheat,CountUpgrade(SalvoFiringPattern,CompleteOnly){1}[TechTreeCheat]=6693
RequirementNode/Name/CountUpgradeStrikeGrenadeCompleteOnly456722959TechTreeCheat,CountUpgrade(StrikeGrenade,CompleteOnly){Получить авторизацию для Ударных гранат в Академии тактики.}[TechTreeCheat]=6694
RequirementNode/Name/CountUpgradeUEDArmorLightLevel1CompleteOnly,CountUpgrade(UEDArmorLightLevel1,CompleteOnly)=6695
RequirementNode/Name/CountUpgradeUEDArmorLightLevel1QueuedOrBetter,CountUpgrade(UEDArmorLightLevel1,QueuedOrBetter)=6696
RequirementNode/Name/CountUpgradeUEDArmorLightLevel2CompleteOnly,CountUpgrade(UEDArmorLightLevel2,CompleteOnly)=6697
RequirementNode/Name/CountUpgradeUEDArmorLightLevel2QueuedOrBetter,CountUpgrade(UEDArmorLightLevel2,QueuedOrBetter)=6698
RequirementNode/Name/CountUpgradeUEDArmorLightLevel3QueuedOrBetter,CountUpgrade(UEDArmorLightLevel3,QueuedOrBetter)=6699
RequirementNode/Name/CountUpgradeUEDHightDurabilityQueuedOrBetter,CountUpgrade(UEDHightDurability,QueuedOrBetter)=6700
RequirementNode/Name/CountUpgradeUEDLazarusbatteryCompleteOnly1851522583TechTreeCheat,CountUpgrade(UEDLazarusbattery,CompleteOnly){Запросить авторизацию на пакет медикаментов в полевом бюро.}[TechTreeCheat]=6701
RequirementNode/Name/CountUpgradeUEDLazarusbatteryQueuedOrBetter,CountUpgrade(UEDLazarusbattery,QueuedOrBetter)=6702
RequirementNode/Name/CountUpgradeUEDPackageOfMedicinesCompleteOnly749832984TechTreeCheat,CountUpgrade(UEDPackageOfMedicines,CompleteOnly){Запросить авторизацию на башню обогащения в академии тактики.}[TechTreeCheat]=6703
RequirementNode/Name/CountUpgradeUEDSpeedProjectileCompleteOnly248930777TechTreeCheat,CountUpgrade(UEDSpeedProjectile,CompleteOnly){Авторизовать скоростной снаряд в фабрике боеприпасов.}[TechTreeCheat]=6704
RequirementNode/Name/CountUpgradeUEDSpeedProjectileQueuedOrBetter,CountUpgrade(UEDSpeedProjectile,QueuedOrBetter)=6705
RequirementNode/Name/CountUpgradeUEDUpgradeGoliathCompleteOnly1212736824TechTreeCheat,CountUpgrade(UEDUpgradeGoliath,CompleteOnly){Запросить бронебойные патроны в фабрике боеприпасов.}[TechTreeCheat]=6706
RequirementNode/Name/CountUpgradeUEDUpgradeGoliathQueuedOrBetter,CountUpgrade(UEDUpgradeGoliath,QueuedOrBetter)=6707
RequirementNode/Name/CountUpgradeUEDUpgradeStrikeFighterCompleteOnly2376924074,CountUpgrade(UEDUpgradeStrikeFighter,CompleteOnly){Запросить авторизацию на воздушный бой  на заводе обслуживания звездолетов.}=6708
RequirementNode/Name/CountUpgradeUEDUpgradeStrikeFighterQueuedOrBetter,CountUpgrade(UEDUpgradeStrikeFighter,QueuedOrBetter)=6709
RequirementNode/Name/CountUpgradeUEDUpgradeStrikeFighterSpeedCompleteOnly1813016030TechTreeCheat,CountUpgrade(UEDUpgradeStrikeFighterSpeed,CompleteOnly){Запросить авторизацию на плазменное топливо на заводе обслуживания звездолетов.}[TechTreeCheat]=6710
RequirementNode/Name/CountUpgradeUEDUpgradeStrikeFighterSpeedQueuedOrBetter,CountUpgrade(UEDUpgradeStrikeFighterSpeed,QueuedOrBetter)=6711
RequirementNode/Name/CountUpgradeUpgradeAbilityCitadelUEDCompleteOnly2064125454TechTreeCheat,CountUpgrade(UpgradeAbilityCitadelUED,CompleteOnly){Запросить авторизацию на магнитно-волновую пушку в военно-исследовательской станции.}[TechTreeCheat]=6712
RequirementNode/Name/CountUpgradeUpgradeAbilityCitadelUEDQueuedOrBetter,CountUpgrade(UpgradeAbilityCitadelUED,QueuedOrBetter)=6713
RequirementNode/Name/CountUpgradeUpgradeAbilityNapoleonCompleteOnly3264894841TechTreeCheat,CountUpgrade(UpgradeAbilityNapoleon,CompleteOnly){Запросить авторизацию на генератор щитов в фабрике боеприпасов.}[TechTreeCheat]=6714
RequirementNode/Name/CountUpgradeUpgradeAbilityNapoleonQueuedOrBetter,CountUpgrade(UpgradeAbilityNapoleon,QueuedOrBetter)=6715
RequirementNode/Name/CountUpgradeUpgradeBeataniumGeneratorCompleteOnly622349498TechTreeCheat,CountUpgrade(UpgradeBeataniumGenerator,CompleteOnly){Запросить авторизоцию для усиленного двигателя на Заводе обслуживания звездолетов}[TechTreeCheat]=6716
RequirementNode/Name/CountUpgradeUpgradeBeataniumGeneratorQueuedOrBetter,CountUpgrade(UpgradeBeataniumGenerator,QueuedOrBetter)=6717
RequirementNode/Name/CountUpgradeUpgradeEnergeCrimsonEyeCompleteOnlyTechTreeCheat,CountUpgrade(UpgradeEnergeCrimsonEye,CompleteOnly)[TechTreeCheat]=6718
RequirementNode/Name/CountUpgradeUpgradeEnergeSupportShutlCompleteOnly772568896TechTreeCheat,CountUpgrade(UpgradeEnergeSupportShutl,CompleteOnly){Получить авторизацию для Маскировочных дронов на Военно-исследовательской станции}[TechTreeCheat]=6719
RequirementNode/Name/CountUpgradeUpgradeEnergeSupportShutlQueuedOrBetter,CountUpgrade(UpgradeEnergeSupportShutl,QueuedOrBetter)=6720
RequirementNode/Name/CountUpgradeUpgradeLazarusRegenHealfCompleteOnly91350853TechTreeCheat,CountUpgrade(UpgradeLazarusRegenHealf,CompleteOnly){Запросить авторизацию на полевое восстановлени в полевом бюро.}[TechTreeCheat]=6721
RequirementNode/Name/CountUpgradeUpgradeLazarusRegenHealfQueuedOrBetter,CountUpgrade(UpgradeLazarusRegenHealf,QueuedOrBetter)=6722
RequirementNode/Name/CountUpgradeUpgradeOpticalFlareCompleteOnly2684264904TechTreeCheat,CountUpgrade(UpgradeOpticalFlare,CompleteOnly){Отправьте запрос авторизации на оптическую вспышку в полевом бюро.}[TechTreeCheat]=6723
RequirementNode/Name/CountUpgradeUpgradeOpticalFlareCompleteOnly375218549TechTreeCheat,CountUpgrade(UpgradeOpticalFlare,CompleteOnly){Отправьте запрос на авторизацию оптической вспышки в полевом бюро.}[TechTreeCheat]=6724
RequirementNode/Name/CountUpgradeUpgradeOpticalFlareQueuedOrBetter,CountUpgrade(UpgradeOpticalFlare,QueuedOrBetter)=6725
RequirementNode/Name/CountUpgradeUpgradePenemundeRangeCompleteOnly1790404238TechTreeCheat,CountUpgrade(UpgradePenemundeRange,CompleteOnly){Запросить авторизацию на Протокол "Возмездие" в военно-исследовательской станции.}[TechTreeCheat]=6726
RequirementNode/Name/CountUpgradeUpgradePenemundeRangeQueuedOrBetter,CountUpgrade(UpgradePenemundeRange,QueuedOrBetter)=6727
RequirementNode/Name/CountUpgradeUpgradePhosphoricFireCompleteOnly1755324065TechTreeCheat,CountUpgrade(UpgradePhosphoricFire,CompleteOnly){Авторизовать фосфорный огонь в военно-исследовательской станции.}[TechTreeCheat]=6728
RequirementNode/Name/CountUpgradeUpgradePhosphoricFireQueuedOrBetter,CountUpgrade(UpgradePhosphoricFire,QueuedOrBetter)=6729
RequirementNode/Name/CountUpgradeUpgradeSpeedHurakanCompleteOnly2128754568TechTreeCheat,CountUpgrade(UpgradeSpeedHurakan,CompleteOnly){Запросить авторизацию на калибровку двигателей в академии тактики.}[TechTreeCheat]=6730
RequirementNode/Name/CountUpgradeUpgradeSpeedHurakanQueuedOrBetter,CountUpgrade(UpgradeSpeedHurakan,QueuedOrBetter)=6731
RequirementNode/Name/CountUpgradeUpgradeTowerMiningCompleteOnly4204658442TechTreeCheat,CountUpgrade(UpgradeTowerMining,CompleteOnly){Запросить авторизацию на башню обогащения в тактике академии.}[TechTreeCheat]=6732
RequirementNode/Name/CountUpgradeUpgradeTowerMiningCompleteOnly749832984TechTreeCheat,CountUpgrade(UpgradeTowerMining,CompleteOnly){Запросить авторизацию на башню обогащения в академии тактики.}[TechTreeCheat]=6733
RequirementNode/Name/CountUpgradeUpgradeTowerMiningQueuedOrBetter,CountUpgrade(UpgradeTowerMining,QueuedOrBetter)=6734
RequirementNode/Name/CountUpgradeUpgraideDrakkarCompleteOnly3974058837TechTreeCheat,CountUpgrade(UpgraideDrakkar,CompleteOnly){Запросить авторизацию на внутренний стабилизатор движения в академии тактики.}[TechTreeCheat]=6735
RequirementNode/Name/CountUpgradeUpgraideDrakkarCompleteOnly753916929TechTreeCheat,CountUpgrade(UpgraideDrakkar,CompleteOnly){Запросить авторизацию на прицельный режим в академии тактики.}[TechTreeCheat]=6736
RequirementNode/Name/CountUpgradeUpgraideDrakkarCompleteOnly75599237TechTreeCheat,CountUpgrade(UpgraideDrakkar,CompleteOnly){Запросить авторизоцию для легкого сплава беатания в Академии тактики}[TechTreeCheat]=6737
RequirementNode/Name/CountUpgradeUpgraideDrakkarQueuedOrBetter,CountUpgrade(UpgraideDrakkar,QueuedOrBetter)=6738
RequirementNode/Name/EqCountUpgradeUEDArmorLightLevel1QueuedOrBetter0,CountUpgrade(UEDArmorLightLevel1,QueuedOrBetter) == 0=6739
RequirementNode/Name/EqCountUpgradeUEDArmorLightLevel2QueuedOrBetter0,CountUpgrade(UEDArmorLightLevel2,QueuedOrBetter) == 0=6740
RequirementNode/Name/EqCountUpgradeUEDArmorLightLevel3QueuedOrBetter0,CountUpgrade(UEDArmorLightLevel3,QueuedOrBetter) == 0=6741
RequirementNode/Name/EqCountUpgradeUEDVehicalsLevel1CompleteOnly,CountUpgrade(UEDVehicalsLevel1,CompleteOnly) == ()=6742
RequirementNode/Name/GT28408138542CountBehaviorAlgoritmKolichestvoTowerMiningInProgressOrBetterAtUnit,2 > {Максимум 2 башни обогащения}CountBehavior(AlgoritmKolichestvoTowerMining,InProgressOrBetterAtUnit)=6743
RequirementNode/Name/Not312347549CountBehaviorUEDAlgoritmHaveTrainQueuedOrBetterAtUnit,!{Отсутствие производства}CountBehavior(UEDAlgoritmHaveTrain,QueuedOrBetterAtUnit)=6744
RequirementNode/Name/NotCountUpgradeUEDHightDurabilityQueuedOrBetter,!CountUpgrade(UEDHightDurability,QueuedOrBetter)=6745
RequirementNode/Name/NotCountUpgradeUEDLazarusbatteryQueuedOrBetter,!CountUpgrade(UEDLazarusbattery,QueuedOrBetter)=6746
RequirementNode/Name/NotCountUpgradeUEDSpeedProjectileQueuedOrBetter,!CountUpgrade(UEDSpeedProjectile,QueuedOrBetter)=6747
RequirementNode/Name/NotCountUpgradeUEDUpgradeGoliathQueuedOrBetter,!CountUpgrade(UEDUpgradeGoliath,QueuedOrBetter)=6748
RequirementNode/Name/NotCountUpgradeUEDUpgradeStrikeFighterQueuedOrBetter,!CountUpgrade(UEDUpgradeStrikeFighter,QueuedOrBetter)=6749
RequirementNode/Name/NotCountUpgradeUEDUpgradeStrikeFighterSpeedQueuedOrBetter,!CountUpgrade(UEDUpgradeStrikeFighterSpeed,QueuedOrBetter)=6750
RequirementNode/Name/NotCountUpgradeUpgradeAbilityCitadelUEDQueuedOrBetter,!CountUpgrade(UpgradeAbilityCitadelUED,QueuedOrBetter)=6751
RequirementNode/Name/NotCountUpgradeUpgradeAbilityNapoleonQueuedOrBetter,!CountUpgrade(UpgradeAbilityNapoleon,QueuedOrBetter)=6752
RequirementNode/Name/NotCountUpgradeUpgradeBeataniumGeneratorQueuedOrBetter,!CountUpgrade(UpgradeBeataniumGenerator,QueuedOrBetter)=6753
RequirementNode/Name/NotCountUpgradeUpgradeEnergeSupportShutlQueuedOrBetter,!CountUpgrade(UpgradeEnergeSupportShutl,QueuedOrBetter)=6754
RequirementNode/Name/NotCountUpgradeUpgradeLazarusRegenHealfQueuedOrBetter,!CountUpgrade(UpgradeLazarusRegenHealf,QueuedOrBetter)=6755
RequirementNode/Name/NotCountUpgradeUpgradeOpticalFlareQueuedOrBetter,!CountUpgrade(UpgradeOpticalFlare,QueuedOrBetter)=6756
RequirementNode/Name/NotCountUpgradeUpgradePenemundeRangeQueuedOrBetter,!CountUpgrade(UpgradePenemundeRange,QueuedOrBetter)=6757
RequirementNode/Name/NotCountUpgradeUpgradePhosphoricFireQueuedOrBetter,!CountUpgrade(UpgradePhosphoricFire,QueuedOrBetter)=6758
RequirementNode/Name/NotCountUpgradeUpgradeSpeedHurakanQueuedOrBetter,!CountUpgrade(UpgradeSpeedHurakan,QueuedOrBetter)=6759
RequirementNode/Name/NotCountUpgradeUpgradeTowerMiningQueuedOrBetter,!CountUpgrade(UpgradeTowerMining,QueuedOrBetter)=6760
RequirementNode/Name/NotCountUpgradeUpgraideDrakkarQueuedOrBetter,!CountUpgrade(UpgraideDrakkar,QueuedOrBetter)=6761
RequirementNode/Name/OrCountBehaviorAlgoritmStrikeFighterGroundAttackInProgressOrBetterAtUnitCountBehaviorAlgoritmStrikeFighterStartUnitInProgressOrBetterAtUnit,CountBehavior(AlgoritmStrikeFighterGroundAttack,InProgressOrBetterAtUnit) || CountBehavior(AlgoritmStrikeFighterStartUnit,InProgressOrBetterAtUnit)=6762
RequirementNode/Name/OrCountUnitArsenalCompleteOnly774868845TechTreeCheatCountUnitMissileTowerCompleteOnlyTechTreeCheatCountUnitHeavyTowerCompleteOnlyTechTreeCheatCountUnitSuppressionTowerCompleteOnlyTechTreeCheatCountUnitInfusionTowerCompleteOnlyTechTreeCheat,CountUnit(Arsenal,CompleteOnly){Arsenal}[TechTreeCheat] || CountUnit(MissileTower,CompleteOnly)[TechTreeCheat] || CountUnit(HeavyTower,CompleteOnly)[TechTreeCheat] || CountUnit(SuppressionTower,CompleteOnly)[TechTreeCheat] || CountUnit(InfusionTower,CompleteOnly)[TechTreeCheat]=6763
Sound/EditorPrefix/1234569009765432,Рубиновое око - =6764
Sound/EditorPrefix/Ghost_Land2,Драккар - =6765
Sound/EditorPrefix/SoundCrimsonEya,Рубиновое око - =6766
Sound/EditorPrefix/SoundCrimsonEyaDetector,Рубиновое око - =6767
Sound/EditorPrefix/SoundCrimsonEyaRadarStart,Рубиновое око - =6768
Sound/EditorPrefix/SoundCrimsonYeaRadarStop,Рубиновое око - =6769
Sound/EditorPrefix/SoundDrakkarShootingMode,Драккар - =6770
Sound/EditorPrefix/SoundModeMoveUEDDrakkar,Драккар - =6771
Sound/EditorPrefix/SoundUEDRadarCrimsonEiy,Рубиновое око - =6772
Sound/EditorPrefix/UEDSoundChangeGunAir,Штурмовик - =6773
Sound/EditorPrefix/UEDSoundChangeGunGround,Штурмовик - =6774
Sound/EditorPrefix/UEDSoundCitadelCharge2,Цитадель - =6775
Sound/EditorPrefix/UEDSoundGoliathAttack12,Голиаф - =6776
Sound/EditorPrefix/UEDSoundSpartanAttack,Спартанец - =6777
Sound/EditorPrefix/UEDSoundSpartanAttackGroundEnd,Спартанец - =6778
Sound/EditorPrefix/UEDSoundSpartanExplode,Спартанец - =6779
Sound/EditorPrefix/UEDSoundSpartanHelp,Спартанец - =6780
Sound/EditorPrefix/UEDSoundSpartanLaunchRoket,Спартанец - =6781
Sound/EditorPrefix/UEDSoundSpartanReady,Спартанец - =6782
Sound/EditorPrefix/UEDSoundSpartanWhat,Спартанец - =6783
Sound/EditorPrefix/UEDSoundSpartanYes,Спартанец - =6784
Sound/EditorPrefix/UEDSoundSpeedFlyIn,Штурмовик=6785
Sound/EditorPrefix/UEDSoundSpeedFlyOut,Штурмовик - =6786
Sound/EditorPrefix/UEDSpartanAttackGroundBegin,Спартанец - =6787
Sound/Name/AssaultTank_Attack,AssaultTank_Attack=6788
Sound/Name/AssaultTank_AttackImpact,AssaultTank_AttackImpact=6789
Sound/Name/AssaultTank_AttackLaunch,AssaultTank_AttackLaunch=6790
Sound/Name/AssaultTank_Explode,AssaultTank_Explode=6791
Sound/Name/AssaultTank_Help,AssaultTank_Help=6792
Sound/Name/AssaultTank_Pissed,AssaultTank_Pissed=6793
Sound/Name/AssaultTank_Ready,AssaultTank_Ready=6794
Sound/Name/AssaultTank_What,AssaultTank_What=6795
Sound/Name/AssaultTank_Yes,AssaultTank_Yes=6796
Sound/Name/Banshee_AttackLaunch22,Banshee_AttackLaunch=6797
Sound/Name/CrematorAttackLaunch,Cremator_AttackLaunch=6798
Sound/Name/CrematorBunkerAttackLaunch,Cremator_BunkerAttackLaunch=6799
Sound/Name/Cremator_Attack,Cremator_Attack=6800
Sound/Name/Cremator_AttackImpact,Cremator_AttackImpact=6801
Sound/Name/Cremator_Die,Cremator_Die=6802
Sound/Name/Cremator_Help,Cremator_Help=6803
Sound/Name/Cremator_Pissed,Cremator_Pissed=6804
Sound/Name/Cremator_Ready,Cremator_Ready=6805
Sound/Name/Cremator_What,Cremator_What=6806
Sound/Name/Cremator_Yes,Cremator_Yes=6807
Sound/Name/DesolatorMissileTank_Attack,DesolatorMissileTank_Attack=6808
Sound/Name/DesolatorMissileTank_AttackILaunch,DesolatorMissileTank_AttackILaunch=6809
Sound/Name/DesolatorMissileTank_AttackImpact,DesolatorMissileTank_AttackImpact=6810
Sound/Name/DesolatorMissileTank_Death,DesolatorMissileTank_Death=6811
Sound/Name/DesolatorMissileTank_Help,DesolatorMissileTank_Help=6812
Sound/Name/DesolatorMissileTank_Movement,DesolatorMissileTank_Movement=6813
Sound/Name/DesolatorMissileTank_Pissed,DesolatorMissileTank_Pissed=6814
Sound/Name/DesolatorMissileTank_Ready,DesolatorMissileTank_Ready=6815
Sound/Name/DesolatorMissileTank_What,DesolatorMissileTank_What=6816
Sound/Name/DesolatorMissileTank_Yes,DesolatorMissileTank_Yes=6817
Sound/Name/GhostMengskNukeLaunch,GhostMengskNukeLaunch=6818
Sound/Name/GhostMengsk_NukeExplode,GhostMengsk_NukeExplode=6819
Sound/Name/Ghost_EMPAttackImpact2,Ghost_EMPAttackImpact=6820
Sound/Name/Ghost_EMPAttackLaunch2,Ghost_EMPAttackLaunch=6821
Sound/Name/Ghost_EMPAttackLaunch22,Ghost_EMPAttackLaunch=6822
Sound/Name/Interceptor_AttackImpact2,Interceptor_AttackImpact=6823
Sound/Name/Interceptor_AttackLaunch2,Interceptor_AttackLaunch=6824
Sound/Name/Liberator_AA_Launch3,Liberator_AA_Launch=6825
Sound/Name/Liberator_AA_Launch_Impact3,Liberator_AA_Launch_Impact=6826
Sound/Name/MainBattleTank_Attack,MainBattleTank_Attack=6827
Sound/Name/MainBattleTank_AttackImpact,MainBattleTank_AttackImpact=6828
Sound/Name/MainBattleTank_AttackLaunch,MainBattleTank_AttackLaunch=6829
Sound/Name/MainBattleTank_Explode,MainBattleTank_Explode=6830
