AUTHENTICATION_BETA_REGION,Beta=0
Unit/Name/VoidRayShakurasACGluescreenDummy,Rayo de vacío=19094
Unit/Name/VultureACGluescreenDummy,Buitre=19095
Unit/Name/WarpGate,Portal de distorsión /// Warp Gate=19096
Unit/Name/WarpPrism,Prisma de distorsión /// Warp Prism=19097
Unit/Name/WarpPrismPhasing,Prisma de distorsión /// Warp Prism=19098
Unit/Name/WarpPrismTaldarimACGluescreenDummy,Prisma de guerra=19099
Unit/Name/Weapon,Arma /// Weapon=19100
Unit/Name/WolfStatue,Los lobos de Korhal /// The Wolves of Korhal=19101
Unit/Name/WraithACGluescreenDummy,Espectro=19102
Unit/Name/XelNagaTower,Torre Xel'Naga /// Xel'Naga Tower=19103
Unit/Name/XelNagaTowerHighlightTooltip,Aporta visión a las unidades cercanas /// Provides vision to nearby units=19104
Unit/Name/YamatoWeapon,Yamato /// Yamato=19105
Unit/Name/Zealot,Fanático /// Zealot=19106
Unit/Name/ZealotACGluescreenDummy,Fanático=19107
Unit/Name/ZealotAiurACGluescreenDummy,Fanático=19108
Unit/Name/ZealotFenixACGluescreenDummy,Legionario=19109
Unit/Name/ZealotPurifierACGluescreenDummy,Vigilante=19110
Unit/Name/ZealotShakurasACGluescreenDummy,Centurión=19111
Unit/Name/ZealotVorazunACGluescreenDummy,Fanático=19112
Unit/Name/ZeratulDarkTemplarACGluescreenDummy,Templario del vacío=19113
Unit/Name/ZeratulDisruptorACGluescreenDummy,Anulador Xel'Naga=19114
Unit/Name/ZeratulImmortalACGluescreenDummy,Sicario Xel'Naga=19115
Unit/Name/ZeratulObserverACGluescreenDummy,Vigía Xel'Naga=19116
Unit/Name/ZeratulPhotonCannonACGluescreenDummy,Cañón teseracto=19117
Unit/Name/ZeratulSentryACGluescreenDummy,Escudero Xel'Naga=19118
Unit/Name/ZeratulStalkerACGluescreenDummy,Emboscador Xel'Naga=19119
Unit/Name/ZeratulWarpPrismACGluescreenDummy,Matriz de vacío Xel'Naga=19120
Unit/Name/Zergling,Zergling /// Zergling=19121
Unit/Name/ZerglingKerriganACGluescreenDummy,Zergling=19122
Unit/Name/ZerglingZagaraACGluescreenDummy,Zergling=19123
Unit/ShieldArmorName/ProtossPlasmaShields,Escudos de plasma protoss /// Protoss Plasma Shields=19124
UnitKillRank/Hero,Héroe /// Hero=19125
UnitKillRank/Rank1_Prot,Discípulo /// Disciple=19126
UnitKillRank/Rank1_Terr,Recluta /// Recruit=19127
UnitKillRank/Rank1_Zerg,Depredador /// Predator=19128
UnitKillRank/Rank2_Prot,Mentor /// Mentor=19129
UnitKillRank/Rank2_Terr,Cabo /// Corporal=19130
UnitKillRank/Rank2_Zerg,Exterminador /// Slayer=19131
UnitKillRank/Rank3_Prot,Instructor /// Instructor=19132
UnitKillRank/Rank3_Terr,Sargento /// Sergeant=19133
UnitKillRank/Rank3_Zerg,Asolador /// Ravager=19134
UnitKillRank/Rank4_Prot,Maestro /// Master=19135
UnitKillRank/Rank4_Terr,Capitán /// Captain=19136
UnitKillRank/Rank4_Zerg,Asesino /// Assassin=19137
UnitKillRank/Rank5_Prot,Ejecutor /// Executor=19138
UnitKillRank/Rank5_Terr,Comandante /// Commander=19139
UnitKillRank/Rank5_Zerg,Crisálida /// Metamorph=19140
Upgrade/Name/AbdominalFortitude,Entereza abdominal /// Abdominal Fortitude=19141
Upgrade/Name/AnabolicSynthesis,Síntesis anabolizante /// Anabolic Synthesis=19142
Upgrade/Name/BansheeCloak,Campo de invisibilidad /// Cloaking Field=19143
Upgrade/Name/BattlecruiserBehemothReactor,Reactor behemot /// Behemoth Reactor=19144
Upgrade/Name/BattlecruiserEnableSpecializations,Renovación de armamento /// Weapon Refit=19145
Upgrade/Name/BlinkTech,Traslación /// Blink=19146
Upgrade/Name/Burrow,Enterrar /// Burrow=19147
Upgrade/Name/CarrierLaunchSpeedUpgrade,Catapulta gravitón /// Graviton Catapult=19148
Upgrade/Name/CentrificalHooks,Ganchos centrífugos /// Centrifugal Hooks=19149
Upgrade/Name/Charge,Cargar /// Charge=19150
Upgrade/Name/ChitinousPlating,Coraza quitinosa /// Chitinous Plating=19151
Upgrade/Name/CollectionSkin,Diseño de coleccionista=19152
Upgrade/Name/CollectionSkinDeluxe,Diseño de coleccionista Deluxe=19153
Upgrade/Name/CollectionSkinDeluxeProtoss,Diseño de coleccionista Deluxe: protoss=19154
Upgrade/Name/CollectionSkinDeluxeShield,Diseño de coleccionista Deluxe: escudo=19155
Upgrade/Name/DurableMaterials,Materiales resistentes /// Durable Materials=19156
Upgrade/Name/ExtendedThermalLance,Lanza térmica extendida /// Extended Thermal Lance=19157
Upgrade/Name/GhostMoebiusReactor,Reactor Moebius /// Moebius Reactor=19158
Upgrade/Name/GlialReconstitution,Reconstitución glial /// Glial Reconstitution=19159
Upgrade/Name/GraviticDrive,Impulsor gravítico /// Gravitic Drive=19160
Upgrade/Name/HiSecAutoTracking,Rastreo automático de alta seguridad /// Hi-Sec Auto Tracking=19161
Upgrade/Name/HighCapacityBarrels,Preignición infernal /// Infernal Pre-igniter=19162
Upgrade/Name/HighTemplarKhaydarinAmulet,Amuleto khaydarin=19163
Upgrade/Name/HunterSeeker,Misil rastreador /// Seeker Missile=19164
Upgrade/Name/IncreasedRange,Alcance aumentado. /// Increased Range=19165
Upgrade/Name/InfestorEnergyUpgrade,Glándulas patógenas /// Pathogen Glands=19166
Upgrade/Name/InfestorPeristalsis,Peristalsis /// Peristalsis=19167
Upgrade/Name/MarauderDeluxe,Persecutor Deluxe=19168
Upgrade/Name/MedivacCaduceusReactor,Reactor caduceo /// Caduceus Reactor=19169
Upgrade/Name/NeosteelFrame,Estructura de neoacero /// Neosteel Frame=19170
Upgrade/Name/NeuralParasite,Parásito neural /// Neural Parasite=19171
Upgrade/Name/ObserverGraviticBooster,Aceleradores gravíticos /// Gravitic Boosters=19172
Upgrade/Name/ObverseIncubation,Incubación lateral /// Obverse Incubation=19173
Upgrade/Name/OrganicCarapace,Caparazón orgánico /// Organic Carapace=19174
Upgrade/Name/PersonalCloaking,Invisibilidad personal /// Personal Cloaking=19175
Upgrade/Name/ProtossAirArmors,Blindaje aéreo protoss /// Protoss Air Armors=19176
Upgrade/Name/ProtossAirArmorsLevel1,Blindaje aéreo protoss nivel 1 /// Protoss Air Armor Level 1=19177
Upgrade/Name/ProtossAirArmorsLevel2,Blindaje aéreo protoss nivel 2 /// Protoss Air Armor Level 2=19178
Upgrade/Name/ProtossAirArmorsLevel3,Blindaje aéreo protoss nivel 3 /// Protoss Air Armor Level 3=19179
Upgrade/Name/ProtossAirWeapons,Armas aéreas protoss /// Protoss Air Weapons=19180
Upgrade/Name/ProtossAirWeaponsLevel1,Armas aéreas protoss nivel 1 /// Protoss Air Weapons Level 1=19181
Upgrade/Name/ProtossAirWeaponsLevel2,Armas aéreas protoss nivel 2 /// Protoss Air Weapons Level 2=19182
Upgrade/Name/ProtossAirWeaponsLevel3,Armas aéreas protoss nivel 3 /// Protoss Air Weapons Level 3=19183
Upgrade/Name/ProtossGroundArmors,Armadura terrestre protoss /// Protoss Ground Armors=19184
Upgrade/Name/ProtossGroundArmorsLevel1,Armadura terrestre protoss nivel 1 /// Protoss Ground Armor Level 1=19185
Upgrade/Name/ProtossGroundArmorsLevel2,Armadura terrestre protoss nivel 2 /// Protoss Ground Armor Level 2=19186
Upgrade/Name/ProtossGroundArmorsLevel3,Armadura terrestre protoss nivel 3 /// Protoss Ground Armor Level 3=19187
Upgrade/Name/ProtossGroundWeapons,Armas terrestres protoss /// Protoss Ground Weapons=19188
Upgrade/Name/ProtossGroundWeaponsLevel1,Armas terrestres protoss nivel 1 /// Protoss Ground Weapons Level 1=19189
Upgrade/Name/ProtossGroundWeaponsLevel2,Armas terrestres protoss nivel 2 /// Protoss Ground Weapons Level 2=19190
Upgrade/Name/ProtossGroundWeaponsLevel3,Armas terrestres protoss nivel 3 /// Protoss Ground Weapons Level 3=19191
Upgrade/Name/ProtossShields,Escudos protoss /// Protoss Shields=19192
Upgrade/Name/ProtossShieldsLevel1,Escudos protoss nivel 1 /// Protoss Shields Level 1=19193
Upgrade/Name/ProtossShieldsLevel2,Escudos protoss nivel 2 /// Protoss Shields Level 2=19194
Upgrade/Name/ProtossShieldsLevel3,Escudos protoss nivel 3 /// Protoss Shields Level 3=19195
Upgrade/Name/PsiStormTech,Tormenta psiónica /// Psionic Storm=19196
Upgrade/Name/PunisherGrenades,Proyectiles conmocionantes /// Concussive Shells=19197
Upgrade/Name/RavenCorvidReactor,Reactor córvido /// Corvid Reactor=19198
Upgrade/Name/ReaperSpeed,Mochilas nitro /// Nitro Packs=19199
Upgrade/Name/RoachDeluxe,Cucaracha Deluxe=19200
Upgrade/Name/ShieldWall,Escudo de combate /// Combat Shield=19201
Upgrade/Name/SiegeTech,Tecnología de asedio /// Siege Tech=19202
Upgrade/Name/StalkerDeluxe,Acechador Deluxe=19203
Upgrade/Name/Stimpack,Paquete de estimulantes /// Stimpack=19204
Upgrade/Name/StrikeCannons,Cañones de ataque de 250 mm /// 250mm Strike Cannons=19205
Upgrade/Name/TerranBuildingArmor,Blindaje de edificio terran /// Terran Building Armor=19206
Upgrade/Name/TerranInfantryArmors,Armadura de infantería terran /// Terran Infantry Armors=19207
Upgrade/Name/TerranInfantryArmorsLevel1,Armadura de infantería terran nivel 1 /// Terran Infantry Armor Level 1=19208
Upgrade/Name/TerranInfantryArmorsLevel2,Armadura de infantería terran nivel 2 /// Terran Infantry Armor Level 2=19209
Upgrade/Name/TerranInfantryArmorsLevel3,Armadura de infantería terran nivel 3 /// Terran Infantry Armor Level 3=19210
Upgrade/Name/TerranInfantryWeapons,Armas de infantería terran /// Terran Infantry Weapons=19211
Upgrade/Name/TerranInfantryWeaponsLevel1,Armas de infantería terran nivel 1 /// Terran Infantry Weapons Level 1=19212
Upgrade/Name/TerranInfantryWeaponsLevel2,Armas de infantería terran nivel 2 /// Terran Infantry Weapons Level 2=19213
Upgrade/Name/TerranInfantryWeaponsLevel3,Armas de infantería terran nivel 3 /// Terran Infantry Weapons Level 3=19214
Upgrade/Name/TerranShipArmors,Blindaje de nave terran /// Terran Ship Armors=19215
Upgrade/Name/TerranShipArmorsLevel1,Chapado de nave terran nivel 1 /// Terran Ship Plating Level 1=19216
Upgrade/Name/TerranShipArmorsLevel2,Chapado de nave terran nivel 2 /// Terran Ship Plating Level 2=19217
Upgrade/Name/TerranShipArmorsLevel3,Chapado de nave terran nivel 3 /// Terran Ship Plating Level 3=19218
Upgrade/Name/TerranShipWeapons,Armas de nave terran /// Terran Ship Weapons=19219
Upgrade/Name/TerranShipWeaponsLevel1,Armas de nave terran nivel 1 /// Terran Ship Weapons Level 1=19220
Upgrade/Name/TerranShipWeaponsLevel2,Armas de nave terran nivel 2 /// Terran Ship Weapons Level 2=19221
Upgrade/Name/TerranShipWeaponsLevel3,Armas de nave terran nivel 3 /// Terran Ship Weapons Level 3=19222
Upgrade/Name/TerranVehicleArmors,Blindaje de vehículo terran /// Terran Vehicle Armors=19223
Upgrade/Name/TerranVehicleArmorsLevel1,Chapado de vehículo terran nivel 1 /// Terran Vehicle Plating Level 1=19224
Upgrade/Name/TerranVehicleArmorsLevel2,Chapado de vehículo terran nivel 2 /// Terran Vehicle Plating Level 2=19225
Upgrade/Name/TerranVehicleArmorsLevel3,Chapado de vehículo terran nivel 3 /// Terran Vehicle Plating Level 3=19226
Upgrade/Name/TerranVehicleWeapons,Armas de vehículo terran /// Terran Vehicle Weapons=19227
Upgrade/Name/TerranVehicleWeaponsLevel1,Armas de vehículo terran nivel 1 /// Terran Vehicle Weapons Level 1=19228
Upgrade/Name/TerranVehicleWeaponsLevel2,Armas de vehículo terran nivel 2 /// Terran Vehicle Weapons Level 2=19229
Upgrade/Name/TerranVehicleWeaponsLevel3,Armas de vehículo terran nivel 3 /// Terran Vehicle Weapons Level 3=19230
Upgrade/Name/ThorSkin,Thor /// Thor=19231
Upgrade/Name/TunnelingClaws,Garras tuneladoras /// Tunneling Claws=19232
Upgrade/Name/VikingJotunBoosters,Aceleradores jotun /// Jotun Boosters=19233
Upgrade/Name/VoidRaySpeedUpgrade,Turbinas de flujo /// Flux Vanes=19234
Upgrade/Name/WarpGateResearch,Portal de distorsión /// Warp Gate=19235
Upgrade/Name/Zerg Flyer Armors,Armadura de unidades voladoras zerg /// Zerg Flyer Armors=19236
Upgrade/Name/ZergFlyerArmorsLevel1,Caparazón de unidades voladoras zerg nivel 1 /// Zerg Flyer Carapace Level 1=19237
Upgrade/Name/ZergFlyerArmorsLevel2,Caparazón de unidades voladoras zerg nivel 2 /// Zerg Flyer Carapace Level 2=19238
Upgrade/Name/ZergFlyerArmorsLevel3,Caparazón de unidades voladoras zerg nivel 3 /// Zerg Flyer Carapace Level 3=19239
Upgrade/Name/ZergFlyerWeapons,Armas de unidades voladoras zerg /// Zerg Flyer Weapons=19240
Upgrade/Name/ZergFlyerWeaponsLevel1,Ataques de unidades voladoras zerg nivel 1 /// Zerg Flyer Attacks Level 1=19241
Upgrade/Name/ZergFlyerWeaponsLevel2,Ataques de unidades voladoras zerg nivel 2 /// Zerg Flyer Attacks Level 2=19242
Upgrade/Name/ZergFlyerWeaponsLevel3,Ataques de unidades voladoras zerg nivel 3 /// Zerg Flyer Attacks Level 3=19243
Upgrade/Name/ZergGroundArmors,Armadura terrestre zerg /// Zerg Ground Armors=19244
Upgrade/Name/ZergGroundArmorsLevel1,Caparazón de unidades terrestres zerg nivel 1 /// Zerg Ground Carapace Level 1=19245
Upgrade/Name/ZergGroundArmorsLevel2,Caparazón de unidades terrestres zerg nivel 2 /// Zerg Ground Carapace Level 2=19246
Upgrade/Name/ZergGroundArmorsLevel3,Caparazón de unidades terrestres zerg nivel 3 /// Zerg Ground Carapace Level 3=19247
Upgrade/Name/ZergMeleeWeapons,Armas cuerpo a cuerpo zerg /// Zerg Melee Weapons=19248
Upgrade/Name/ZergMeleeWeaponsLevel1,Ataques cuerpo a cuerpo zerg nivel 1 /// Zerg Melee Attacks Level 1=19249
Upgrade/Name/ZergMeleeWeaponsLevel2,Ataques cuerpo a cuerpo zerg nivel 2 /// Zerg Melee Attacks Level 2=19250
Upgrade/Name/ZergMeleeWeaponsLevel3,Ataques cuerpo a cuerpo zerg nivel 3 /// Zerg Melee Attacks Level 3=19251
Upgrade/Name/ZergMissileWeapons,Armas de misiles zerg /// Zerg Missile Weapons=19252
Upgrade/Name/ZergMissileWeaponsLevel1,Ataques de misiles zerg nivel 1 /// Zerg Missile Attacks Level 1=19253
Upgrade/Name/ZergMissileWeaponsLevel2,Ataques de misiles zerg nivel 2 /// Zerg Missile Attacks Level 2=19254
Upgrade/Name/ZergMissileWeaponsLevel3,Ataques de misiles zerg nivel 3 /// Zerg Missile Attacks Level 3=19255
Upgrade/Name/haltech,Alucinación /// Hallucination=19256
Upgrade/Name/hydraliskspeed,Espinas estriadas /// Grooved Spines=19257
Upgrade/Name/overlordspeed,Caparazón neumatizado /// Pneumatized Carapace=19258
Upgrade/Name/overlordtransport,Bolsas ventrales /// Ventral Sacs=19259
Upgrade/Name/zergflyerarmor1,Caparazón de unidades voladoras zerg nivel 1 /// Zerg Flyer Carapace Level 1=19260
Upgrade/Name/zergflyerarmor2,Caparazón de unidades voladoras zerg nivel 2 /// Zerg Flyer Carapace Level 2=19261
Upgrade/Name/zergflyerattack1,Ataques de unidades voladoras zerg nivel 1 /// Zerg Flyer Attacks Level 1=19262
Upgrade/Name/zergflyerattack2,Ataques de unidades voladoras zerg nivel 2 /// Zerg Flyer Attacks Level 2=19263
Upgrade/Name/zerggroundarmor1,Caparazón de unidades terrestres zerg nivel 1 /// Zerg Ground Carapace Level 1=19264
Upgrade/Name/zerggroundarmor2,Caparazón de unidades terrestres zerg nivel 2 /// Zerg Ground Carapace Level 2=19265
Upgrade/Name/zerglingattackspeed,Glándulas suprarrenales /// Adrenal Glands=19266
Upgrade/Name/zerglingmovementspeed,Potenciador metabólico /// Metabolic Boost=19267
Upgrade/Name/zergmeleeweapons1,Ataques cuerpo a cuerpo zerg nivel 1 /// Zerg Melee Attacks Level 1=19268
Upgrade/Name/zergmeleeweapons2,Ataques cuerpo a cuerpo zerg nivel 2 /// Zerg Melee Attacks Level 2=19269
Upgrade/Name/zergmissileweapons1,Ataques de misiles zerg nivel 1 /// Zerg Missile Attacks Level 1=19270
Upgrade/Name/zergmissileweapons2,Ataques de misiles zerg nivel 2 /// Zerg Missile Attacks Level 2=19271
WarChest/Name/WarChestSeason1Complete,Botín de Guerra: pack de la BlizzCon 2017=19272
WarChest/Name/WarChestSeason1Protoss,Botín de Guerra: pase protoss de la BlizzCon 2017=19273
WarChest/Name/WarChestSeason1Terran,Botín de Guerra: pase terran de la BlizzCon 2017=19274
WarChest/Name/WarChestSeason1Zerg,Botín de Guerra: pase zerg de la BlizzCon 2017=19275
WarChest/Name/WarChestSeason2Complete,Botín de Guerra: Pack de la Katowice 2018=19276
WarChest/Name/WarChestSeason2Protoss,Botín de Guerra: pase protoss de la Katowice 2018=19277
WarChest/Name/WarChestSeason2Terran,Botín de Guerra: pase terran de la Katowice 2018=19278
WarChest/Name/WarChestSeason2Zerg,Botín de Guerra: pase zerg de la Katowice 2018=19279
WarChest/Name/WarChestSeason3Complete,Botín de Guerra: Pack de la BlizzCon 2018=19280
WarChest/Name/WarChestSeason3Protoss,Botín de Guerra: pase protoss de la BlizzCon 2018=19281
WarChest/Name/WarChestSeason3Terran,Botín de Guerra: pase terran de la BlizzCon 2018=19282
WarChest/Name/WarChestSeason3Zerg,Botín de Guerra: pase zerg de la BlizzCon 2018=19283
WarChest/Name/WarChestSeason4Complete,Botín de Guerra: Pack de la Katowice 2019=19284
WarChest/Name/WarChestSeason4Protoss,Botín de Guerra: pase protoss de la Katowice 2019=19285
WarChest/Name/WarChestSeason4Terran,Botín de Guerra: pase terran de la Katowice 2019=19286
WarChest/Name/WarChestSeason4Zerg,Botín de Guerra: pase zerg de la Katowice 2019=19287
WarChest/Name/WarChestSeason5Complete,Botín de Guerra: pack de la BlizzCon 2019=19288
WarChest/Name/WarChestSeason5Protoss,Botín de Guerra: pase protoss de la BlizzCon 2019=19289
WarChest/Name/WarChestSeason5Terran,Botín de Guerra: pase terran de la BlizzCon 2019=19290
WarChest/Name/WarChestSeason5Zerg,Botín de Guerra: pase zerg de la BlizzCon 2019=19291
WarChest/Name/WarChestSeason6Complete,Pack del Botín de Guerra 6=19292
WarChest/Name/WarChestSeason6Protoss,Pase protoss del Botín de Guerra 6=19293
WarChest/Name/WarChestSeason6Terran,Pase terran del Botín de Guerra 6=19294
WarChest/Name/WarChestSeason6Zerg,Pase zerg del Botín de Guerra 6=19295
Weapon/Name/90mmCannons,Cañones de 90 mm /// 90mm Cannons=19296
Weapon/Name/ATALaserBattery,Batería de láseres AA /// ATA Laser Battery=19297
Weapon/Name/ATSLaserBattery,Batería de láseres AT /// ATS Laser Battery=19298
Weapon/Name/AcidSaliva,Saliva ácida /// Acid Saliva=19299
Weapon/Name/AcidSpew,Escupitajo ácido /// Acid Spew=19300
Weapon/Name/AcidSpines,Espinas ácidas /// Acid Spines=19301
Weapon/Name/AutoTestAttackerWeapon,Arma del atacante /// Attacker Weapon=19302
Weapon/Name/AutoTurret,Cañón gauss de 12 mm /// 12mm Gauss Cannon=19303
Weapon/Name/BacklashRockets,Cohetes de retroceso /// Backlash Rockets=19304
Weapon/Name/BroodlingEscort,Cría escolta /// Broodling Escort=19305
Weapon/Name/BroodlingStrike,Ataque de cría /// Broodling Strike=19306
Weapon/Name/C10CanisterRifle,Fusil de francotirador C-10 /// C-10 Canister Rifle=19307
Weapon/Name/Claws,Garras /// Claws=19308
Weapon/Name/CrucioShockCannon,Cañón de impacto crucio /// Crucio Shock Cannon=19309
Weapon/Name/D8Charge,Carga D-8 /// D-8 Charge=19310
Weapon/Name/DisruptionBeam,Haz de disrupción /// Disruption Beam=19311
Weapon/Name/FusionCutter,Cortador de fusión /// Fusion Cutter=19312
Weapon/Name/GlaiveWurm,Guja dragón /// Glave Wurm=19313
Weapon/Name/GuassRifle,Fusil gauss C-14 /// C-14 Gauss Rifle=19314
Weapon/Name/Hellion,Lanzallamas infernal /// Infernal Flamethrower=19315
Weapon/Name/HydraliskMelee,Cuerpo a cuerpo /// Melee=19316
Weapon/Name/ImpalerTentacle,Tentáculo empalador /// Impaler Tentacle=19317
Weapon/Name/InfernalFlameThrower,Lanzallamas infernal /// Infernal Flamethrower=19318
Weapon/Name/InfestedGuassRifle,Fusil gauss infestado /// Infested Gauss Rifle=19319
Weapon/Name/InterceptorBeam,Haz de interceptor /// Interceptor Beam=19320
Weapon/Name/InterceptorLaunch,Lanzar interceptor /// Interceptor Launch=19321
Weapon/Name/InterceptorsDummy,Interceptores /// Interceptors=19322
Weapon/Name/IonCannons,Cañones de iones /// Ion Cannons=19323
Weapon/Name/JavelinMissileLaunchers,Lanzamisiles jabalina /// Javelin Missile Launchers=19324
Weapon/Name/KaiserBlades,Cuchillas káiser /// Kaiser Blades=19325
Weapon/Name/LanzerTorpedoes,Torpedos lanzer /// Lanzer Torpedoes=19326
Weapon/Name/LongboltMissile,Misil trueno /// Longbolt Missile=19327
Weapon/Name/MothershipBeam,Haz purificador=19328
Weapon/Name/NeedleClaws,Garras aguja /// Needle Claws=19329
Weapon/Name/NeedleSpines,Espinas aguja /// Needle Spines=19330
Weapon/Name/P38ScytheGuassPistol,Pistola gauss P-45 /// P-45 Gauss Pistol=19331
Weapon/Name/ParasiteSpore,Espora parásito /// Parasite Spore=19332
Weapon/Name/ParticleBeam,Haz de partículas /// Particle Beam=19333
Weapon/Name/ParticleDisruptors,Disruptores de partículas /// Particle Disruptors=19334
Weapon/Name/PhaseDisruptors,Disruptores de fase /// Phase Disruptors=19335
Weapon/Name/PhotonCannon,Cañón de fotones /// Photon Cannon=19336
Weapon/Name/PointDefenseLaser,Láser de defensa de punto /// Point Defense Laser=19337
Weapon/Name/PrismaticBeam,Haz prismático /// Prismatic Beam=19338
Weapon/Name/PsiBlades,Cuchillas psi /// Psi Blades=19339
Weapon/Name/PsionicShockwave,Onda de choque psiónica /// Psionic Shockwave=19340
Weapon/Name/PunisherGrenades,Granadas castigadoras /// Punisher Grenades=19341
Weapon/Name/Ram,Embestida /// Ram=19342
Weapon/Name/RenegadeLongboltMissile,Misil trueno de renegado=19343
Weapon/Name/RoachMelee,Espinas aguja (cuerpo a cuerpo) /// Needle Spines (Melee)=19344
Weapon/Name/Sheep,Oveja /// Sheep=19345
Weapon/Name/Spines,Garras /// Claws=19346
Weapon/Name/Talons,Garras /// Talons=19347
