AUTHENTICATION_BETA_REGION,Bêta=0
Skin/Info/HydraliskDen,Les Zergs se sont inspirés des paisibles slothiens pour créer les tanières d’hydralisks, qui ont, par la suite, développé un exosquelette à des fins protectrices.=16452
Skin/Info/HydraliskDenMecha,Les enquêteurs n’ont jamais réussi à déterminer pourquoi les tanières d’hydralisks étaient surmontées de lames en vanadium, ni qui en avait eu l’idée.=16453
Skin/Info/HydraliskDenRCZ,Cerbère n’a jamais eu l’intention d’abandonner l’invasion de Tyrador IX, afin de prouver qu’une « augmentation de 20% de la production d’hydralisks en situation réelle » était possible et obtenir ainsi ses accords de financement.=16454
Skin/Info/HydraliskMecha,Les hydralisks réplicants présentaient un risque significatif pour leurs créateurs, qui ont choisi de remplacer leurs griffes par des lames pouvant être émoussées facilement lors du processus d’assemblage.=16455
Skin/Info/HydraliskNoxious,Bien que la souche toxique soit apparue chez l’ultralisk, elle s’est depuis transmise à l’hydralisk, qui en a hérité les traits nocifs caractéristiques et l'apparence menaçante.=16456
Skin/Info/HydraliskPrimal,Les hydralisks de l’Essaim ont rapidement trouvé leur place au sein des meutes de Zergs primordiaux, où ils ont gardé la plupart de leurs caractéristiques originales. Une preuve de plus de leur puissance adaptative.=16457
Skin/Info/HydraliskRCZ,Les hydralisks de Cerbère ont réussi à pénétrer le périmètre de défense de Néo-Canaan à la faveur d’une tempête de sable. Leurs yeux luminescents ressemblaient un peu trop aux phares des véhicules tout-terrain…=16458
Skin/Info/HydraliskRemastered,Si l’ancêtre de l’hydralisk était armé d’aiguillions plus petits, il disposait en revanche d’une crête majestueuse et haute en couleur.=16459
Skin/Info/HydraliskWebby,Les séquences génétiques permettant la métamorphose en rôdeur sont toujours enfouies au cœur du génome des hydralisks de la couvée léviathan. Certaines des caractéristiques morphologiques des rôdeurs sont en effet encodées dans leur ADN.=16460
Skin/Info/Immortal,Les restes des héros protoss révérés sont transplantés dans des exosquelettes robotiques. Ces immortels blindés et lourdement armés comptent parmi les guerriers les plus dévoués.=16461
Skin/Info/ImmortalAdun,Pour les Protoss, le sacrifice est le plus grand des honneurs. Adun l’avait compris mieux que quiconque et, depuis, c’est en son nom que sont consacrés les immortels.=16462
Skin/Info/ImmortalGolden,À l’issue de l’ultime bataille, certains templiers tombés au combat choisirent d’être injectés dans d’anciens exosquelettes d’immortels pour afficher leur attachement aux idéaux qui unirent les Protoss à une sombre époque.=16463
Skin/Info/ImmortalIhanrii,Les héros ihan-rii morts avec honneur sont recueillis dans des sarcophages robotiques, dotés de quatre pieds et d’immenses canons, qui les transportent sur les champs de bataille.=16464
Skin/Info/ImmortalPurifier,À l’issue de l’ultime bataille, les Purificateurs sont parvenus à reconditionner les enveloppes des immortels décédés, afin d’en faire des robots de combat.=16465
Skin/Info/ImmortalTaldarim,Protégés par leurs armures d’assaut blindées, les guerriers Tal’darim tombés au combat et frappés de honte cherchent à laver leur honneur à tout prix. Leur dernier espoir est de mourir en servant leur haut seigneur.=16466
Skin/Info/InfestationPit,Les fosses d’infestation servent de véritables chambres d’incubation pour toutes sortes de bactéries virulentes, de virus pathogènes et de parasites neuraux. Les agents les plus infectieux sont ensuite sélectionnés puis utilisés par les infestateurs.=16467
Skin/Info/InfestationPitMecha,Les premiers signes de dysfonctionnement des réplicants sont apparus lorsque les fosses d’infestation ont cessé d’obéir aux ordres des techniciens de maintenance.=16468
Skin/Info/InfestationPitRCZ,Les parasites neuraux judicieusement répartis dans les fosses d’infestation permettent de s’assurer que tout spéléologue un peu trop audacieux et qui s’approcherait des conduits de lave occupés par Cerbère, fasse rapport de « problèmes techniques », avant de disparaître corps et âme.=16469
Skin/Info/Infestor,Comme l’indique leur nom, les infestateurs étendent la domination de l’Essaim partout où ils passent. Les organismes contaminés par leurs parasites neuraux se muent en combattants dociles dont le seul but est de servir aveuglément les Zergs.=16470
Skin/Info/InfestorMecha,Les chercheurs n’étaient pas parvenus à créer une IA parvenant à répliquer les parasites neuraux des infestateurs. Ils allaient retirer ces derniers de la production quand, contre toute attente, les parasites de l’IA se sont mis à fonctionner parfaitement…=16471
Skin/Info/InfestorPrimal,Cibles habituelles des membres les plus puissants et féroces de leur meute, les infestateurs primordiaux ont développé des plaques dorsales plus épaisses pour se protéger.=16472
Skin/Info/InfestorRCZ,Sur les recommandations d’un partenaire commercial important, Cerbère a doté l’infestateur, réputé fragile, d’une infrastructure en titane renforcé.=16473
Skin/Info/InfestorWebby,Les nombreux symbiotes, associés en super-organisme, de la matriarche Boru, assurent chacun un rôle bien spécifique. Ainsi, chez les infestateurs de la couvée léviathan, les organismes défensifs semblent avoir pris le pas sur les autres.=16474
Skin/Info/LairMecha,Quand la première couveuse du projet Réplicant a évolué en tanière, un audit interne a été lancé pour découvrir l’ingénieur à l’origine de la mutation… en vain.=16475
Skin/Info/Larva,Cet organisme vermiforme, inoffensif en apparence, dispose d’une cuirasse ultrarésistante et peut évoluer en un grand nombre de monstruosités.=16476
Skin/Info/LarvaMecha,Conscients de la prépondérance des stimuli visuels chez les Zergs, les ingénieurs du projet Réplicant ont créé des larves à l’apparence et au déplacement similaires. Cela n’explique toutefois pas pourquoi ils sont allés jusqu’à reproduire leurs bruits de succion.=16477
Skin/Info/LarvaRCZ,Cerbère a investi beaucoup d’efforts pour modéliser des stimuli uniques et souvent douloureux aux métamorphoses de larves de Zerg qui en résultent.=16478
Skin/Info/Liberator,À l’image des Valkyries du DTF, les croiseurs ont été conçus pour lutter contre les menaces aériennes. L’adjonction d’un arsenal air-sol leur permet toutefois de combattre également les troupes terrestres.=16479
Skin/Info/LiberatorCovertOps,Les récents progrès en matière de construction en NéoAcier ont donné naissance à des blindages toujours plus complexes et permis d’accélérer le processus de transformation du croiseur, aujourd’hui objet de toutes les jalousies au sein de la flotte du Dominion.=16480
Skin/Info/LiberatorJunker,Mira Han a gagné tous ses croiseurs au cours d’une incroyable partie de poker. Malheureusement, elle les a tous perdus face à un autre mercenaire à peine plus tard.=16481
Skin/Info/LiberatorSilver,Les croiseurs de Tyrador IX sont équipés d’une multitude de projecteurs pour faciliter les patrouilles de nuit dans les régions les plus sauvages de la planète.=16482
Skin/Info/LiberatorUmojan,Il n’aura fallu qu’une poignée d’années au Protectorat umojan pour sortir sa propre version du célèbre croiseur. C’est peu dire que l’équipe d’ingénieurs du Dominion terran aurait aimé avoir l’idée de ses propulseurs arrière repensés.=16483
Skin/Info/Lurker,On pensait les rôdeurs éteints jusqu’à ce que leur séquence génétique soit retrouvée au cœur d’une couvée de Zergs sauvages. Réintégrés à l’Essaim, ils surgissent du sol pour éliminer leurs adversaires.=16484
Skin/Info/LurkerDen,Bien que semblant essentiellement fait d’os, le terrier de rôdeurs est en réalité constitué de chair, recouverte d’un cuir épais et rainuré.=16485
Skin/Info/LurkerDenMecha,La fabrication d’aiguillons à nanopointe génère une grande quantité de chaleur que le terrier de rôdeurs réplicant régule à l’aide d’évents et d’ailerons de refroidissement.=16486
Skin/Info/LurkerDenRCZ,Anticipant le besoin d’avant-postes avancés et d’une première ligne de défense furtive, Cerbère produisit un grand nombre de terriers de rôdeurs afin de soutenir l’infestation de Tyrador IX.=16487
Skin/Info/LurkerMecha,Des tests souterrains poussés ont produit un rôdeur mécanisé compétent, exception faite de ses aiguillons, qui ont été remaniés pour mieux fonctionner lors de chocs violents.=16488
Skin/Info/LurkerPrimal,Certains hydralisks primordiaux ont développé des mutations leur octroyant un nombre croissant de caractéristiques des rôdeurs. À ce jour, ils leur ressemblent plus qu’aux hydralisks originaux.=16489
Skin/Info/LurkerRCZ,Un détachement de Protoss ihan-rii en mission à la surface de Tyrador IX a été massacré par des rôdeurs de Cerbère après avoir atterri en plein sur un de leurs terriers.=16490
Skin/Info/LurkerWebby,Les hydralisks et les rôdeurs de la couvée léviathan nourrissent une connexion naturelle sans pareille dans tout l’Essaim. C’est pourquoi leur métamorphose donne naissance à un nombre considérable d’aiguillons sismiques.=16491
Skin/Info/Marauder,Véritables chars humains, les maraudeurs ont été conçus par le Dominion pour venir à bout de la carapace renforcée des Zergs. Leurs grenades sont également efficaces contre toute une variété de cibles.=16492
Skin/Info/MarauderCovertOps,Lorsque les forces spéciales du Dominion demandèrent à leurs membres quelles améliorations ils aimeraient voir apportées au maraudeur, la réponse fut sans équivoque : de plus gros canons. Aussi, les ingénieurs se plièrent avec plaisir aux souhaits de la majorité.=16493
Skin/Info/MarauderDeluxe,On recherche des volontaires pour tester sur le terrain les récentes améliorations de l’armure lourde de combat CMC-660. Heureusement, l’armée ne manque pas de mauraudeurs que quelques crédits supplémentaires suffiront à convaincre. =16494
Skin/Info/MarauderJunker,Membres originaux de l’équipage de Mira Han, ces maraudeurs sont plus loyaux que la plupart des mercenaires… à moins que Mira Han dispose de dossiers compromettant sur chacun d’eux.=16495
Skin/Info/MarauderSilver,Le maraudeur de Tyrador pèse presque deux fois plus lourd que le modèle du Dominion. Les ingénieurs ont compensé sa densité élevée avec un circuit hydraulique amélioré.=16496
Skin/Info/MarauderUmojan,Des innovations spéciales apportées au blindage CMC de ces maraudeurs ont pu améliorer leurs possibilités de vision nocturne et ont permis de les équiper d’un châssis supérieur bien plus rigide afin de supporter le poids supplémentaire des lance-grenades.=16497
Skin/Info/Marine,Les marines constituent la première ligne de défense des mondes terrans dans tout le secteur. Prisonniers, rebelles et autres patriotes de tout poil, ils sont toujours prêts pour une bonne bagarre.=16498
Skin/Info/MarineCovertOps,Bien que le service des marines des forces spéciales du Dominion ne dure jamais très longtemps, tous s’accordent pour dire qu’ils n’ont pas le temps de s’ennuyer.=16499
