AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Skin/Info/ThorUmojan,Después de años de exploración incansable, el Protectorado umojano por fin ha encontrado su respuesta para el Thor del Dominio, y es tan impresionante como la cantidad de símbolos umojanos que lo decoran. /// After years of fervent exploration, the Umojan Protectorate has finally come up with its answer to the Dominion's Thor, and its impressiveness is only matched by the number of Umojan symbols it sports.=16693
Skin/Info/TwilightCouncil,El concilio crepuscular es el lugar de encuentro donde se reúnen los representantes del Daelaam y debaten por el bien de todos los protoss. /// The twilight council serves as a meeting place for representatives of the Daelaam to discuss the betterment of all protoss.=16694
Skin/Info/TwilightCouncilForged,La arquitectura del concilio crepuscular tal'darim, otra estructura khalai robada, es mucho más intimidante y sombría, a pesar de que las mejoras que otorga son idénticas. /// Another stolen Khalai structure, the Tal'darim twilight council's architecture is more intimidating and somber, though the upgrades it bestows are identical.=16695
Skin/Info/TwilightCouncilIhanrii,Los ancianos del concilio Ihan-rii tienen sentimientos encontrados sobre el regreso a su mundo natal, Arakyr, que les resulta familiar y perturbador al mismo tiempo. Mucho ha cambiado durante su larga ausencia, como la disminución de la calidad del aire y la extinción de varias especies queridas. Los dos problemas se pueden atribuir a la llegada de los terran.=16696
Skin/Info/Ultralisk,Los Ultraliscos son legendarios por su tamaño y fuerza. Sus caparazones blindados son casi impenetrables, y sus cuchillas gigantescas pueden aplastar y destripar a sus enemigos con facilidad. /// Ultralisks are legendary for their size and strength. Their armored carapaces are nearly impenetrable, and their gargantuan pincers can both crush and eviscerate their enemies with ease.=16697
Skin/Info/UltraliskCE,Como si los ultraliscos no fueran suficientemente poderosos y destructivos por naturaleza, cuando se les infunde la esencia de los zerg primigenios de Zerus se convierten en máquinas de matar imparables. /// Ultralisks are powerful and destructive enough as they are. When infused with the essence of Zerus's primal zerg, however, they become truly unstoppable killing machines.=16698
Skin/Info/UltraliskCavern,Esta caverna está repleta de depósitos biológicos peligrosos imbuidos con alta radiación. Las reacciones químicas que se dan en su interior se utilizan para construir el código genético necesario para el ultralisco. /// This cavern is filled with dangerous biological deposits infused with high radiation. The chemical reactions created within are used to build the genetic code required for the ultralisk.=16699
Skin/Info/UltraliskCavernMecha,La caverna de ultraliscos del Proyecto Réplica alberga sus entrañas radioactivas dentro del escudo térmico del motor de un crucero de batalla reconvertido. /// The Simulant Project ultralisk cavern houses its radioactive innards within a converted battlecruiser engine heatshield.=16700
Skin/Info/UltraliskCavernRCZ,Esta caverna de ultraliscos produce tres conjuntos de hojas de titanio brillantes por hora, un producto intimidante que apenas resulta menos imponente por el hecho de que, como dijo una vez un vicepresidente de Cerberus, las luces sobre la boca parecen dos ojitos inocentes.=16701
Skin/Info/UltraliskMecha,Al principio del proyecto, el equipo acordó que jamás construiría una réplica del ultralisco. Cuando el caos se apoderó del laboratorio, quedó más que claro que el acuerdo había perdido toda validez... /// Early in the project, it was agreed that the team would never construct a replica of the ultralisk. When chaos later overtook the lab, it became clear that the agreement had been broken...=16702
Skin/Info/UltraliskPrimal,Los Ultraliscos primigenios exhiben una gran variedad de apariencias. Algunos se asemejan a los Ultraliscos del Enjambre y otros han adaptado sus atributos a la vida de Zerus. /// Primal ultralisks exhibit a high level of variety in their appearance, with some closely resembling the Swarm ultralisks, and others adapting different features better suited to life on Zerus.=16703
Skin/Info/UltraliskRCZ,Los equipos de ventas de Cerberus siempre se aseguran de mostrarles a los potenciales clientes el Ultralisco a control remoto. Su cuchilla de titanio con tratamiento térmico es una maravilla digna de contemplar.=16704
Skin/Info/UltraliskRemastered,Los primeros Ultraliscos eran más delgados y más ágiles que sus contrapartes modernas, y tenían franjas de músculos y tendones resistentes en lugar de su pesada armadura.=16705
Skin/Info/UltraliskWebby,Quedan pocas criaturas capaces de igualar el poderío de los ultraliscos. Los que se originan en la colonia Leviatán son aterradores seres repletos de espinas y cuchillas. Monstruosidades dignas de leyendas. /// Few other living creatures can match the sheer might of the ultralisks. Those birthed by the Leviathan Brood are terrifying visages of spines and blades--monsters worthy of legend.=16706
Skin/Info/Viking,Desarrollado para fortalecer las fuerzas antiaéreas del Dominio terran, el Vikingo es un clásico moderno gracias a sus dos modos de combate versátiles. /// Developed to bolster the Terran Dominion's anti-air forces, the Viking is a modern classic thanks to its two versatile combat modes.=16707
Skin/Info/VikingCovertOps,Los investigadores del Dominio agregaron un conjunto nuevo de motores dobles para complementar el diseño existente del vikingo, y también aumentaron su poder de fuego en ambos modos. /// Dominion researchers have added a new set of twin engines to complement the existing design of the viking, while increasing its firepower in both modes.=16708
Skin/Info/VikingJunker,Los mecánicos de Mira han incorporado varias mejoras especiales a sus Vikingos, como motores gemelos gigantes que emiten un rugido muy intimidatorio cuando aceleran al máximo. /// Mira's mechanics have given their Vikings a number of special additions, including massive twin engines that produce an impressively intimidating roar when fully revved.=16709
Skin/Info/VikingMecha,Bajo las órdenes del emperador Valerian, Industrias Castillo ha desarrollado un avance en la tecnología de los Vikingos. Su prototipo cuenta con una construcción más elegante y eficiente. /// Under Emperor Valerian's orders, Castillo Industries has developed a breakthrough in Viking technology. Their prototype features a sleeker and more efficient construction.=16710
Skin/Info/VikingSilver,Por la noche, es posible ver los magníficos propulsores azules de este Vikingo a varias millas de distancia, y los turistas se quedan tranquilos pues saben que los Caballeros de Tyrador los están protegiendo.=16711
Skin/Info/VikingUmojan,Tras negociaciones prolongadas, Industrias Castillo ha aceptado construir un nuevo modelo del Vikingo con corazas resistentes de forma exclusiva para el Protectorado umojano. /// After a protracted negotiation, Castillo Industries has agreed to manufacture a new, heavily plated Viking model exclusively for the Umojan Protectorate.=16712
Skin/Info/Viper,El mismo Abathur incorporó las secuencias de las víboras en el Enjambre. Aunque originalmente formaban parte de los zerg primigenios, ahora sirven como herramienta para manipular el campo de batalla al antojo de su amo. /// Originally a part of the primal zerg, the vipers' sequences were incorporated into the Swarm by Abathur himself. Now, they serve as a tool to manipulate the battlefield to their master's liking.=16713
Skin/Info/ViperMecha,A medida que el Proyecto Réplica llegaba a su fin, los directores comenzaron a preocuparse cada vez más por lo que habían creado... y a qué precio. Los titulares del proyecto dejaron de responder preguntas a partir de entonces. /// As the Simulant Project neared its completion, the directors became increasingly concerned about what they had created—and at what cost. The project owners stopped answering questions around this point.=16714
Skin/Info/ViperPrimal,Los especímenes de la víbora original poseen varias defensas feroces únicas, por lo que no resulta extraño que llamaran la atención de Abathur como ejemplares ideales para evolucionar. /// The original viper specimens possess a number of uniquely vicious defenses, making it no surprise that they came to Abathur's attention as prime candidates for further evolution.=16715
Skin/Info/ViperRCZ,Las Víboras con implantes craneanos en forma de martillo demuestran aumentos dramáticos en términos de precisión de probóscide prensil.=16716
