AUTHENTICATION_BETA_REGION,内测或公测 /// Beta=0
Effect/Name/LiberatorMissileDamage,Dreadnought Missile Damage=21248
Effect/Name/LiberatorMissileDummy,Dreadnought Missile Dummy=21249
Effect/Name/LiberatorMissileLM,Dreadnought Missile LM=21250
Effect/Name/LiberatorMissileLaunchersPersistent,Dreadnought Missile Launchers Persistent=21251
Effect/Name/LiberatorTargetAAMorphOrder,Dreadnought Target AA Morph Order=21252
Effect/Name/LiberatorTargetAAMorphOrderSet,Dreadnought Target AA Morph Order Set=21253
Effect/Name/LiberatorTargetAAMorphRB,Dreadnought Target AA Morph RB=21254
Effect/Name/LiberatorTargetMorphAB,Dreadnought Target Morph AB=21255
Effect/Name/LiberatorTargetMorphAGOrder,Dreadnought Target Morph AG Order=21256
Effect/Name/LiberatorTargetMorphDelayPersistent,Dreadnought Target Morph Delay Persistent=21257
Effect/Name/LiberatorTargetMorphOrderInitialSet,Dreadnought Target Morph Order Initial Set=21258
Effect/Name/LiberatorTargetMorphPersistent,Dreadnought Target Morph Persistent=21259
Effect/Name/LiberatorTargetMorphSearchAB,Liberator Target Morph Search AB=21260
Effect/Name/LiberatorTargetMorphSearchArea,Dreadnought Target Morph Search Area=21261
Effect/Name/LiberatorTurretFace,Liberator Turret Face=21262
Effect/Name/LightningBombAB,Lightning Bomb AB=21263
Effect/Name/LightningBombDamage,Lightning Bomb Damage=21264
Effect/Name/LightningBombLM,Lightning Bomb LM=21265
Effect/Name/LightofAiur,Light of Aiur=21266
Effect/Name/LockOnAB,Lock On AB=21267
Effect/Name/LockOnAirCP,Lock On Air =21268
Effect/Name/LockOnAirFireSet,Lock On Air Fire Set=21269
Effect/Name/LockOnAirInitialSet,Lock On Air Initial Set=21270
Effect/Name/LockOnAirTurretStart,Lock On Air Turret Start=21271
Effect/Name/LockOnCP,Lock On CP=21272
Effect/Name/LockOnClearSet,Lock On Clear Set=21273
Effect/Name/LockOnDisableAttackAB,Lock On Disable Attack AB=21274
Effect/Name/LockOnDisableAttackRB,Lock On Disable Attack RB=21275
Effect/Name/LockOnEndDisableAttack,Lock On End Disable Attack=21276
Effect/Name/LockOnFireSet,Lock On Fire Set=21277
Effect/Name/LockOnGroundAirSet,Lock On Ground Air Set=21278
Effect/Name/LockOnInitialAB,Lock On Initial AB=21279
Effect/Name/LockOnInitialSet,Lock On Initial Set=21280
Effect/Name/LockOnRB,Lock On RB=21281
Effect/Name/LockOnResetCooldown,Lock On Reset Cooldown=21282
Effect/Name/LockOnResetCooldownInitial,Lock On Reset Cooldown Initial=21283
Effect/Name/LockOnTurretClear,Lock On Turret Clear=21284
Effect/Name/LockOnTurretStart,Lock On Turret Start=21285
Effect/Name/LocustMPFlyingPrecursorAB,Locust MP Flying Precursor AB=21286
Effect/Name/LocustMPFlyingSwoopCreatePrecursor,Locust MP Flying Swoop Create Precursor=21287
Effect/Name/LocustMPFlyingSwoopIssueMorph,Locust MP Flying Swoop Issue Morph=21288
Effect/Name/LocustMPFlyingSwoopLM,Locust MP Flying Swoop LM=21289
Effect/Name/LocustMPFlyingSwoopPrecursorSet,Locust MP Flying Swoop Precursor Set=21290
Effect/Name/LocustMPIssueMorph,Locust MP Issue Morph=21291
Effect/Name/LurkerHoldFire,Lurker Hold Fire=21292
Effect/Name/LurkerHoldFireB,Lurker Hold Fire B=21293
Effect/Name/LurkerHoldFireSet,Lurker Hold Fire Set=21294
Effect/Name/LurkerRemoveHoldFire,Lurker Remove Hold Fire=21295
Effect/Name/MoopyStickDamage,Moopy Stick Damage=21296
Effect/Name/MothershipCoreApplyPurifyAB,Mothership Core - Apply Purify (AB)=21297
Effect/Name/MothershipCoreMassRecallDeathRemove,Mothership Core Mass Recall (Death Remove)=21298
Effect/Name/MothershipCoreMassRecallDeathSearch,Mothership Core Mass Recall (Death Search)=21299
Effect/Name/MothershipCorePurifyNexusIssueOrder,Mothership Core - Purify Nexus (Issue Order)=21300
Effect/Name/MothershipMassRecallApplyBehavior,Mothership Mass Recall Apply Behavior=21301
Effect/Name/MothershipMassRecallDeathRemove,Mothership Mass Recall (Death Remove)=21302
Effect/Name/MothershipMassRecallDeathSearch,Mothership Mass Recall (Death Search)=21303
Effect/Name/MothershipMassRecallPostBehavior,Mothership Mass Recall Post Behavior=21304
Effect/Name/MothershipMassRecallPrepare,Mothership - Mass Recall (Prepare)=21305
Effect/Name/MothershipMassRecallSearch,Mothership Mass Recall Search=21306
Effect/Name/MothershipMassRecallSet,Mothership Mass Recall Set=21307
Effect/Name/MothershipMassRecallTeleport,Mothership Mass Recall Teleport=21308
Effect/Name/NeuralParasiteExpireSet,Neural Parasite Expire Set=21309
Effect/Name/NeuralParasiteLockOnRemove,Neural Parasite Lock On Remove=21310
Effect/Name/NeutronFlare,中子照明弹=21311
Effect/Name/NexusChronoBoostIssueOrder,Nexus Chrono Boost Issue Order=21312
Effect/Name/NydusDetect,坑道虫侦测=21313
Effect/Name/OraclePhaseShiftAB,Oracle Phase Shift AB=21314
Effect/Name/OracleRevelationDummyDamage,OracleRevelationDummyDamage=21315
Effect/Name/OracleShotDamage,Oracle Shot Damage=21316
Effect/Name/OracleShotLaunchMissile,Oracle Shot Launch Missile=21317
Effect/Name/OracleStasisTrapAB,Oracle Stasis Ward =21318
Effect/Name/OracleStasisTrapActivate,Oracle Stasis Ward Activate Search=21319
Effect/Name/OracleStasisTrapActivateAB,Oracle Stasis Ward Activate AB=21320
Effect/Name/OracleStasisTrapActivateSet,Oracle Stasis Ward Activate Set=21321
Effect/Name/OracleStasisTrapBuildBeamOff,Oracle Stasis Ward Build Beam Off=21322
Effect/Name/OracleStasisTrapBuildBeamOn,Oracle Stasis Ward Build Beam On=21323
Effect/Name/OracleStasisTrapCU,Oracle Stasis Ward CU=21324
Effect/Name/OracleStasisTrapHaltIssueOrder,=21325
Effect/Name/OracleStasisTrapReveal,Oracle Stasis Ward Reveal=21326
Effect/Name/OracleStasisTrapSearchSet,=21327
Effect/Name/OracleStasisTrapStopIssueOrder,=21328
Effect/Name/OracleWeaponCreatePersistent,Oracle Weapon Create Persistent=21329
Effect/Name/OracleWeaponDamage,Oracle Weapon Damage=21330
Effect/Name/OverchargeApply,Overcharge (Apply)=21331
Effect/Name/OverchargeApplyDamage,Overcharge (Apply Damage)=21332
Effect/Name/OverchargeApplyPush,Overcharge (Apply Push)=21333
Effect/Name/OverchargeApplySpeed,Overcharge (Apply Speed)=21334
Effect/Name/OverchargeDamage,Overcharge (Damage)=21335
Effect/Name/OverchargeForce,Overcharge (Force)=21336
Effect/Name/OverchargePushSearch,Overcharge (Push Search)=21337
Effect/Name/OverchargeSearch,Overcharge (Search)=21338
Effect/Name/OverchargeSearchSet,Overcharge (Search Set)=21339
Effect/Name/OverchargeSet,Overcharge (Set)=21340
Effect/Name/ParasiticBombDotDamage,Parasitic Bomb=21341
Effect/Name/ParasiticBombInitialSet,Parasitic Bomb=21342
Effect/Name/ParasiticBombLM,Parasitic Bomb=21343
Effect/Name/ParasiticBombSearchEffect,Parasitic Bomb=21344
Effect/Name/PenetratingShotApplyBehavior,Penetrating Shot Apply Behavior=21345
Effect/Name/PenetratingShotCreatePersistent,Penetrating Shot Create Persistent=21346
Effect/Name/PenetratingShotDamage,Penetrating Shot Damage=21347
Effect/Name/PenetratingShotDamageSet,Penetrating Shot Damage Set=21348
Effect/Name/PenetratingShotSearch,Penetrating Shot Search=21349
Effect/Name/PhaseDestroyGravitonBeamPersistant,Phase Destroy Graviton Beam Persistant=21350
Effect/Name/PhaseFungalGrowthRemove,Phase Fungal Growth Remove=21351
Effect/Name/PhaseFungalMovementRemove,Phase Fungal Movement Remove=21352
Effect/Name/PhaseMothershipRecalledRemove,Phase Mothership Recalled Remove=21353
Effect/Name/PhaseMothershipRecallingRemove,Phase Mothership Recalling Remove=21354
Effect/Name/PhaseNeuralParasiteRemove,Phase Neural Parasite Remove=21355
Effect/Name/PurificationNovaApply,Purification Nova=21356
Effect/Name/PurificationNovaApplySpeed,Purification Nova=21357
Effect/Name/PurificationNovaCooldownVisualAB,Purification Nova Cooldown Visual AB=21358
Effect/Name/PurificationNovaDamage,Purification Nova=21359
Effect/Name/PurificationNovaMorph,Purification Nova Morph=21360
Effect/Name/PurificationNovaMorphBack,Purification Nova Morph Back=21361
Effect/Name/PurificationNovaNotificationDamage,Purification Nova=21362
Effect/Name/PurificationNovaNotificationSearch,Purification Nova=21363
Effect/Name/PurificationNovaSearch,Purification Nova=21364
Effect/Name/PurificationNovaSearchSet,Purification Nova Search Set=21365
Effect/Name/PurificationNovaSet,Purification Nova=21366
Effect/Name/PurificationNovaTargettedCU,Purification Nova Targetted =21367
Effect/Name/PurificationNovaTargettedCasterAB,Purification Nova Targetted Caster AB=21368
Effect/Name/PurificationNovaTargettedInitialSet,Purification Nova Targetted Initial Set=21369
Effect/Name/PurificationNovaTargettedIssueOrder,Purification Nova Targetted Issue Order=21370
Effect/Name/PurificationNovaTargettedSearch,Purification Nova Targetted Search=21371
Effect/Name/PurificationNovaTargettedSearchSet,Purification Nova Targetted Search Set=21372
Effect/Name/PurificationNovaTargettedSpawnAB,Purification Nova Targetted Spawn AB=21373
Effect/Name/PurificationNovaTargettedSpawnSet,Purification Nova Targetted Spawn Set=21374
Effect/Name/PylonSpecialPower,Pylon Special Power=21375
Effect/Name/PylonSpecialPowerAB,Pylon Special Power AB=21376
Effect/Name/PylonSpecialPowerPersistent,Pylon Special Power Persistent=21377
Effect/Name/QueenMPEnsnareApply,Queen MPEnsnare Apply=21378
Effect/Name/QueenMPEnsnareDamageDummy,Queen MPEnsnare Damage Dummy=21379
Effect/Name/QueenMPEnsnareLaunchMissile,Queen MPEnsnare Launch Missile=21380
Effect/Name/QueenMPEnsnareSearch,Queen MPEnsnare Search=21381
Effect/Name/QueenMPEnsnareSet,Queen MPEnsnare Set=21382
Effect/Name/QueenMPSpawnBroodlingsCreate,Queen MPSpawn Broodlings Create=21383
Effect/Name/QueenMPSpawnBroodlingsDamage,Queen MPSpawn Broodlings Damage=21384
Effect/Name/QueenMPSpawnBroodlingsLaunch,Queen MPSpawn Broodlings Launch=21385
Effect/Name/QueenMPSpawnBroodlingsSet,Queen MPSpawn Broodlings Set=21386
Effect/Name/RavagerCorrosiveBileCP,Ravager Corrosive Bile CP=21387
Effect/Name/RavagerCorrosiveBileCursorDummy,Ravager Corrosive Bile Cursor Dummy=21388
Effect/Name/RavagerCorrosiveBileDamage,Ravager Corrosive Bile Damage=21389
Effect/Name/RavagerCorrosiveBileForceFieldKill,Ravager Corrosive Bile Force Field Kill=21390
Effect/Name/RavagerCorrosiveBileLaunchDown,Ravager Corrosive Bile Launch Down=21391
Effect/Name/RavagerCorrosiveBileLaunchSet,Ravager Corrosive Bile Launch Set=21392
Effect/Name/RavagerCorrosiveBileLaunchUp,Ravager Corrosive Bile Launch Up=21393
Effect/Name/RavagerCorrosiveBileSearch,Ravager Corrosive Bile Search=21394
Effect/Name/RavagerCorrosiveBileSet,Ravager Corrosive Bile Set=21395
Effect/Name/RavagerCorrosiveBileWarningDummyDamage,Ravager Corrosive Bile Warning Dummy Damage=21396
Effect/Name/RavagerCorrosiveBileWarningDummySearch,Ravager Corrosive Bile Warning Dummy Search=21397
Effect/Name/RavagerWeaponDamage,Ravager Weapon Damage=21398
Effect/Name/RavagerWeaponLM,Ravager Weapon LM=21399
Effect/Name/ReaperKD8ChargeFateAB,=21400
Effect/Name/ReaperKD8Knockback,Reaper KD8 Knockback=21401
Effect/Name/ReaperKD8KnockbackAB,Reaper KD8 Knockback AB=21402
Effect/Name/ReaperKD8KnockbackCreatePHSet,Reaper KD8 Knockback Create PH Set=21403
Effect/Name/ReaperKD8KnockbackImpactCP,Reaper KD8 Knockback Impact CP=21404
Effect/Name/ReaperKD8KnockbackPHLM,Reaper KD8 Knockback PH LM=21405
Effect/Name/ReaperKD8KnockbackRB,Reaper KD8 Knockback RB=21406
Effect/Name/ReleaseInterceptors,Release Interceptors=21407
Effect/Name/ReleaseInterceptorsApplyTimedLife,Release Interceptors Apply Timed Life=21408
Effect/Name/ReleaseInterceptorsApplyTimedLifeWarning,Release Interceptors Apply Timed Life Warning=21409
Effect/Name/ReleaseInterceptorsApplyWander,Release Interceptors Apply Wander=21410
Effect/Name/ReleaseInterceptorsApplyWanderDelay,Release Interceptors Apply Wander Delay=21411
Effect/Name/ReleaseInterceptorsBeaconAB,Release Interceptors Beacon AB=21412
Effect/Name/ReleaseInterceptorsBeaconCU,Release Interceptors Beacon CU=21413
Effect/Name/ReleaseInterceptorsBeaconRB,Release Interceptors Beacon RB=21414
Effect/Name/ReleaseInterceptorsCooldownAB,Release Interceptors Cooldown AB=21415
Effect/Name/ReleaseInterceptorsInitialCP,Release Interceptors Initial CP=21416
Effect/Name/ReleaseInterceptorsIterateMagazine,Release Interceptors Iterate Magazine=21417
Effect/Name/ReleaseInterceptorsLaunch,Release Interceptors Launch=21418
Effect/Name/ReleaseInterceptorsLeashOrder,Release Interceptors Leash Order=21419
Effect/Name/ReleaseInterceptorsLeashSet,Release Interceptors Leash Set=21420
Effect/Name/ReleaseInterceptorsMoveOrder,Release Interceptors Move Order=21421
Effect/Name/ReleaseInterceptorsPatrolCP,Release Interceptors Patrol CP=21422
Effect/Name/ReleaseInterceptorsPatrolIssueOrder,Release Interceptors Patrol Issue Order=21423
Effect/Name/ReleaseInterceptorsPatrolLeftTurnCP,Release Interceptors Patrol Left Turn CP=21424
Effect/Name/ReleaseInterceptorsPatrolRandomizerCP,Release Interceptors Patrol Randomizer CP=21425
Effect/Name/ReleaseInterceptorsPatrolRightTurnCP,Release Interceptors Patrol Right Turn CP=21426
Effect/Name/ReleaseInterceptorsReleaseSet,Release Interceptors Release Set=21427
Effect/Name/ReleaseInterceptorsRemoveBeacon,Release Interceptors Remove Beacon=21428
Effect/Name/ReleaseInterceptorsSet,Release Interceptors Set=21429
Effect/Name/RevelationDestroy,Revelation (Destroy)=21430
Effect/Name/RevelationPersistent,Revelation (Persistent)=21431
Effect/Name/RevelationSet,Revelation (Set)=21432
Effect/Name/RipFieldApplyBehavior,Rip Field (Apply Behavior)=21433
Effect/Name/RipFieldCreatePersistent,Rip Field (Create Persistent)=21434
Effect/Name/RipFieldDamage,Rip Field (Damage)=21435
Effect/Name/RipFieldInitialDamage,Rip Field (Initial Damage)=21436
Effect/Name/RipFieldRemoveBehavior,Rip Field (Remove Behavior)=21437
Effect/Name/RipFieldSet,Rip Field (Set)=21438
Effect/Name/ScourgeMPWeaponDamage,Scourge MP Weapon Damage=21439
Effect/Name/ScourgeMPWeaponSet,Scourge MP Weapon Set=21440
Effect/Name/ScoutMPAir,Scout MPAir=21441
Effect/Name/ScoutMPAirLMLeft,Scout MPAir LMLeft=21442
Effect/Name/ScoutMPAirLMRight,Scout MPAir LMRight=21443
Effect/Name/ScoutMPAirU,Scout MPAir =21444
Effect/Name/ScoutMPGround,Scout MPGround=21445
Effect/Name/SeekerMissileApplyBehavior,Seeker Missile (Apply Behavior)=21446
Effect/Name/SeekerMissileLaunchCP,Seeker Missile Launch =21447
Effect/Name/SeekerMissileLaunchSet,Seeker Missile Launch Set=21448
Effect/Name/SeekerMissileRemoveBehavior,猎杀飞弹=21449
Effect/Name/SeekerMissileSuicide,Seeker Missile Suicide=21450
Effect/Name/SeekerMissileSuicideSet,Seeker Missile Suicide Set=21451
Effect/Name/SelfRepairApplyBehavior,Self Repair Apply Behavior=21452
Effect/Name/SelfRepairEndApplyBehavior,Self Repair End Apply Behavior=21453
Effect/Name/SlaynElementalDamage,Slayn Elemental Damage=21454
Effect/Name/SlaynElementalGrabImpactAirCU,Slayn Elemental Grab Impact Air CU=21455
Effect/Name/SlaynElementalGrabImpactCP,Slayn Elemental Grab Impact CP=21456
Effect/Name/SlaynElementalGrabImpactGroundCU,Slayn Elemental Grab Impact Ground CU=21457
Effect/Name/SlaynElementalGrabImpactSwitch,Slayn Elemental Grab Impact Switch=21458
Effect/Name/SlaynElementalGrabLM,Slayn Elemental Grab LM=21459
Effect/Name/SlaynElementalGrabStunAB,Slayn Elemental Grab Stun AB=21460
Effect/Name/SlaynElementalGrabStunDrainDamage,Slayn Elemental Grab Stun Drain Damage=21461
Effect/Name/SlaynElementalGrabStunDrainHeal,Slayn Elemental Grab Stun Drain Heal=21462
Effect/Name/SlaynElementalGrabStunSet,Slayn Elemental Grab Stun Set=21463
Effect/Name/SlaynElementalKillGrabUnit,Slayn Elemental Kill Grab Unit=21464
Effect/Name/SlaynElementalLM,Slayn Elemental LM=21465
Effect/Name/TempestDamageGround,Tempest Damage (Ground)=21466
Effect/Name/TempestLaunchMissileGround,Tempest Launch Missile (Ground)=21467
Effect/Name/TemporalFieldApplyBehavior,Temporal Field (Apply Behavior)=21468
Effect/Name/TemporalFieldCreatePersistent,Temporal Field (Create Persistent)=21469
Effect/Name/TemporalFieldDamageDummy,Temporal Field Damage Dummy=21470
Effect/Name/TemporalFieldDecelerationApply,Temporal Field (Deceleration Apply)=21471
Effect/Name/TemporalFieldInitialPersistent,Temporal Field (Initial Persistent)=21472
Effect/Name/TemporalFieldSearchArea,Temporal Field (Search Area)=21473
Effect/Name/TemporalFieldSearchAreaImpactDummy,Temporal Field Search Area Impact Dummy=21474
Effect/Name/ThermalLancesAir,Thermal Lances (Air)=21475
Effect/Name/ThermalLancesDamageDelayAir,Thermal Lances (Air)=21476
Effect/Name/ThermalLancesEAir,Thermal Lances (Air)=21477
Effect/Name/ThermalLancesEReverseAir,Thermal Lances (Air)=21478
Effect/Name/ThermalLancesForwardAir,Thermal Lances (Air)=21479
Effect/Name/ThermalLancesFriendlyCPAir,Thermal Lances Freindly CP (Air)=21480
Effect/Name/ThermalLancesMUAir,Thermal Lances (Air)=21481
Effect/Name/ThermalLancesReverseAir,Thermal Lances (Air)=21482
Effect/Name/ThorSelfRepairSet,Thor - Self Repair Set=21483
Effect/Name/TimeStopFinalPersistent,Time Stop Final Persistent=21484
Effect/Name/TimeStopInitialPersistent,Time Stop Initial Persistent=21485
Effect/Name/TimeStopSearch01,Time Stop Search01=21486
Effect/Name/TimeStopSearch02,Time Stop Search02=21487
Effect/Name/TimeStopSearch03,Time Stop Search03=21488
Effect/Name/TimeStopSearch04,Time Stop Search04=21489
Effect/Name/TimeStopSearch05,Time Stop Search05=21490
Effect/Name/TimeStopSearch06,Time Stop Search06=21491
Effect/Name/TimeStopSearch07,Time Stop Search07=21492
Effect/Name/TimeStopSearch08,Time Stop Search08=21493
Effect/Name/TimeStopSearch09,Time Stop Search09=21494
Effect/Name/TimeStopSearch10,Time Stop Search10=21495
Effect/Name/TimeStopSearch11,Time Stop Search11=21496
Effect/Name/TimeStopSearch12,Time Stop Search12=21497
Effect/Name/TimeStopSearch13,Time Stop Search13=21498
Effect/Name/TimeStopSearch14,Time Stop Search14=21499
Effect/Name/TimeStopSearch15,Time Stop Search15=21500
Effect/Name/TimeStopSearch16,Time Stop Search16=21501
Effect/Name/TimeStopSearchingPersistent,Time Stop Searching Persistent=21502
Effect/Name/TimeStopStun,Time Stop Stun=21503
Effect/Name/VoidMPImmortalReviveApplyBehavior,Void MPImmortal Revive Apply Behavior=21504
Effect/Name/VoidMPImmortalReviveDeadIssueOrder,Void MPImmortal Revive Dead Issue Order=21505
Effect/Name/VoidMPImmortalReviveDeadSet,Void MPImmortal Revive Dead Set=21506
