Actor/Name/ActorLightOmni,Actor Point Light=0
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanksCompleteOnly,CountUpgrade(TechnologyMainBattleTanks,CompleteOnly) && ()=40707
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanksCompleteOnlyCountUpgradeTechnologyMainBattleTanks4CompleteOnlyCountUpgradeTechnologyAdvancedAntitankGuns2CompleteOnly,CountUpgrade(TechnologyMainBattleTanks,CompleteOnly) && CountUpgrade(TechnologyMainBattleTanks4,CompleteOnly) && CountUpgrade(TechnologyAdvancedAntitankGuns2,CompleteOnly)=40708
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanksCompleteOnlyNotCountUpgradeZombieUpgrade32InProgressOnly,CountUpgrade(TechnologyMainBattleTanks,CompleteOnly) && !CountUpgrade(ZombieUpgrade32,InProgressOnly)=40709
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanksCompleteOnlyNotCountUpgradeZombieUpgrade33InProgressOnly,CountUpgrade(TechnologyMainBattleTanks,CompleteOnly) && !CountUpgrade(ZombieUpgrade33,InProgressOnly)=40710
RequirementNode/Name/AndCountUpgradeTechnologyMainBattleTanksCompleteOnlyNotCountUpgradeZombieUpgrade3InProgressOnly,CountUpgrade(TechnologyMainBattleTanks,CompleteOnly) && !CountUpgrade(ZombieUpgrade3,InProgressOnly)=40711
RequirementNode/Name/AndCountUpgradeTechnologyMediumTanksCompleteOnly,CountUpgrade(TechnologyMediumTanks,CompleteOnly) && ()=40712
RequirementNode/Name/AndCountUpgradeTechnologyRadarCompleteOnlyCountUpgradeTechnologyCombatAircraft2CompleteOnly,CountUpgrade(TechnologyRadar,CompleteOnly) && CountUpgrade(TechnologyCombatAircraft2,CompleteOnly)=40713
RequirementNode/Name/AndCountUpgradeUnknownUpgrade14CompleteOnlyAndOrCountUpgradeunlockupgrade123CompleteOnlyOrCountUpgradeZombieUpgrade2222553CompleteOnly,CountUpgrade(UnknownUpgrade14,CompleteOnly) && ((CountUpgrade(unlockupgrade123,CompleteOnly) || ()) && (CountUpgrade(ZombieUpgrade2222553,CompleteOnly) || ()))=40714
RequirementNode/Name/AndCountUpgradeUnknownUpgrade8CompleteOnlyNotCountUpgradeUnknownUpgrade12InProgressOnly,CountUpgrade(UnknownUpgrade8,CompleteOnly) && !CountUpgrade(UnknownUpgrade12,InProgressOnly)=40715
RequirementNode/Name/AndCountUpgradeUnknownUpgrade8CompleteOnlyNotCountUpgradeZombieUpgrade3222InProgressOnly,CountUpgrade(UnknownUpgrade8,CompleteOnly) && !CountUpgrade(ZombieUpgrade3222,InProgressOnly)=40716
RequirementNode/Name/AndCountUpgradeWarpGateResearchCompleteOnly3556108412GTE1893706628CountUnitUniversity4CompleteOnly12LTE2640933098SumCountUnitColonistBiodome2QueuedOrBetterCountUnitJoriumStockpileQueuedOrBetterCountUn3367701183,CountUpgrade(WarpGateResearch,CompleteOnly){needs automation} && CountUnit(University4,CompleteOnly) >= {has at least 12 key universities}12 && (CountUnit(ColonistBiodome2,QueuedOrBetter) + CountUnit(JoriumStockpile,QueuedOrBetter) + CountUnit(ColonistBiodomeHalfBuilt2,QueuedOrBetter) + CountUnit(PylonContainmentUnit,QueuedOrBetter) + CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {The total number of advanced capacity buildings must not exceed 16}15 && CountUnit(CityTier52,QueuedOrBetter) <= {Once a mineral refinery is built, it will not be possible to build a science and technology park}0 && (CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {Once a mineral refinery is built, it will not be possible to build additional provincial technology enterprises High-tech testing ground}0=40717
RequirementNode/Name/AndCountUpgradeZombieUpgrade22222CompleteOnlyCountUpgradeunlockupgrade1232CompleteOnly,CountUpgrade(ZombieUpgrade22222,CompleteOnly) && CountUpgrade(unlockupgrade1232,CompleteOnly)=40718
RequirementNode/Name/AndCountUpgradeZombieUpgrade22222QueuedOrBetter,CountUpgrade(ZombieUpgrade22222,QueuedOrBetter) && ()=40719
RequirementNode/Name/AndCountUpgradeZombieUpgrade22223CompleteOnly,CountUpgrade(ZombieUpgrade22223,CompleteOnly) && ()=40720
RequirementNode/Name/AndCountUpgradeZombieUpgrade22223QueuedOrBetter,CountUpgrade(ZombieUpgrade22223,QueuedOrBetter) && ()=40721
RequirementNode/Name/AndCountUpgradeZombieUpgrade22224CompleteOnly,CountUpgrade(ZombieUpgrade22224,CompleteOnly) && ()=40722
RequirementNode/Name/AndCountUpgradeZombieUpgrade22224QueuedOrBetter,CountUpgrade(ZombieUpgrade22224,QueuedOrBetter) && ()=40723
RequirementNode/Name/AndCountUpgradeZombieUpgrade2222552QueuedOrBetter,CountUpgrade(ZombieUpgrade2222552,QueuedOrBetter) && ()=40724
RequirementNode/Name/AndCountUpgradeZombieUpgrade2222553QueuedOrBetter,CountUpgrade(ZombieUpgrade2222553,QueuedOrBetter) && ()=40725
RequirementNode/Name/AndCountUpgradeZombieUpgrade2222554QueuedOrBetter,CountUpgrade(ZombieUpgrade2222554,QueuedOrBetter) && ()=40726
RequirementNode/Name/AndCountUpgradeZombieUpgrade222255CompleteOnly,CountUpgrade(ZombieUpgrade222255,CompleteOnly) && ()=40727
RequirementNode/Name/AndCountUpgradeZombieUpgrade222255QueuedOrBetter,CountUpgrade(ZombieUpgrade222255,QueuedOrBetter) && ()=40728
RequirementNode/Name/AndCountUpgradeZombieUpgrade2222QueuedOrBetter,CountUpgrade(ZombieUpgrade2222,QueuedOrBetter) && ()=40729
RequirementNode/Name/AndCountUpgradeunlockupgrade12222QueuedOrBetter,CountUpgrade(unlockupgrade12222,QueuedOrBetter) && ()=40730
RequirementNode/Name/AndCountUpgradeunlockupgrade1222QueuedOrBetter,CountUpgrade(unlockupgrade1222,QueuedOrBetter) && ()=40731
RequirementNode/Name/AndCountUpgradeunlockupgrade122QueuedOrBetter,CountUpgrade(unlockupgrade122,QueuedOrBetter) && ()=40732
RequirementNode/Name/AndCountUpgradeunlockupgrade1232QueuedOrBetter,CountUpgrade(unlockupgrade1232,QueuedOrBetter) && ()=40733
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade17222InProgressOnlyOrCountUpgradeZombieUpgrade2222CompleteOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade17222,InProgressOnly) && (CountUpgrade(ZombieUpgrade2222,CompleteOnly) || ())=40734
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade1722InProgressOnlyOrCountUpgradeZombieUpgrade22222CompleteOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade1722,InProgressOnly) && (CountUpgrade(ZombieUpgrade22222,CompleteOnly) || ())=40735
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade1723InProgressOnlyOrCountUpgradeZombieUpgrade22222CompleteOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade1723,InProgressOnly) && (CountUpgrade(ZombieUpgrade22222,CompleteOnly) || ())=40736
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade172InProgressOnlyOrCountUpgradeZombieUpgrade22223CompleteOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade172,InProgressOnly) && (CountUpgrade(ZombieUpgrade22223,CompleteOnly) || ())=40737
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade17InProgressOnlyOrCountUpgradeZombieUpgrade2222CompleteOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade17,InProgressOnly) && (CountUpgrade(ZombieUpgrade2222,CompleteOnly) || ())=40738
RequirementNode/Name/AndCountUpgradeunlockupgrade1233CompleteOnlyNotCountUpgradeUnknownUpgrade18InProgressOnly,CountUpgrade(unlockupgrade1233,CompleteOnly) && !CountUpgrade(UnknownUpgrade18,InProgressOnly)=40739
RequirementNode/Name/AndCountUpgradeunlockupgrade123CompleteOnlyCountUpgradeAuTechLevelUnlock1CompleteOnly,CountUpgrade(unlockupgrade123,CompleteOnly) && CountUpgrade(AuTechLevelUnlock1,CompleteOnly)=40740
RequirementNode/Name/AndCountUpgradeunlockupgrade123CompleteOnlyCountUpgradeAuTechLevelUnlock2CompleteOnly,CountUpgrade(unlockupgrade123,CompleteOnly) && CountUpgrade(AuTechLevelUnlock2,CompleteOnly)=40741
RequirementNode/Name/AndCountUpgradeunlockupgrade123CompleteOnlyCountUpgradeAuTechLevelUnlock3CompleteOnly,CountUpgrade(unlockupgrade123,CompleteOnly) && CountUpgrade(AuTechLevelUnlock3,CompleteOnly)=40742
RequirementNode/Name/AndCountUpgradeunlockupgrade123CompleteOnlyCountUpgradeZombieUpgrade22223CompleteOnly,CountUpgrade(unlockupgrade123,CompleteOnly) && CountUpgrade(ZombieUpgrade22223,CompleteOnly)=40743
RequirementNode/Name/AndCountUpgradeunlockupgrade123QueuedOrBetter,CountUpgrade(unlockupgrade123,QueuedOrBetter) && ()=40744
RequirementNode/Name/AndCountUpgradeunlockupgrade124QueuedOrBetter,CountUpgrade(unlockupgrade124,QueuedOrBetter) && ()=40745
RequirementNode/Name/AndCountUpgradeunlockupgrade12QueuedOrBetter,CountUpgrade(unlockupgrade12,QueuedOrBetter) && ()=40746
RequirementNode/Name/AndCountUpgradeunlockupgrade1CompleteOnly,CountUpgrade(unlockupgrade1,CompleteOnly) && ()=40747
RequirementNode/Name/AndCountUpgradeunlockupgrade1QueuedOrBetter,CountUpgrade(unlockupgrade1,QueuedOrBetter) && ()=40748
RequirementNode/Name/AndCountUpgradeunlockupgrade222QueuedOrBetter,CountUpgrade(unlockupgrade222,QueuedOrBetter) && ()=40749
RequirementNode/Name/AndCountUpgradeunlockupgrade223QueuedOrBetter,CountUpgrade(unlockupgrade223,QueuedOrBetter) && ()=40750
RequirementNode/Name/AndCountUpgradeunlockupgrade22QueuedOrBetter,CountUpgrade(unlockupgrade22,QueuedOrBetter) && ()=40751
RequirementNode/Name/AndCountUpgradeunlockupgrade2QueuedOrBetter,CountUpgrade(unlockupgrade2,QueuedOrBetter) && ()=40752
RequirementNode/Name/AndCountUpgradeunlockupgrade4QueuedOrBetter,CountUpgrade(unlockupgrade4,QueuedOrBetter) && ()=40753
RequirementNode/Name/AndCountUpgradeunlockupgradeQueuedOrBetter,CountUpgrade(unlockupgrade,QueuedOrBetter) && ()=40754
RequirementNode/Name/AndEqCountUpgradeAccuracyUpgradeCompleteOnly1GTECountUnitNodShrineCompleteOnly1,CountUpgrade(AccuracyUpgrade,CompleteOnly) == 1 && CountUnit(NodShrine,CompleteOnly) >= 1=40755
RequirementNode/Name/AndEqCountUpgradeDarkArmorCompleteOnly1GTECountUnitNodShrineCompleteOnly1,CountUpgrade(DarkArmor,CompleteOnly) == 1 && CountUnit(NodShrine,CompleteOnly) >= 1=40756
RequirementNode/Name/AndEqCountUpgradeLevel1TiberiumAssiminationUpgradeCompleteOnly1GTECountUnitNodShrineCompleteOnly1,CountUpgrade(Level1TiberiumAssiminationUpgrade,CompleteOnly) == 1 && CountUnit(NodShrine,CompleteOnly) >= 1=40757
RequirementNode/Name/AndEqCountUpgradeLevel1TiberiumProtectionUpgradeCompleteOnly1GTECountUnitNodShrineCompleteOnly1,CountUpgrade(Level1TiberiumProtectionUpgrade,CompleteOnly) == 1 && CountUnit(NodShrine,CompleteOnly) >= 1=40758
RequirementNode/Name/AndEqCountUpgradeLevel2DarkArmorCompleteOnly1GTECountUnitNodTechLabQueuedOnly1,CountUpgrade(Level2DarkArmor,CompleteOnly) == 1 && CountUnit(NodTechLab,QueuedOnly) >= 1=40759
RequirementNode/Name/AndEqCountUpgradeLevel2TiberiumAssiminationUpgradeCompleteOnly1GTECountUnitNodShrineCompleteOnly1,CountUpgrade(Level2TiberiumAssiminationUpgrade,CompleteOnly) == 1 && CountUnit(NodShrine,CompleteOnly) >= 1=40760
RequirementNode/Name/AndEqCountUpgradeLevel2TiberiumProtectionUpgradeCompleteOnly1GTECountUnitNodTechLabCompleteOnly1,CountUpgrade(Level2TiberiumProtectionUpgrade,CompleteOnly) == 1 && CountUnit(NodTechLab,CompleteOnly) >= 1=40761
RequirementNode/Name/AndEqCountUpgradeNodFactionMOKQueuedOrBetter1EqCountUpgradeCabalMedusaHealQueuedOrBetter0,CountUpgrade(NodFactionMOK,QueuedOrBetter) == 1 && CountUpgrade(CabalMedusaHeal,QueuedOrBetter) == 0=40762
RequirementNode/Name/AndEqCountUpgradeNodFactionMOKQueuedOrBetter1EqCountUpgradeCabalSurvivorBugQueuedOrBetter0,CountUpgrade(NodFactionMOK,QueuedOrBetter) == 1 && CountUpgrade(CabalSurvivorBug,QueuedOrBetter) == 0=40763
RequirementNode/Name/AndEqCountUpgradeNodFactionMOKQueuedOrBetter1EqCountUpgradeCabalWidowLongeronsQueuedOrBetter0,CountUpgrade(NodFactionMOK,QueuedOrBetter) == 1 && CountUpgrade(CabalWidowLongerons,QueuedOrBetter) == 0=40764
RequirementNode/Name/AndEqCountUpgradeNodFactionMOKQueuedOrBetter1EqCountUpgradeCabalWidowReconstitutionStructureQueuedOrBetter0,CountUpgrade(NodFactionMOK,QueuedOrBetter) == 1 && CountUpgrade(CabalWidowReconstitutionStructure,QueuedOrBetter) == 0=40765
RequirementNode/Name/AndEqCountUpgradeNodFactionMOKQueuedOrBetter1EqCountUpgradeIntelligenceHighgroundQueuedOrBetter0,CountUpgrade(NodFactionMOK,QueuedOrBetter) == 1 && CountUpgrade(IntelligenceHighground,QueuedOrBetter) == 0=40766
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeCabalDevoutUpgradeGuardianGroupQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(CabalDevoutUpgradeGuardianGroup,QueuedOrBetter) == 0=40767
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeCabalFlameMineQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(CabalFlameMine,QueuedOrBetter) == 0=40768
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeCabalLeviathanWeaponSystemQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(CabalLeviathanWeaponSystem,QueuedOrBetter) == 0=40769
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeFlameZoneQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(FlameZone,QueuedOrBetter) == 0=40770
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeTacticalChargeDeviceQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(TacticalChargeDevice,QueuedOrBetter) == 0=40771
RequirementNode/Name/AndEqCountUpgradeNodFactionNBHQueuedOrBetter1EqCountUpgradeTibBombQueuedOrBetter0,CountUpgrade(NodFactionNBH,QueuedOrBetter) == 1 && CountUpgrade(TibBomb,QueuedOrBetter) == 0=40772
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeAirStealthUpgradeQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(AirStealthUpgrade,QueuedOrBetter) == 0=40773
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeNodGenericBlackDiscipleQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(NodGenericBlackDisciple,QueuedOrBetter) == 0=40774
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeNodGenericChargedPracticeBeamQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(NodGenericChargedPracticeBeam,QueuedOrBetter) == 0=40775
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeNodGenericDozerBladeQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(NodGenericDozerBlade,QueuedOrBetter) == 0=40776
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeNodGenericPurifyingFlamesQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(NodGenericPurifyingFlames,QueuedOrBetter) == 0=40777
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeObeliskChargeQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(ObeliskCharge,QueuedOrBetter) == 0=40778
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeSpeedUpgradeQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(SpeedUpgrade,QueuedOrBetter) == 0=40779
RequirementNode/Name/AndEqCountUpgradeNodFactionNodQueuedOrBetter1EqCountUpgradeVenomcloakingQueuedOrBetter0,CountUpgrade(NodFactionNod,QueuedOrBetter) == 1 && CountUpgrade(Venomcloaking,QueuedOrBetter) == 0=40780
RequirementNode/Name/AndEqCountUpgradeNodInfantryAccuracyUpgradeLevel2CompleteOnly1GTECountUnitNodTechLabCompleteOnly1,CountUpgrade(NodInfantryAccuracyUpgradeLevel2,CompleteOnly) == 1 && CountUnit(NodTechLab,CompleteOnly) >= 1=40781
RequirementNode/Name/AndEqCountUpgradeProtossAirWeaponsLevel2QueuedOrBetter0,CountUpgrade(ProtossAirWeaponsLevel2,QueuedOrBetter) == 0 && ()=40782
RequirementNode/Name/AndGTE1320414881CountUpgradeZombieUpgrade322223CompleteOnly5GTE2454377030CountUpgradeUnknownUpgrade1023CompleteOnly5CountUpgradeUnknownUpgrade152CompleteOnly,CountUpgrade(ZombieUpgrade322223,CompleteOnly) >= {Need to complete all upgrades of artillery defense}5 && CountUpgrade(UnknownUpgrade1023,CompleteOnly) >= {Need to complete all upgrades of medium-range artillery attack power}5 && CountUpgrade(UnknownUpgrade152,CompleteOnly)=40783
RequirementNode/Name/AndGTE2074927184CountUpgradeZombieUpgrade325CompleteOnly5Or3441158499GTECountUpgradeZombieUpgrade36CompleteOnly5GTECountUpgradeZombieUpgrade334CompleteOnly5CountUpgradeUnknownUpgrade13CompleteOnly,CountUpgrade(ZombieUpgrade325,CompleteOnly) >= {need to complete all upgrades of tank defense} 5 && (CountUpgrade(ZombieUpgrade36,CompleteOnly) >= 5 || {need to complete all upgrades of tank attack power} CountUpgrade(ZombieUpgrade334,CompleteOnly) >= 5) && CountUpgrade(UnknownUpgrade13,CompleteOnly)=40784
RequirementNode/Name/AndGTE2922464331CountUnitJoriumStockpileCompleteOnly18,CountUnit(JoriumStockpile,CompleteOnly) >= {owns all 18 super industrial parks}18 && ()=40785
RequirementNode/Name/AndGTE30629274CountUpgradeUnknownUpgrade2322CompleteOnly5CountUpgradeUnknownUpgrade14CompleteOnly,CountUpgrade(UnknownUpgrade2322,CompleteOnly) >= {Complete all upgrades of hero infantry skill enhancement} 5 && CountUpgrade(UnknownUpgrade14,CompleteOnly)=40786
RequirementNode/Name/AndGTE3333194904CountUnitIndustrialComplexCompleteOnly8LTE868676992SumCountUnitColonistBiodome2QueuedOrBetterCountUnitJoriumStockpileQueuedOrBetterCountUnitColonistBiodomeHalfBuilt2QueuedOrBetterCount3464701342,CountUnit(IndustrialComplex,CompleteOnly) >= {has at least 8 automated factories}8 && (CountUnit(ColonistBiodome2,QueuedOrBetter) + CountUnit(JoriumStockpile,QueuedOrBetter) + CountUnit(ColonistBiodomeHalfBuilt2,QueuedOrBetter) + CountUnit(PylonContainmentUnit,QueuedOrBetter) + CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {The total number of high-end buildings shall not exceed 14}13 && CountUnit(University4,CompleteOnly) >= {Have at least 8 key universities} 8&& CountUnit(ColonistBiodome2,QueuedOrBetter) <= {Cannot exceed two large industrial parks}2 && CountUnit(JoriumStockpile2,QueuedOrBetter) <= {The maximum number of combat laboratories is 14}13 && CountUnit(CityTier52,QueuedOrBetter) <= {Cannot build minerals Refinery}0=40787
RequirementNode/Name/AndGTE3333194904CountUnitIndustrialComplexQueuedOrBetter8LTE1291161213SumCountUnitColonistBiodome2QueuedOrBetterCountUnitJoriumStockpileQueuedOrBetterCountUnitColonistBiodomeHalfBuilt2QueuedOrBetterCo2813871095,CountUnit(IndustrialComplex,QueuedOrBetter) >= {has at least 8 automated factories}8 && (CountUnit(ColonistBiodome2,QueuedOrBetter) + CountUnit(JoriumStockpile,QueuedOrBetter) + CountUnit(ColonistBiodomeHalfBuilt2,QueuedOrBetter) + CountUnit(PylonContainmentUnit,QueuedOrBetter) + CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {The total number of advanced capacity buildings must not exceed 15}14 && CountUnit(University4,CompleteOnly) >= {Have at least 8 A key university}8 && CountUnit(ColonistBiodome2,QueuedOrBetter) <= {Industrial park can have up to two}2 && CountUnit(JoriumStockpile2,QueuedOrBetter) <= {The combat laboratory can only have up to 15}14 && CountUnit(CityTier52,QueuedOrBetter) <= {Once built Mineral Refineries will no longer be able to build combat laboratories}0=40788
RequirementNode/Name/AndGTE3914852782CountUnitIndustrialComplexCompleteOnly16LTE475383213SumCountUnitColonistBiodome2QueuedOrBetterCountUnitJoriumStockpileQueuedOrBetterCountUnitColonistBiodomeHalfBuilt2QueuedOrBetterCoun1308265185,CountUnit(IndustrialComplex,CompleteOnly) >= {The number of automated factories must not be less than: 16} 16 && (CountUnit(ColonistBiodome2,QueuedOrBetter) + CountUnit(JoriumStockpile,QueuedOrBetter) + CountUnit(ColonistBiodomeHalfBuilt2,QueuedOrBetter) + CountUnit(PylonContainmentUnit,QueuedOrBetter) + CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {Can only own up to 18 large industrial parks}17 && (CountUnit(JoriumStockpile2,QueuedOrBetter) + CountUnit(JoriumStockpile22,QueuedOrBetter)) <= {Cannot build additional large industrial parks}0 && CountUnit(CityTier52,QueuedOrBetter) <= {Cannot build large industrial parks once a mineral refinery is owned}0=40789
RequirementNode/Name/AndGTE556552479CountUpgradeUnknownUpgrade2322CompleteOnly5CountUpgradeUnknownUpgrade14CompleteOnly2308911694,CountUpgrade(UnknownUpgrade2322,CompleteOnly) >= {The hero infantry’s skill level must reach the maximum level} 5 && CountUpgrade(UnknownUpgrade14,CompleteOnly){Unlock the infantry’s advanced technology: instant training}=40790
