AUTHENTICATION_BETA_REGION,Beta /// Beta=0
Skin/Name/MutaliskPrimal,Primevo /// Primal=17034
Skin/Name/MutaliskRCZ,Cerberus=17035
Skin/Name/MutaliskWebby,Casta Leviatã /// Leviathan Brood=17036
Skin/Name/Nexus,Padrão /// Default=17037
Skin/Name/NexusBase,Nexus Básico /// Nexus Base=17038
Skin/Name/NexusForged,Forjado /// Forged=17039
Skin/Name/NexusIhanrii,Ihan-rii=17040
Skin/Name/NexusRemastered,Clássico=17041
Skin/Name/NydusCanalBase,Canal Nydus Básico /// Nydus Canal Base=17042
Skin/Name/NydusNetwork,Padrão /// Default=17043
Skin/Name/NydusNetworkBase,Rede Nydus Básica /// Nydus Network Base=17044
Skin/Name/NydusNetworkMecha,Simulante /// Simulant=17045
Skin/Name/NydusNetworkRCZ,Cerberus=17046
Skin/Name/Observer,Padrão /// Default=17047
Skin/Name/ObserverBase,ObserverBase=17048
Skin/Name/ObserverGolden,Era de Ouro /// Golden Age=17049
Skin/Name/ObserverIhanrii,Ihan-rii=17050
Skin/Name/ObserverPurifier,Purificador /// Purifier=17051
Skin/Name/ObserverTaldarim,Forjado /// Forged=17052
Skin/Name/Oracle,Padrão /// Default=17053
Skin/Name/OracleBase,Oráculo - Base=17054
Skin/Name/OracleGolden,Era de Ouro /// Golden Age=17055
Skin/Name/OracleIhanrii,Ihan-rii=17056
Skin/Name/OraclePurifier,Purificador /// Purifier=17057
Skin/Name/OracleTaldarim,Forjado /// Forged=17058
Skin/Name/OverSeerWebby,Casta Leviatã /// Leviathan Brood=17059
Skin/Name/Overlord,Padrão /// Default=17060
Skin/Name/OverlordBase,Suserano Básico /// Overlord Base=17061
Skin/Name/OverlordMecha,Simulante /// Simulant=17062
Skin/Name/OverlordPrimal,Primevo /// Primal=17063
Skin/Name/OverlordRCZ,Cerberus=17064
Skin/Name/OverlordWebby,Casta Leviatã /// Leviathan Brood=17065
Skin/Name/OverlordXPR,Mutante /// Mutant=17066
Skin/Name/Overseer,Padrão /// Default=17067
Skin/Name/OverseerBase,Supervigia Básico /// Overseer Base=17068
Skin/Name/OverseerMecha,Simulante /// Simulant=17069
Skin/Name/OverseerPrimal,Primevo /// Primal=17070
Skin/Name/OverseerRCZ,Cerberus=17071
Skin/Name/Phoenix,Padrão /// Default=17072
Skin/Name/PhoenixBase,Fênix Básica /// Phoenix Base=17073
Skin/Name/PhoenixGolden,Era de Ouro /// Golden Age=17074
Skin/Name/PhoenixIhanrii,Ihan-rii=17075
Skin/Name/PhoenixPurifier,Purificador /// Purifier=17076
Skin/Name/PhoenixTaldarim,Forjado /// Forged=17077
Skin/Name/PhotonCannon,Padrão /// Default=17078
Skin/Name/PhotonCannonBase,Canhão de Fótons Básico /// Photon Cannon Base=17079
Skin/Name/PhotonCannonForged,Forjado /// Forged=17080
Skin/Name/PhotonCannonIhanrii,Ihan-rii=17081
Skin/Name/PhotonCannonTaldarim,Forjado /// Forged=17082
Skin/Name/Probe,Padrão /// Default=17083
Skin/Name/ProbeBase,Sonda Básica /// Probe Base=17084
Skin/Name/ProbeBlizzcon17,Sucateiro /// Junker=17085
Skin/Name/ProbeGolden,Era de Ouro /// Golden Age=17086
Skin/Name/ProbeIhanrii,Ihan-rii=17087
Skin/Name/ProbePurifier,Purificador /// Purifier=17088
Skin/Name/ProbeRemastered,Clássica /// Classic=17089
Skin/Name/ProbeTaldarim,Forjado /// Forged=17090
Skin/Name/Pylon,Padrão /// Default=17091
Skin/Name/PylonBase,Pilar Energético Básico /// Pylon Base=17092
Skin/Name/PylonForged,Forjado /// Forged=17093
Skin/Name/PylonIhanrii,Ihan-rii=17094
Skin/Name/PylonTaldarim,Forjado /// Forged=17095
Skin/Name/PylonXPR,Judicante /// Judicator=17096
Skin/Name/Queen,Padrão /// Default=17097
Skin/Name/QueenBase,QueenBase=17098
Skin/Name/QueenMecha,Simulante /// Simulant=17099
Skin/Name/QueenPrimal,Primevo /// Primal=17100
Skin/Name/QueenRCZ,Cerberus=17101
Skin/Name/QueenWebby,Casta Leviatã /// Leviathan Brood=17102
Skin/Name/Ravager,Padrão /// Default=17103
Skin/Name/RavagerBase,RavagerBase=17104
Skin/Name/RavagerBone,Ósseo /// Bone=17105
Skin/Name/RavagerMecha,Simulante /// Simulant=17106
Skin/Name/RavagerPrimal,Primevo /// Primal=17107
Skin/Name/RavagerRCZ,Cerberus=17108
Skin/Name/RavagerWebby,Casta Leviatã /// Leviathan Brood=17109
Skin/Name/Raven,Padrão /// Default=17110
Skin/Name/RavenBase,RavenBase=17111
Skin/Name/RavenCovertOps,Forças Especiais /// Special Forces=17112
Skin/Name/RavenJunker,Demolidores de Mira /// Mira's Marauders=17113
Skin/Name/RavenSilver,Tyrador=17114
Skin/Name/RavenUmojan,Umojano /// Umojan=17115
Skin/Name/Reactor,Padrão /// Default=17116
Skin/Name/ReactorBase,Reator Básico /// Reactor Base=17117
Skin/Name/ReactorCovertOps,Forças Especiais /// Special Forces=17118
Skin/Name/ReactorSilver,Tyrador=17119
Skin/Name/Reaper,Padrão /// Default=17120
Skin/Name/ReaperBase,ReaperBase=17121
Skin/Name/ReaperCovertOps,Forças Especiais /// Special Forces=17122
Skin/Name/ReaperJunker,Demolidores de Mira /// Mira's Marauders=17123
Skin/Name/ReaperSilver,Tyrador=17124
Skin/Name/ReaperUmojan,Umojano /// Umojan=17125
Skin/Name/Refinery,Padrão /// Default=17126
Skin/Name/RefineryBase,Refinaria Básica /// Refinery Base=17127
Skin/Name/RefineryCovertOps,Forças Especiais /// Special Forces=17128
Skin/Name/RefinerySilver,Tyrador=17129
Skin/Name/Roach,Padrão /// Default=17130
Skin/Name/RoachBase,Roach Base=17131
Skin/Name/RoachDeluxe,Evoluído /// Evolved=17132
Skin/Name/RoachMecha,Simulante /// Simulant=17133
Skin/Name/RoachPrimal,Primevo /// Primal=17134
Skin/Name/RoachRCZ,Cerberus=17135
Skin/Name/RoachWarren,Padrão /// Default=17136
Skin/Name/RoachWarrenBase,Toca de Barata Básica /// Roach Warren Base=17137
Skin/Name/RoachWarrenMecha,Simulante /// Simulant=17138
Skin/Name/RoachWarrenRCZ,Cerberus=17139
Skin/Name/RoachWebby,Casta Leviatã /// Leviathan Brood=17140
Skin/Name/RoboticsBay,Padrão /// Default=17141
Skin/Name/RoboticsBayBase,Polo Robótico Básico /// Robotics Bay Base=17142
Skin/Name/RoboticsBayForged,Forjado /// Forged=17143
Skin/Name/RoboticsBayIhanrii,Ihan-rii=17144
Skin/Name/RoboticsFacility,Padrão /// Default=17145
Skin/Name/RoboticsFacilityBase,Central de Robótica Básica /// Robotics Facility Base=17146
Skin/Name/RoboticsFacilityForged,Forjado /// Forged=17147
Skin/Name/RoboticsFacilityIhanrii,Ihan-rii=17148
Skin/Name/RoboticsFacilityTaldarim,Forjado /// Forged=17149
Skin/Name/RoboticsSupportBay,Padrão /// Default=17150
Skin/Name/RoboticsSupportBayBase,Polo de Robótica de Apoio Básico /// Robotics Support Bay Base=17151
Skin/Name/RoboticsSupportBayTaldarim,Forjado /// Forged=17152
Skin/Name/SCEvent_Anniversary,Evento de SC - Aniversário /// SCEvent Anniversary=17153
Skin/Name/SCV,Padrão /// Default=17154
Skin/Name/SCVBase,SCVBase=17155
Skin/Name/SCVBlizzcon17,Sucateiro /// Junker=17156
Skin/Name/SCVCovertOps,Forças Especiais /// Special Forces=17157
Skin/Name/SCVJunker,Demolidores de Mira /// Mira's Marauders=17158
Skin/Name/SCVRemastered,Clássico /// Classic=17159
Skin/Name/SCVSilver,Tyrador=17160
Skin/Name/SCVUmojan,Umojano /// Umojan=17161
Skin/Name/SensorTower,Padrão /// Default=17162
Skin/Name/SensorTowerBase,Torre Sensorial Básica /// Sensor Tower Base=17163
Skin/Name/SensorTowerCovertOps,Forças Especiais /// Special Forces=17164
Skin/Name/SensorTowerSilver,Tyrador=17165
Skin/Name/Sentry,Padrão /// Default=17166
Skin/Name/SentryBase,Sentinela Básica /// Sentry Base=17167
Skin/Name/SentryGolden,Era de Ouro /// Golden Age=17168
Skin/Name/SentryIhanrii,Ihan-rii=17169
Skin/Name/SentryPurifier,Purificador /// Purifier=17170
Skin/Name/SentryTaldarim,Forjado /// Forged=17171
Skin/Name/ShieldBattery,Padrão /// Default=17172
Skin/Name/ShieldBatteryBase,Bateria de Escudo Básica /// Shield Battery Base=17173
Skin/Name/ShieldBatteryForged,Forjado /// Forged=17174
Skin/Name/ShieldBatteryIhanrii,Ihan-rii=17175
Skin/Name/SiegeTank,Padrão /// Default=17176
Skin/Name/SiegeTankBase,SiegeTankBase=17177
Skin/Name/SiegeTankCovertOps,Forças Especiais /// Special Forces=17178
Skin/Name/SiegeTankJunker,Demolidores de Mira /// Mira's Marauders=17179
Skin/Name/SiegeTankMerc,Comando /// Commando=17180
Skin/Name/SiegeTankSilver,Tyrador=17181
Skin/Name/SiegeTankUmojan,Umojano /// Umojan=17182
Skin/Name/SpawningPool,Padrão /// Default=17183
Skin/Name/SpawningPoolBase,Fosso de Desova Básico /// Spawning Pool Base=17184
Skin/Name/SpawningPoolMecha,Simulante /// Simulant=17185
Skin/Name/SpawningPoolRCZ,Cerberus=17186
Skin/Name/SpineCrawler,Padrão /// Default=17187
Skin/Name/SpineCrawlerBase,Lagarta Espinhosa Básica /// Spine Crawler Base=17188
Skin/Name/SpineCrawlerMecha,Simulante /// Simulant=17189
Skin/Name/SpineCrawlerRCZ,Cerberus=17190
Skin/Name/Spire,Padrão /// Default=17191
Skin/Name/SpireBase,Pináculo Básico /// Spire Base=17192
Skin/Name/SpireMecha,Simulante /// Simulant=17193
Skin/Name/SpireRCZ,Cerberus=17194
Skin/Name/SporeCrawler,Padrão /// Default=17195
Skin/Name/SporeCrawlerBase,Lagarta de Esporos Básica /// Spore Crawler Base=17196
Skin/Name/SporeCrawlerMecha,Simulante /// Simulant=17197
Skin/Name/SporeCrawlerRCZ,Cerberus=17198
Skin/Name/Stalker,Padrão /// Default=17199
Skin/Name/StalkerBase,Tormento - Base /// Stalker Base=17200
Skin/Name/StalkerDeluxe,Avançado /// Advanced=17201
Skin/Name/StalkerGolden,Era de Ouro /// Golden Age=17202
Skin/Name/StalkerIhanrii,Ihan-rii=17203
Skin/Name/StalkerPurifier,Purificador /// Purifier=17204
Skin/Name/StalkerTaldarim,Forjado /// Forged=17205
Skin/Name/StarCraftEvent_Anniversary,Evento de StarCraft - Aniversário /// StarCraft Event - Anniversary=17206
Skin/Name/Stargate,Padrão /// Default=17207
Skin/Name/StargateBase,Portal Intergaláctico Básico /// Stargate Base=17208
Skin/Name/StargateForged,Forjado /// Forged=17209
Skin/Name/StargateIhanrii,Ihan-rii=17210
Skin/Name/StargateTaldarim,Forjado /// Forged=17211
Skin/Name/Starport,Padrão /// Default=17212
Skin/Name/StarportBase,Estaleiro Sideral Básico /// Starport Base=17213
Skin/Name/StarportCovertOps,Forças Especiais /// Special Forces=17214
Skin/Name/StarportSilver,Tyrador=17215
Skin/Name/SupplyDepot,Padrão /// Default=17216
Skin/Name/SupplyDepotBase,Depósito de Suprimentos Básico /// Supply Depot Base=17217
Skin/Name/SupplyDepotCovertOps,Forças Especiais /// Special Forces=17218
Skin/Name/SupplyDepotSilver,Tyrador=17219
Skin/Name/SupplyDepotXPR,Mercenário /// Mercenary=17220
Skin/Name/SwarmHost,Padrão /// Default=17221
Skin/Name/SwarmHostBase,Hospedeiro do Enxame Básico /// Swarm Host Base=17222
Skin/Name/SwarmHostMecha,Simulante /// Simulant=17223
Skin/Name/SwarmHostPrimal,Primevo /// Primal=17224
Skin/Name/SwarmHostRCZ,Cerberus=17225
Skin/Name/SwarmHostWebby,Casta Leviatã /// Leviathan Brood=17226
Skin/Name/Symbiote_PremiumSkin_Aquatic,Symbiote_PremiumSkin_Aquatic /// Symbiote_PremiumSkin_Aquatic=17227
Skin/Name/TechLab,Padrão /// Default=17228
Skin/Name/TechLabBase,Laboratório Técnico Básico /// Tech Lab Base=17229
Skin/Name/TechLabCovertOps,Forças Especiais /// Special Forces=17230
Skin/Name/TechLabSilver,Tyrador=17231
Skin/Name/Tempest,Padrão /// Default=17232
Skin/Name/TempestBase,TempestoBase=17233
Skin/Name/TempestGolden,Era de Ouro /// Golden Age=17234
Skin/Name/TempestIhanrii,Ihan-rii=17235
Skin/Name/TempestPurifier,Purificador /// Purifier=17236
Skin/Name/TempestTaldarim,Forjado /// Forged=17237
Skin/Name/TemplarArchive,Padrão /// Default=17238
Skin/Name/TemplarArchiveBase,Arquivo Templar Básico /// Templar Archive Base=17239
Skin/Name/TemplarArchiveForged,Forjado /// Forged=17240
Skin/Name/TemplarArchiveIhanrii,Ihan-rii=17241
Skin/Name/TemplarArchivesBase,Arquivos Templares Básicos /// Templar Archives Base=17242
Skin/Name/Thor,Padrão /// Default=17243
Skin/Name/ThorBase,Thor - Base /// Thor Base=17244
Skin/Name/ThorCE,Edição de Colecionador /// Collector's Edition=17245
Skin/Name/ThorCovertOps,Forças Especiais /// Special Forces=17246
Skin/Name/ThorJunker,Demolidores de Mira /// Mira's Marauders=17247
Skin/Name/ThorSilver,Tyrador=17248
Skin/Name/ThorUmojan,Umojano /// Umojan=17249
Skin/Name/TwilightCouncil,Padrão /// Default=17250
Skin/Name/TwilightCouncilBase,Concílio do Crepúsculo Básico /// Twilight Council Base=17251
Skin/Name/TwilightCouncilForged,Forjado /// Forged=17252
Skin/Name/TwilightCouncilIhanrii,Ihan-rii=17253
Skin/Name/Ultralisk,Padrão /// Default=17254
Skin/Name/UltraliskBase,Ultralisk Base=17255
Skin/Name/UltraliskCE,Edição de Colecionador /// Collector's Edition=17256
Skin/Name/UltraliskCavern,Padrão /// Default=17257
Skin/Name/UltraliskCavernBase,Caverna do Mammuthus Básica /// Ultralisk Cavern Base=17258
Skin/Name/UltraliskCavernMecha,Simulante /// Simulant=17259
Skin/Name/UltraliskCavernRCZ,Cerberus=17260
Skin/Name/UltraliskMecha,Simulante /// Simulant=17261
Skin/Name/UltraliskPrimal,Primevo /// Primal=17262
Skin/Name/UltraliskRCZ,Cerberus=17263
Skin/Name/UltraliskRemastered,Clássico=17264
Skin/Name/UltraliskWebby,Casta Leviatã /// Leviathan Brood=17265
Skin/Name/Viking,Padrão /// Default=17266
Skin/Name/VikingBase,VikingBase=17267
Skin/Name/VikingCovertOps,Forças Especiais /// Special Forces=17268
Skin/Name/VikingJunker,Demolidores de Mira /// Mira's Marauders=17269
Skin/Name/VikingMecha,Mecha /// Mecha=17270
Skin/Name/VikingSilver,Tyrador=17271
Skin/Name/VikingUmojan,Umojano /// Umojan=17272
Skin/Name/Viper,Padrão /// Default=17273
Skin/Name/ViperBase,Víbora Básica /// Viper Base=17274
Skin/Name/ViperMecha,Simulante /// Simulant=17275
Skin/Name/ViperPrimal,Primevo /// Primal=17276
Skin/Name/ViperRCZ,Cerberus=17277
Skin/Name/ViperWebby,Casta Leviatã /// Leviathan Brood=17278
Skin/Name/VoidRay,Padrão /// Default=17279
Skin/Name/VoidRayBase,VoidRayBase=17280
Skin/Name/VoidRayGolden,Era de Ouro /// Golden Age=17281
Skin/Name/VoidRayIhanrii,Ihan-rii=17282
Skin/Name/VoidRayPurifier,Purificador /// Purifier=17283
Skin/Name/VoidRayTaldarim,Forjado /// Forged=17284
Skin/Name/WarpPrism,Padrão /// Default=17285
Skin/Name/WarpPrismBase,PrismadeDobraBase=17286
Skin/Name/WarpPrismGolden,Era de Ouro /// Golden Age=17287
Skin/Name/WarpPrismIhanrii,Ihan-rii=17288
Skin/Name/WarpPrismNerazim,Shakuras /// Shakuras=17289
Skin/Name/WarpPrismPurifier,Purificador /// Purifier=17290
Skin/Name/WarpPrismTaldarim,Forjado /// Forged=17291
Skin/Name/WidowMine,Padrão /// Default=17292
Skin/Name/WidowMineBase,WidowMineBase=17293
Skin/Name/WidowMineCovertOps,Forças Especiais /// Special Forces=17294
Skin/Name/WidowMineJunker,Demolidores de Mira /// Mira's Marauders=17295
Skin/Name/WidowMineSilver,Tyrador=17296
Skin/Name/WidowMineUmojan,Umojana /// Umojan=17297
Skin/Name/Zealot,Padrão /// Default=17298
Skin/Name/ZealotBase,ZealotBase=17299
Skin/Name/ZealotGolden,Era de Ouro /// Golden Age=17300
Skin/Name/ZealotIhanrii,Ihan-rii=17301
Skin/Name/ZealotPurifier,Purificador /// Purifier=17302
Skin/Name/ZealotRemastered,Clássico=17303
Skin/Name/ZealotTaldarim,Forjado /// Forged=17304
Skin/Name/ZealotXPR,Judicante /// Judicator=17305
Skin/Name/Zergling,Padrão /// Default=17306
Skin/Name/ZerglingBase,Zergnídeo Base=17307
Skin/Name/ZerglingMecha,Simulante /// Simulant=17308
Skin/Name/ZerglingPrimal,Primevo /// Primal=17309
Skin/Name/ZerglingRCZ,Cerberus=17310
Skin/Name/ZerglingWebby,Casta Leviatã /// Leviathan Brood=17311
Skin/Name/ZerglingXPR,Mutante /// Mutant=17312
SkinPack/Name/AdeptGolden,Visual: Adepta Era de Ouro /// Skin: Golden Age Adept=17313
SkinPack/Name/AdeptIhanrii,Visual: Adepta Ihan-rii=17314
SkinPack/Name/AdeptPurifierSkinPack,Visual: Adepta Purificadora /// Skin: Purifier Adept=17315
SkinPack/Name/AdeptTaldarimSkinPack,Visual: Adepta Forjada /// Skin: Forged Adept=17316
SkinPack/Name/ArmoryCovertOps,Visual: Arsenal das Forças Especiais /// Skin: Special Forces Armory=17317
SkinPack/Name/ArmorySilver,Visual: Arsenal de Tyrador=17318
SkinPack/Name/AssimilatorForged,Visual: Assimilador Forjado /// Skin: Forged Assimilator=17319
SkinPack/Name/AssimilatorIhanrii,Visual: Assimilador Ihan-rii=17320
SkinPack/Name/BanelingMecha,Visual: Tatu-bomba Simulante /// Skin: Simulant Baneling=17321
SkinPack/Name/BanelingNestMecha,Visual: Ninho de Tatu-bomba Simulante /// Skin: Simulant Baneling Nest=17322
SkinPack/Name/BanelingNestRCZ,Visual: Ninho de Tatu-bomba Cerberus=17323
SkinPack/Name/BanelingPrimalSkinPack,Visual: Tatu-bomba Primevo /// Skin: Primal Baneling=17324
SkinPack/Name/BanelingRCZ,Visual: Tatu-bomba Cerberus=17325
SkinPack/Name/BanelingWebbySkinPack,Visual: Tatu-bomba Leviatã /// Skin: Leviathan Baneling=17326
