AUTHENTICATION_BETA_REGION,Beta=0
Unit/Name/XelNaga_Caverns_DoorSWOpened,Xel'Naga-Höhlen - Tor Südwest, Geöffnet=20461
Unit/Name/XelNaga_Caverns_DoorW,Xel'Naga-Höhlen - Tor West=20462
Unit/Name/XelNaga_Caverns_DoorWOpened,Xel'Naga-Höhlen - Tor West, Geöffnet=20463
Unit/Name/XelNaga_Caverns_Floating_BridgeH10,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 10, Eingefahren=20464
Unit/Name/XelNaga_Caverns_Floating_BridgeH10Out,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 10, Ausgefahren=20465
Unit/Name/XelNaga_Caverns_Floating_BridgeH12,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 12, Eingefahren=20466
Unit/Name/XelNaga_Caverns_Floating_BridgeH12Out,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 12, Ausgefahren=20467
Unit/Name/XelNaga_Caverns_Floating_BridgeH8,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 8, Eingefahren=20468
Unit/Name/XelNaga_Caverns_Floating_BridgeH8Out,Xel'Naga-Höhlen - Schwebebrücke, Horizontal - 8, Ausgefahren=20469
Unit/Name/XelNaga_Caverns_Floating_BridgeNE10,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 10, Eingefahren=20470
Unit/Name/XelNaga_Caverns_Floating_BridgeNE10Out,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 10, Ausgefahren=20471
Unit/Name/XelNaga_Caverns_Floating_BridgeNE12,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 12, Eingefahren=20472
Unit/Name/XelNaga_Caverns_Floating_BridgeNE12Out,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 12, Ausgefahren=20473
Unit/Name/XelNaga_Caverns_Floating_BridgeNE8,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 8, Eingefahren=20474
Unit/Name/XelNaga_Caverns_Floating_BridgeNE8Out,Xel'Naga-Höhlen - Schwebebrücke, Nordost - 8, Ausgefahren=20475
Unit/Name/XelNaga_Caverns_Floating_BridgeNW10,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 10, Eingefahren=20476
Unit/Name/XelNaga_Caverns_Floating_BridgeNW10Out,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 10, Ausgefahren=20477
Unit/Name/XelNaga_Caverns_Floating_BridgeNW12,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 12, Eingefahren=20478
Unit/Name/XelNaga_Caverns_Floating_BridgeNW12Out,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 12, Ausgefahren=20479
Unit/Name/XelNaga_Caverns_Floating_BridgeNW8,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 8, Eingefahren=20480
Unit/Name/XelNaga_Caverns_Floating_BridgeNW8Out,Xel'Naga-Höhlen - Schwebebrücke, Nordwest - 8, Ausgefahren=20481
Unit/Name/XelNaga_Caverns_Floating_BridgeV10,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 10, Eingefahren=20482
Unit/Name/XelNaga_Caverns_Floating_BridgeV10Out,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 10, Ausgefahren=20483
Unit/Name/XelNaga_Caverns_Floating_BridgeV12,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 12, Eingefahren=20484
Unit/Name/XelNaga_Caverns_Floating_BridgeV12Out,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 12, Ausgefahren=20485
Unit/Name/XelNaga_Caverns_Floating_BridgeV8,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 8, Eingefahren=20486
Unit/Name/XelNaga_Caverns_Floating_BridgeV8Out,Xel'Naga-Höhlen - Schwebebrücke, Vertikal - 8, Ausgefahren=20487
Unit/Name/YoinkMissile,Geschoss /// Yoink Missile=20488
Unit/Name/YoinkSiegeTankMissile,Verschleppen, Belagerungspanzer - Geschoss /// Yoink Siege Tank Missile=20489
Unit/Name/YoinkVikingAirMissile,Verschleppen - Viking, Luft - Geschoss /// Yoink Viking Air Missile=20490
Unit/Name/YoinkVikingGroundMissile,Verschleppen - Viking, Boden - Geschoss /// Yoink Viking Ground Missile=20491
Unit/Name/ZerusDestructibleArch,Bogen /// Arch=20492
Unit/Name/ZerusDestructibleArchRubble,Bogengeröll /// Arch Rubble=20493
Upgrade/Name/AnionPulseCrystals,Anionen-Impulskristalle=20494
Upgrade/Name/BanelingBurrowMove,Gräberkiefer /// Tunneling Jaws=20495
Upgrade/Name/CombatDrugs,Medipack /// Combat Drugs=20496
Upgrade/Name/HydraliskSpeedUpgrade,Muskelfaserverstärkung=20497
Upgrade/Name/LocustLifetimeIncrease,Langlebige Schrecken /// Enduring Locusts=20498
Upgrade/Name/MarineSkin,Space-Marine /// Marine=20499
Upgrade/Name/OracleEnergyUpgrade,Bosonischer Kern /// Bosonic Core=20500
Upgrade/Name/OverlordSkin,Overlord /// Overlord=20501
Upgrade/Name/PhoenixRangeUpgrade,Anionen-Impulskristalle=20502
Upgrade/Name/ProtossHeroShipDetector,Protoss-Heldenschiff - Detektor /// Protoss Hero Ship Detector=20503
Upgrade/Name/ProtossHeroShipSpell,Protoss-Heldenschiff - Fähigkeit /// Protoss Hero Ship Spell=20504
Upgrade/Name/ProtossHeroShipWeapon,Protoss-Heldenschiff - Waffe /// Protoss Hero Ship Weapon=20505
Upgrade/Name/PylonSkin,Pylon /// Pylon=20506
Upgrade/Name/ReaperJump,Rächersprung /// Reaper Jump=20507
Upgrade/Name/RestoreShields,Schilde wiederherstellen /// Restore Shields=20508
Upgrade/Name/RewardDanceColossus,Belohnungstanz - Koloss /// Reward Dance - Colossus=20509
Upgrade/Name/RewardDanceGhost,Belohnungstanz - Ghost /// Reward Dance - Ghost=20510
Upgrade/Name/RewardDanceInfestor,Belohnungstanz - Verseucher /// Reward Dance - Infestor=20511
Upgrade/Name/RewardDanceMule,Belohnungstanz - M.U.L.E. /// Reward Dance - Mule=20512
Upgrade/Name/RewardDanceOracle,Belohnungstanz - Orakel /// Reward Dance - Oracle=20513
Upgrade/Name/RewardDanceOverlord,Belohnungstanz - Overlord /// Reward Dance - Overlord=20514
Upgrade/Name/RewardDanceRoach,Belohnungstanz - Schabe /// Reward Dance - Roach=20515
Upgrade/Name/RewardDanceStalker,Belohnungstanz - Hetzer /// Reward Dance - Stalker=20516
Upgrade/Name/RewardDanceViking,Belohnungstanz - Viking /// Reward Dance - Viking=20517
Upgrade/Name/SupplyDepotSkin,Versorgungsdepot /// Supply Depot=20518
Upgrade/Name/TempestRangeUpgrade,Quantumreaktor=20519
Upgrade/Name/TransformationServos,Transformationsservos=20520
Upgrade/Name/UltraliskBurrowChargeUpgrade,Untertunneln entwickeln /// Evolve Burrow Charge=20521
Upgrade/Name/UltraliskSkin,Ultralisk /// Ultralisk=20522
Upgrade/Name/ZealotSkin,Berserker /// Zealot=20523
Upgrade/Name/ZergBurrowMove,Fortbewegung im Eingegrabenen Zustand für Zerg /// Zerg Burrow Move=20524
Upgrade/Name/ZerglingSkin,Zergling /// Zergling=20525
Validator/Name/HasMothershipCoreRecalled,Has Mothership Core Recalled=20526
Validator/Name/HasMothershipCoreRecalling,Has Mothership Core Recalling=20527
Validator/Name/HasMothershipCoreRecallingOrRecalled,Has Mothership Core Recalling Or Recalled=20528
Vital/ZergShields,Schale:<sp/> /// Shell: =20529
Water/Name/Albion,Albion /// Albion=20530
Weapon/Name/BuildingShield,Gebäudeschild /// Building Shield=20531
Weapon/Name/CycloneMissiles,Zyklonraketen /// Cyclone Missiles=20532
Weapon/Name/DigesterCreepSprayWeapon,Verdauer - Kriecher spucken, Waffe /// Digester Creep Spray Weapon=20533
Weapon/Name/HellionTank,Napalmspray /// Napalm Spray=20534
Weapon/Name/InfestedSwarmClaws,Schreckenklauen /// Infested Swarm Claws=20535
Weapon/Name/LocustMP,Säurespucke /// Acid Spit=20536
Weapon/Name/LocustMPClaws,Klauen /// Claws=20537
Weapon/Name/LocustMPMelee,Giftige Stacheln /// Toxic Barbs=20538
Weapon/Name/LurkerMP,Stacheln /// Spines=20539
Weapon/Name/MothershipCoreWeapon,Läutern /// Purify=20540
Weapon/Name/MothershipPurifyWeapon,Läutern /// Purify=20541
Weapon/Name/MutaliskGlaiveWurm,Parasitärer Sporenwurm /// Glave Wurm=20542
Weapon/Name/MutaliskWurm,Wurm /// Wurm=20543
Weapon/Name/NydusCanalAttackerWeapon,Bösartige Galle /// Viscous Bile=20544
Weapon/Name/RepulsorCannon,Schubkanone /// Repulsor Cannon=20545
Weapon/Name/SwarmHost,Schwarmwirt /// Swarm Host=20546
Weapon/Name/SwarmHostAttack,Schwarmwirtangriff /// Swarm Host Attack=20547
Weapon/Name/SwarmHostDummy,Schwarmwirt /// Swarm Host=20548
Weapon/Name/SwarmHostReleaseHarpies,Schwarmwirt /// Swarm Host=20549
Weapon/Name/TalonsDummy,Krallen /// Talons=20550
Weapon/Name/TalonsMissile,Krallen /// Talons=20551
Weapon/Name/Tempest,Kinetische Überladung /// Kinetic Overload=20552
Weapon/Name/VolatileBurstBuilding,Explosives Aufplatzen /// Volatile Burst=20553
Weapon/Name/WarHound,Railgun /// Railgun=20554
Weapon/Name/WarHoundMelee,Kriegshundnahkampfangriff /// War Hound Melee=20555
Weapon/Name/WidowMineDummy,Detonieren /// Detonate=20556
Abil/Name/AdeptPhaseShift,Psionic Transfer=20557
Abil/Name/AdeptPhaseShiftCancel,Psionic Transfer Cancel=20558
Abil/Name/AdeptShadePhaseShiftCancel,Shade Phase Shift Cancel=20559
Abil/Name/AggressiveMutation,Aggressive Mutation=20560
Abil/Name/AiurLightBridgeAbandonedNE10,Aiur Light Bridge Abandoned – NE – Height 10 – Retract=20561
Abil/Name/AiurLightBridgeAbandonedNE10Out,Aiur Light Bridge Abandoned – NE – Height 10 – Extend=20562
Abil/Name/AiurLightBridgeAbandonedNE12,Aiur Light Bridge Abandoned – NE – Height 12 - Retract=20563
Abil/Name/AiurLightBridgeAbandonedNE12Out,Aiur Light Bridge Abandoned – NE – Height 12 - Extend=20564
Abil/Name/AiurLightBridgeAbandonedNE8,Aiur Light Bridge Abandoned – NE – Height 8 - Retract=20565
Abil/Name/AiurLightBridgeAbandonedNE8Out,Aiur Light Bridge Abandoned – NE – Height 8 - Extend=20566
Abil/Name/AiurLightBridgeAbandonedNW10,Aiur Light Bridge Abandoned – NW – Height 10 - Retract=20567
Abil/Name/AiurLightBridgeAbandonedNW10Out,Aiur Light Bridge Abandoned – NW – Height 10 - Extend=20568
Abil/Name/AiurLightBridgeAbandonedNW12,Aiur Light Bridge Abandoned – NW – Height 12 - Retract=20569
Abil/Name/AiurLightBridgeAbandonedNW12Out,Aiur Light Bridge Abandoned – NW – Height 12 - Extend=20570
Abil/Name/AiurLightBridgeAbandonedNW8,Aiur Light Bridge Abandoned – NW – Height 8 – Retract=20571
Abil/Name/AiurLightBridgeAbandonedNW8Out,Aiur Light Bridge Abandoned – NW – Height 8 – Extend=20572
Abil/Name/AiurLightBridgeNE10,Aiur Light Bridge - NE - Height 10 - Retract=20573
Abil/Name/AiurLightBridgeNE10Out,Aiur Light Bridge - NE - Height 10 - Extend=20574
Abil/Name/AiurLightBridgeNE12,Aiur Light Bridge - NE - Height 12 - Retract=20575
Abil/Name/AiurLightBridgeNE12Out,Aiur Light Bridge - NE - Height 12 - Extend=20576
Abil/Name/AiurLightBridgeNE8,Aiur Light Bridge - NE - Height 8 - Retract=20577
Abil/Name/AiurLightBridgeNE8Out,Aiur Light Bridge - NE - Height 8 - Extend=20578
Abil/Name/AiurLightBridgeNW10,Aiur Light Bridge - NW - Height 10 - Retract=20579
Abil/Name/AiurLightBridgeNW10Out,Aiur Light Bridge - NW - Height 10 - Extend=20580
Abil/Name/AiurLightBridgeNW12,Aiur Light Bridge - NW - Height 12 - Retract=20581
Abil/Name/AiurLightBridgeNW12Out,Aiur Light Bridge - NW - Height 12 - Extend=20582
Abil/Name/AiurLightBridgeNW8,Aiur Light Bridge - NW - Height 8 - Retract=20583
Abil/Name/AiurLightBridgeNW8Out,Aiur Light Bridge - NW - Height 8 - Extend=20584
Abil/Name/AiurTempleBridgeNE10,Aiur Temple Bridge - NE - Height 10 - Retract=20585
Abil/Name/AiurTempleBridgeNE10Out,Aiur Temple Bridge - NE - Height 10 - Extend=20586
Abil/Name/AiurTempleBridgeNE12,Aiur Temple Bridge - NE - Height 12 - Retract=20587
Abil/Name/AiurTempleBridgeNE12Out,Aiur Temple Bridge - NE - Height 12 - Extend=20588
Abil/Name/AiurTempleBridgeNE8,Aiur Temple Bridge - NE - Height 8 - Retract=20589
Abil/Name/AiurTempleBridgeNE8Out,Aiur Temple Bridge - NE - Height 8 - Extend=20590
Abil/Name/AiurTempleBridgeNW10,Aiur Temple Bridge - NW - Height 10 - Retract=20591
Abil/Name/AiurTempleBridgeNW10Out,Aiur Temple Bridge - NW - Height 10 - Extend=20592
Abil/Name/AiurTempleBridgeNW12,Aiur Temple Bridge - NW - Height 12 - Retract=20593
Abil/Name/AiurTempleBridgeNW12Out,Aiur Temple Bridge - NW - Height 12 - Extend=20594
Abil/Name/AiurTempleBridgeNW8,Aiur Temple Bridge - NW - Height 8 - Retract=20595
Abil/Name/AiurTempleBridgeNW8Out,Aiur Temple Bridge - NW - Height 8 - Extend=20596
Abil/Name/ArbiterMPRecall,Recall=20597
Abil/Name/ArbiterMPStasisField,ArbiterMP Stasis Field=20598
Abil/Name/ArmoryResearchSwarm,Armory Research Swarm=20599
Abil/Name/BurrowRavagerDown,Burrow=20600
Abil/Name/BurrowRavagerUp,Unburrow=20601
Abil/Name/CausticSpray,Caustic Spray=20602
Abil/Name/CloakingDrone,Cloaking Drone=20603
Abil/Name/CorruptionBomb,Corruption Bomb=20604
Abil/Name/CorsairMPDisruptionWeb,CorsairMP Disruption Web=20605
Abil/Name/DefilerMPBurrow,Burrow=20606
Abil/Name/DefilerMPConsume,Consume=20607
Abil/Name/DefilerMPDarkSwarm,Dark Swarm=20608
Abil/Name/DefilerMPPlague,Plague=20609
Abil/Name/DefilerMPUnburrow,Unburrow=20610
Abil/Name/Grapple,Grapple=20611
Abil/Name/HallucinationAdept,Hallucination (Adept)=20612
Abil/Name/HallucinationDisruptor,Hallucination (Disruptor)=20613
Abil/Name/Hyperjump,Tactical Jump=20614
Abil/Name/ImmortalOverload,Barrier=20615
Abil/Name/Impale,Impale=20616
Abil/Name/KD8Charge,KD8 Charge=20617
Abil/Name/LiberatorAATarget,AA Target=20618
Abil/Name/LiberatorAGTarget,AG Target=20619
Abil/Name/LiberatorMorphtoAA,Morph to AA=20620
Abil/Name/LiberatorMorphtoAG,Morph to AG=20621
Abil/Name/LightningBomb,Disintegration=20622
Abil/Name/LightofAiur,Envision=20623
Abil/Name/LockOn,Lock On=20624
Abil/Name/LockOnCancel,Lock On Cancel=20625
Abil/Name/LocustMPFlyingMorphToGround,Morph To Ground=20626
Abil/Name/LocustMPFlyingSwoop,Swoop=20627
Abil/Name/LocustMPMorphToAir,Locust MP Morph To Air=20628
Abil/Name/LurkerHoldFire,Lurker Hold Fire=20629
Abil/Name/MorphToCollapsibleRockTowerDebrisRampLeftGreen,Morph To Collapsible Rock Tower Debris (Ramp Left) (Green)=20630
Abil/Name/MorphToCollapsibleRockTowerDebrisRampRightGreen,Morph To Collapsible Rock Tower Debris (Ramp Right) (Green)=20631
Abil/Name/MorphToDevourerMP,Morph To Devourer =20632
Abil/Name/MorphToGuardianMP,Morph To Guardian MP=20633
Abil/Name/MorphToHellion,Morph To Hellion=20634
Abil/Name/MorphToHellionTank,Morph To Hellbat=20635
Abil/Name/MorphToLurker,Morph To Lurker=20636
Abil/Name/MorphToRavager,Morph To Ravager=20637
Abil/Name/MothershipMassRecall,Mothership Mass Recall=20638
Abil/Name/NydusWormTransport,Nydus Worm Transport=20639
Abil/Name/OracleCloakingFieldTargeted,Cloaking Field=20640
Abil/Name/OraclePhaseShift,Oracle Phase Shift=20641
Abil/Name/OracleStasisTrap,Oracle Stasis Ward=20642
Abil/Name/OracleStasisTrapActivate,Activate=20643
Abil/Name/OracleStasisTrapBuild,Build Stasis Ward=20644
Abil/Name/OracleWeapon,Oracle Weapon=20645
Abil/Name/Overcharge,Overcharge=20646
Abil/Name/ParasiticBomb,Parasitic Bomb=20647
Abil/Name/PenetratingShot,Penetrating Shot=20648
Abil/Name/PortCity_Bridge_UnitE10,Port City Bridge Unit E10=20649
Abil/Name/PortCity_Bridge_UnitE10Out,Port City Bridge Unit E10 Out=20650
Abil/Name/PortCity_Bridge_UnitE12,Port City Bridge Unit E12=20651
Abil/Name/PortCity_Bridge_UnitE12Out,Port City Bridge Unit E12 Out=20652
Abil/Name/PortCity_Bridge_UnitE8,Port City Bridge Unit E8=20653
Abil/Name/PortCity_Bridge_UnitE8Out,Port City Bridge Unit E8 Out=20654
Abil/Name/PortCity_Bridge_UnitN10,Port City Bridge Unit N10=20655
Abil/Name/PortCity_Bridge_UnitN10Out,Port City Bridge Unit N10 Out=20656
Abil/Name/PortCity_Bridge_UnitN12,Port City Bridge Unit N12=20657
Abil/Name/PortCity_Bridge_UnitN12Out,Port City Bridge Unit N12 Out=20658
Abil/Name/PortCity_Bridge_UnitN8,Port City Bridge Unit N8=20659
Abil/Name/PortCity_Bridge_UnitN8Out,Port City Bridge Unit N8 Out=20660
Abil/Name/PortCity_Bridge_UnitNE10,Port City Bridge Unit NE10=20661
Abil/Name/PortCity_Bridge_UnitNE10Out,Port City Bridge Unit NE10 Out=20662
Abil/Name/PortCity_Bridge_UnitNE12,Port City Bridge Unit NE12=20663
Abil/Name/PortCity_Bridge_UnitNE12Out,Port City Bridge Unit NE12 Out=20664
Abil/Name/PortCity_Bridge_UnitNE8,Port City Bridge Unit NE8=20665
Abil/Name/PortCity_Bridge_UnitNE8Out,Port City Bridge Unit NE8 Out=20666
Abil/Name/PortCity_Bridge_UnitNW10,Port City Bridge Unit NW10=20667
Abil/Name/PortCity_Bridge_UnitNW10Out,Port City Bridge Unit NW10 Out=20668
Abil/Name/PortCity_Bridge_UnitNW12,Port City Bridge Unit NW12=20669
Abil/Name/PortCity_Bridge_UnitNW12Out,Port City Bridge Unit NW12 Out=20670
Abil/Name/PortCity_Bridge_UnitNW8,Port City Bridge Unit NW8=20671
Abil/Name/PortCity_Bridge_UnitNW8Out,Port City Bridge Unit NW8 Out=20672
Abil/Name/PortCity_Bridge_UnitS10,Port City Bridge Unit S10=20673
Abil/Name/PortCity_Bridge_UnitS10Out,Port City Bridge Unit S10 Out=20674
Abil/Name/PortCity_Bridge_UnitS12,Port City Bridge Unit S12=20675
Abil/Name/PortCity_Bridge_UnitS12Out,Port City Bridge Unit S12 Out=20676
Abil/Name/PortCity_Bridge_UnitS8,Port City Bridge Unit S8=20677
Abil/Name/PortCity_Bridge_UnitS8Out,Port City Bridge Unit S8 Out=20678
Abil/Name/PortCity_Bridge_UnitSE10,Port City Bridge Unit SE10=20679
Abil/Name/PortCity_Bridge_UnitSE10Out,Port City Bridge Unit SE10 Out=20680
Abil/Name/PortCity_Bridge_UnitSE12,Port City Bridge Unit SE12=20681
Abil/Name/PortCity_Bridge_UnitSE12Out,Port City Bridge Unit SE12 Out=20682
Abil/Name/PortCity_Bridge_UnitSE8,Port City Bridge Unit SE8=20683
Abil/Name/PortCity_Bridge_UnitSE8Out,Port City Bridge Unit SE8 Out=20684
Abil/Name/PortCity_Bridge_UnitSW10,Port City Bridge Unit SW10=20685
Abil/Name/PortCity_Bridge_UnitSW10Out,Port City Bridge Unit SW10 Out=20686
Abil/Name/PortCity_Bridge_UnitSW12,Port City Bridge Unit SW12=20687
Abil/Name/PortCity_Bridge_UnitSW12Out,Port City Bridge Unit SW12 Out=20688
Abil/Name/PortCity_Bridge_UnitSW8,Port City Bridge Unit SW8=20689
Abil/Name/PortCity_Bridge_UnitSW8Out,Port City Bridge Unit SW8 Out=20690
Abil/Name/PortCity_Bridge_UnitW10,Port City Bridge Unit W10=20691
Abil/Name/PortCity_Bridge_UnitW10Out,Port City Bridge Unit W10 Out=20692
Abil/Name/PortCity_Bridge_UnitW12,Port City Bridge Unit W12=20693
Abil/Name/PortCity_Bridge_UnitW12Out,Port City Bridge Unit W12 Out=20694
Abil/Name/PortCity_Bridge_UnitW8,Port City Bridge Unit W8=20695
Abil/Name/PortCity_Bridge_UnitW8Out,Port City Bridge Unit W8 Out=20696
Abil/Name/PulsarBeam,Pulsar Beam=20697
Abil/Name/PulsarCannon,Pulsar Blast=20698
Abil/Name/PurificationNova,Purification Nova=20699
Abil/Name/PurificationNovaMorph,Purification Nova Morph=20700
Abil/Name/PurificationNovaMorphBack,Purification Nova Morph Back=20701
Abil/Name/PurificationNovaTargeted,Purification Nova=20702
Abil/Name/QueenMPEnsnare,Queen MPEnsnare=20703
Abil/Name/QueenMPInfestCommandCenter,Queen MPInfest Command Center=20704
Abil/Name/QueenMPSpawnBroodlings,Queen MPSpawn Broodlings=20705
Abil/Name/RavagerCorrosiveBile,Corrosive Bile=20706
Abil/Name/ReleaseInterceptors,Release Interceptors=20707
Abil/Name/SeekerDummyChannel,Seeker Dummy Channel=20708
Abil/Name/SelfRepair,Emergency Repair=20709
Abil/Name/ShakurasLightBridgeNE10,Shakuras Light Bridge NE10=20710
Abil/Name/ShakurasLightBridgeNE10Out,Shakuras Light Bridge NE10 Out=20711
Abil/Name/ShakurasLightBridgeNE12,Shakuras Light Bridge NE12=20712
Abil/Name/ShakurasLightBridgeNE12Out,Shakuras Light Bridge NE12 Out=20713
Abil/Name/ShakurasLightBridgeNE8,Shakuras Light Bridge NE8=20714
Abil/Name/ShakurasLightBridgeNE8Out,Shakuras Light Bridge NE8 Out=20715
Abil/Name/ShakurasLightBridgeNW10,Shakuras Light Bridge NW10=20716
Abil/Name/ShakurasLightBridgeNW10Out,Shakuras Light Bridge NW10 Out=20717
Abil/Name/ShakurasLightBridgeNW12,Shakuras Light Bridge NW12=20718
Abil/Name/ShakurasLightBridgeNW12Out,Shakuras Light Bridge NW12 Out=20719
Abil/Name/ShakurasLightBridgeNW8,Shakuras Light Bridge NW8=20720
Abil/Name/ShakurasLightBridgeNW8Out,Shakuras Light Bridge NW8 Out=20721
Abil/Name/SlaynElementalGrab,Essence Leech=20722
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNEShort10,Snow Refinery Terran Extending Bridge NEShort10=20723
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNEShort10Out,Snow Refinery Terran Extending Bridge NEShort10 Out=20724
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNEShort8,Snow Refinery Terran Extending Bridge NEShort8=20725
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNEShort8Out,Snow Refinery Terran Extending Bridge NEShort8 Out=20726
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNWShort10,Snow Refinery Terran Extending Bridge NWShort10=20727
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNWShort10Out,Snow Refinery Terran Extending Bridge NWShort10 Out=20728
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNWShort8,Snow Refinery Terran Extending Bridge NWShort8=20729
Abil/Name/SnowRefinery_Terran_ExtendingBridgeNWShort8Out,Snow Refinery Terran Extending Bridge NWShort8 Out=20730
Abil/Name/Tarsonis_DoorDefaultLower,Tarsonis Door Default Lower=20731
Abil/Name/Tarsonis_DoorDefaultRaise,Tarsonis Door Default Raise=20732
Abil/Name/Tarsonis_DoorE,Tarsonis Door E=20733
Abil/Name/Tarsonis_DoorELowered,Tarsonis Door E Lowered=20734
Abil/Name/Tarsonis_DoorN,Tarsonis Door N=20735
Abil/Name/Tarsonis_DoorNE,Tarsonis Door NE=20736
Abil/Name/Tarsonis_DoorNELowered,Tarsonis Door NE Lowered=20737
Abil/Name/Tarsonis_DoorNLowered,Tarsonis Door N Lowered=20738
Abil/Name/Tarsonis_DoorNW,Tarsonis Door NW=20739
Abil/Name/Tarsonis_DoorNWLowered,Tarsonis Door NW Lowered=20740
Abil/Name/TemporalField,Time Warp=20741
Abil/Name/ThorAPMode,Thor APMode=20742
Abil/Name/ThorNormalMode,Thor Normal Mode=20743
Abil/Name/TimeStop,Time Stop=20744
Abil/Name/VoidMPImmortalReviveDeath,Void MPImmortal Revive Death=20745
Abil/Name/VoidMPImmortalReviveRebuild,Void MPImmortal Revive Rebuild=20746
Abil/Name/VoidRaySwarmDamageBoost,Void Ray Swarm Damage Boost=20747
Abil/Name/VoidSwarmHostSpawnLocust,Swarm Host Spawn Locust=20748
Abil/Thor/ReArm,Bewaffnung=20749
