Actor/Name/IndicatorMissilePhaseChange,Indicator Missile Phase Change=0
Sound/Name/UI_InfoPanelUnitSelect,UI_InfoPanelUnitSelect=11244
Sound/Name/UI_Info_Card_Change_Page,UI_Info_Card_Change_Page=11245
Sound/Name/UI_Info_Card_Change_Subgroup,UI_Info_Card_Change_Subgroup=11246
Sound/Name/UI_LoadingFinished,UI_LoadingFinished=11247
Sound/Name/UI_MP_DiceAssemble,=11248
Sound/Name/UI_MP_DiceRoll,=11249
Sound/Name/UI_MP_HydraliskFoleyLoop01,=11250
Sound/Name/UI_MP_HydraliskFoleyLoop02,=11251
Sound/Name/UI_MP_HydraliskVox,=11252
Sound/Name/UI_MP_MarineFoley,=11253
Sound/Name/UI_MP_MarineSquelch01,=11254
Sound/Name/UI_MP_MarineSquelch02,=11255
Sound/Name/UI_MP_Tourny_InGameNotice,=11256
Sound/Name/UI_MP_Tourny_NextRound,=11257
Sound/Name/UI_MP_Tourny_NextRoundNotice,=11258
Sound/Name/UI_MP_TrophyBadge_FlyIn,=11259
Sound/Name/UI_MP_Trophy_1st,=11260
Sound/Name/UI_MP_Trophy_2nd,=11261
Sound/Name/UI_MP_Trophy_BadgeGlow,=11262
Sound/Name/UI_MP_Trophy_BadgeHit,=11263
Sound/Name/UI_MP_Trophy_BadgeLoop,=11264
Sound/Name/UI_MP_Trophy_Birth,=11265
Sound/Name/UI_MP_Trophy_Bronze,=11266
Sound/Name/UI_MP_Trophy_DiamondMaster,=11267
Sound/Name/UI_MP_Trophy_GrandMaster,=11268
Sound/Name/UI_MP_Trophy_NotPlaced,=11269
Sound/Name/UI_MP_Trophy_Platinum,=11270
Sound/Name/UI_MP_Trophy_SilverGold,=11271
Sound/Name/UI_MP_Trophy_Victory,=11272
Sound/Name/UI_MP_ZealotPsiBladeLoop,=11273
Sound/Name/UI_MP_ZealotPsiBladeMove,=11274
Sound/Name/UI_MP_ZealotPsiBladeOn,=11275
Sound/Name/UI_MainMenuDoors_Open,UI_MainMenuDoors_Open=11276
Sound/Name/UI_MainMenuEnter,UI_MainMenuEnter=11277
Sound/Name/UI_MainMenuExit,UI_MainMenuExit=11278
Sound/Name/UI_MainMenu_Hyperion,=11279
Sound/Name/UI_MainMenu_HyperionLights,=11280
Sound/Name/UI_MainMenu_HyperionRadioComm,=11281
Sound/Name/UI_MercenaryBriefcase_HireMerc,UI_MercenaryBriefcase_HireMerc=11282
Sound/Name/UI_MercenaryBriefcase_SelectMerc,UI_MercenaryBriefcase_SelectMerc=11283
Sound/Name/UI_Metal_CageHit,=11284
Sound/Name/UI_MiniMapPanelButtonSelect,UI_MiniMapPanelButtonSelect=11285
Sound/Name/UI_MiniMapPing,UI_MiniMapPing=11286
Sound/Name/UI_MissionComplete,UI_MissionComplete=11287
Sound/Name/UI_MissionFailed,UI_MissionFailed=11288
Sound/Name/UI_MissionLaunchMenu_Appear,UI_MissionLaunchMenu_Appear=11289
Sound/Name/UI_MissionLaunchMenu_Disappear,UI_MissionLaunchMenu_Disappear=11290
Sound/Name/UI_MissionLaunchMenu_Popup,UI_MissionLaunchMenu_Popup=11291
Sound/Name/UI_MissionLaunchMenu_Select,UI_MissionLaunchMenu_Select=11292
Sound/Name/UI_MissionScreen_SelectPlanet,UI_MissionScreen_SelectPlanet=11293
Sound/Name/UI_MouseOver01,=11294
Sound/Name/UI_NavButtonSelect,UI_NavButtonSelect=11295
Sound/Name/UI_NavPanelEnter,UI_NavPanelEnter=11296
Sound/Name/UI_NavPanelExit,UI_NavPanelExit=11297
Sound/Name/UI_ObjectiveBonusDiscovered,UI_ObjectiveBonusDiscovered=11298
Sound/Name/UI_ObjectiveComplete,UI_ObjectiveComplete=11299
Sound/Name/UI_ObjectiveDiscovered,UI_ObjectiveDiscovered=11300
Sound/Name/UI_ObjectiveDiscoveredStinger,UI_ObjectiveDiscoveredStinger=11301
Sound/Name/UI_ObjectiveFailed,UI_ObjectiveFailed=11302
Sound/Name/UI_ObjectiveText,UI_ObjectiveText=11303
Sound/Name/UI_ObjectiveUpdate,UI_ObjectiveUpdate=11304
Sound/Name/UI_PTTStart,UI_PTTStart=11305
Sound/Name/UI_PTTStop,UI_PTTStop=11306
Sound/Name/UI_PingAdvanced_Attack,=11307
Sound/Name/UI_PingAdvanced_Danger,=11308
Sound/Name/UI_PingAdvanced_Defend,=11309
Sound/Name/UI_PingAdvanced_OnMyWay,=11310
Sound/Name/UI_PingAdvanced_Retreat,=11311
Sound/Name/UI_PlayerCameraSelect,UI_PlayerCameraSelect=11312
Sound/Name/UI_PopUpWindowEnters,UI_PopUpWindowEnters=11313
Sound/Name/UI_PortraitPopUp,UI_PortraitPopUp=11314
Sound/Name/UI_ProtossConsole_In,UI_ProtossConsole_In=11315
Sound/Name/UI_ProtossConsole_Out,UI_ProtossConsole_Out=11316
Sound/Name/UI_PushButtonSelect,UI_PushButtonSelect=11317
Sound/Name/UI_ReplayButtonSelect,UI_ReplayButtonSelect=11318
Sound/Name/UI_ReplayDropdownListSelect,UI_ReplayDropdownListSelect=11319
Sound/Name/UI_ReplayDropdownSelect,UI_ReplayDropdownSelect=11320
Sound/Name/UI_ReplaySlider,UI_ReplaySlider=11321
Sound/Name/UI_ReplaySliderButtonSelect,UI_ReplaySliderButtonSelect=11322
Sound/Name/UI_ResearchPanel_ConfirmationProtoss,UI_ResearchPanel_ConfirmationProtoss=11323
Sound/Name/UI_ResearchPanel_ConfirmationZerg,UI_ResearchPanel_ConfirmationZerg=11324
Sound/Name/UI_ResearchPanel_ItemUnlock,UI_ResearchPanel_ItemUnlock=11325
Sound/Name/UI_ScoreScreenMissionCreditsLoop,UI_ScoreScreenMissionCreditsLoop=11326
Sound/Name/UI_ScoreScreenMissionName,UI_ScoreScreenMissionName=11327
Sound/Name/UI_ScoreScreenMissionSummary,UI_ScoreScreenMissionSummary=11328
Sound/Name/UI_ScoreScreenMissionTime,UI_ScoreScreenMissionTime=11329
Sound/Name/UI_ScreenNavigation_MouseOver01,=11330
Sound/Name/UI_ScreenWipe,UI_ScreenWipe=11331
Sound/Name/UI_Screen_MetalCage,=11332
Sound/Name/UI_Screens_BlueFloor_Glow,=11333
Sound/Name/UI_Screens_CampaignModeForeground_Glow,=11334
Sound/Name/UI_Screens_CampaignModeForeground_Mech,=11335
Sound/Name/UI_Screens_CampaignModeForeground_Mech_pt1,=11336
Sound/Name/UI_Screens_CampaignModeForeground_Mech_pt2,=11337
Sound/Name/UI_ScrollButtonSelect,UI_ScrollButtonSelect=11338
Sound/Name/UI_Starmap_ButtonSelect,UI_Starmap_ButtonSelect=11339
Sound/Name/UI_Starmap_PlanetPopup,UI_Starmap_PlanetPopup=11340
Sound/Name/UI_Starmap_Popup,UI_Starmap_Popup=11341
Sound/Name/UI_TechConsoleTransition_Normal,UI_TechConsoleTransition_Normal=11342
Sound/Name/UI_TechConsole_Exit,UI_TechConsole_Exit=11343
Sound/Name/UI_TechConsole_Popup,UI_TechConsole_Popup=11344
Sound/Name/UI_TechConsole_Purchase,UI_TechConsole_Purchase=11345
Sound/Name/UI_TechConsole_Select,UI_TechConsole_Select=11346
Sound/Name/UI_TechPurchaseCountdown,UI_TechPurchaseCountdown=11347
Sound/Name/UI_TechTreeRaceTab,UI_RaceInfoTab=11348
Sound/Name/UI_TerranConsole_In,UI_TerranConsole_In=11349
Sound/Name/UI_TerranConsole_Out,UI_TerranConsole_Out=11350
Sound/Name/UI_TerranHint,UI_TerranHint=11351
Sound/Name/UI_TerranKlaxonAlert,UI_TerranKlaxonAlert=11352
Sound/Name/UI_TerranKlaxonAlert2,UI_TerranKlaxonAlert Copy=11353
Sound/Name/UI_TerranKlaxonAlert_BaseUnderAttackKlaxon2,Alert_BaseUnderAttackKlaxon=11354
Sound/Name/UI_TerranMissionFailed,UI_TerranMissionFailed=11355
Sound/Name/UI_TerranNewTechAvailable,UI_TerranNewTechAvailable=11356
Sound/Name/UI_TerranNewUnitAcquired,UI_TerranNewUnitAcquired=11357
Sound/Name/UI_TerranNewUnitAvailable,UI_TerranNewUnitAvailable=11358
Sound/Name/UI_TerranPing,UI_TerranPing=11359
Sound/Name/UI_TerranReminderPing,UI_TerranReminderPing=11360
Sound/Name/UI_TerranRescueUnit,UI_TerranRescueUnit=11361
Sound/Name/UI_TextPrintout,UI_TextPrintout=11362
Sound/Name/UI_TipButtonAppear,UI_TipButtonAppear=11363
Sound/Name/UI_TipOpeningTransition,UI_TipOpeningTransition=11364
Sound/Name/UI_TipPanelHighlight,UI_TipPanelHighlight=11365
Sound/Name/UI_TipSelect,UI_TipSelect =11366
Sound/Name/UI_ToggleHitPointsSelect,UI_ToggleHitPointsSelect=11367
Sound/Name/UI_TransmissionStart,UI_TransmissionStart=11368
Sound/Name/UI_TransmissionText,UI_TransmissionText=11369
Sound/Name/UI_TutorialSelect,UI_TutorialSelect =11370
Sound/Name/UI_UnitInfoSelect,UI_UnitInfoSelect=11371
Sound/Name/UI_UnitRaceTab,UI_UnitRaceTab=11372
Sound/Name/UI_Unlock,=11373
Sound/Name/UI_VO,=11374
Sound/Name/UI_VO_Adjutant_009,=11375
Sound/Name/UI_VO_ArtanisUI_007,=11376
Sound/Name/UI_VO_ArtanisUI_008,=11377
Sound/Name/UI_VO_KerriganUI_003,=11378
Sound/Name/UI_VO_KerriganUI_004,=11379
Sound/Name/UI_VO_RaynorUI_001,=11380
Sound/Name/UI_VO_RaynorUI_002,=11381
Sound/Name/UI_VO_ZeratulUI_005,=11382
Sound/Name/UI_VO_ZeratulUI_006,=11383
Sound/Name/UI_Victory_All,UI_Victory_All=11384
Sound/Name/UI_WindowPopUp,UI_WindowPopUp=11385
Sound/Name/UltraliskCavern_Explode,UltraliskCavern_Explode=11386
Sound/Name/UltraliskCavern_Ready,UltraliskCavern_Ready=11387
Sound/Name/UltraliskCavern_What,UltraliskCavern_What=11388
Sound/Name/Ultralisk_Attack,Ultralisk_Attack=11389
Sound/Name/Ultralisk_AttackImpact,Ultralisk_AttackImpact=11390
Sound/Name/Ultralisk_AttackLaunch,Ultralisk_AttackLaunch=11391
Sound/Name/Ultralisk_Burrow,Ultralisk_Burrow=11392
Sound/Name/Ultralisk_Death,Ultralisk_Death=11393
Sound/Name/Ultralisk_Explode,Ultralisk_Explode=11394
Sound/Name/Ultralisk_HeadAttackImpact,Ultralisk_HeadAttackImpact=11395
Sound/Name/Ultralisk_Pissed,Ultralisk_Pissed=11396
Sound/Name/Ultralisk_Ready,Ultralisk_Ready=11397
Sound/Name/Ultralisk_Roar,Ultralisk_Roar=11398
Sound/Name/Ultralisk_What,Ultralisk_What=11399
Sound/Name/Ultralisk_Yes,Ultralisk_Yes=11400
Sound/Name/Uni_DeathFXAcid,Uni_DeathFXAcid=11401
Sound/Name/Uni_DeathFXEat,Uni_DeathFXEat=11402
Sound/Name/Uni_DeathFXEviscerate,Uni_DeathFXEviscerate=11403
Sound/Name/Uni_DeathFXFire,Uni_DeathFXFire=11404
Sound/Name/Uni_DeathFXFireLarge,Uni_DeathFXFireLarge=11405
Sound/Name/Uni_DeathFXSilentKill,Uni_DeathFXSilentKill=11406
Sound/Name/Uni_Fireworks,Uni_Fireworks=11407
Sound/Name/Uni_MetalDebris,Uni_MetalDebris=11408
Sound/Name/Uni_MetalDebrisCombat,Uni_MetalDebrisCombat=11409
Sound/Name/Uni_RockExplosionLarge,Uni_RockExplosionLarge=11410
Sound/Name/Ursadak_What,Ursadak_What=11411
Sound/Name/UtilityBot_What,UtilityBot_What=11412
Sound/Name/VespeneGeyser_Ambience,VespeneGeyser_Ambience=11413
Sound/Name/VideoSoundSettings_Cinematics_Liberty,=11414
Sound/Name/VideoSoundSettings_Cinematics_Swarm,=11415
Sound/Name/VideoSoundSettings_Cinematics_Swarm_low,=11416
Sound/Name/VideoSoundSettings_Cinematics_Void,=11417
Sound/Name/VideoSoundSettings_Cinematics_Void_low,=11418
Sound/Name/Video_AC,=11419
Sound/Name/Video_AC_5dot1,=11420
Sound/Name/Video_AC_Stereo,=11421
Sound/Name/Video_SCStory,=11422
Sound/Name/Video_SCStory_5dot1,=11423
Sound/Name/Video_SCStory_Stereo,=11424
Sound/Name/VikingAssault_AttackLaunch,VikingAssault_AttackLaunch=11425
Sound/Name/VikingFighter_AttackImpact,VikingFighter_AttackImpact=11426
Sound/Name/VikingFighter_AttackLaunch,VikingFighter_AttackLaunch=11427
Sound/Name/Viking_AssaultAttackImpact,Viking_AssaultAttackImpact=11428
Sound/Name/Viking_AssaultModeVO,Viking_AssaultModeVO=11429
Sound/Name/Viking_Attack,Viking_Attack=11430
Sound/Name/Viking_Attack_NP,Viking_Attack_NP=11431
Sound/Name/Viking_Death,Viking_Death=11432
Sound/Name/Viking_Death_NP,Viking_Death_NP=11433
Sound/Name/Viking_Explode,Viking_Explode=11434
Sound/Name/Viking_FighterModeVO,Viking_FighterModeVO=11435
Sound/Name/Viking_FighterMovement,Viking_FighterMovement=11436
Sound/Name/Viking_Help,Viking_Help=11437
Sound/Name/Viking_MorphToAssault,Viking_MorphToAssault=11438
Sound/Name/Viking_MorphToFighter,Viking_MorphToFighter=11439
Sound/Name/Viking_NeuralParasiteAttack,Viking_NeuralParasiteAttack=11440
Sound/Name/Viking_NeuralParasiteDeath,Viking_NeuralParasiteDeath=11441
Sound/Name/Viking_NeuralParasiteReady,Viking_NeuralParasiteReady=11442
Sound/Name/Viking_NeuralParasiteWhat,Viking_NeuralParasiteWhat=11443
Sound/Name/Viking_Pissed,Viking_Pissed=11444
Sound/Name/Viking_Ready,Viking_Ready=11445
Sound/Name/Viking_Ready_NP,Viking_Ready_NP=11446
Sound/Name/Viking_What,Viking_What=11447
Sound/Name/Viking_What_NP,Viking_What_NP=11448
Sound/Name/Viking_Yes,Viking_Yes=11449
Sound/Name/VoidDragon_Death,VoidDragon_Death=11450
Sound/Name/VoidDragon_Ready,VoidDragon_Ready=11451
Sound/Name/VoidDragon_What,VoidDragon_What=11452
Sound/Name/VoidDragon_Yes,VoidDragon_Yes=11453
Sound/Name/VoidRay_Attack,VoidRay_Attack=11454
Sound/Name/VoidRay_Attack_NP,VoidRay_Attack_NP=11455
Sound/Name/VoidRay_Death_NP,VoidRay_Death_NP=11456
Sound/Name/VoidRay_Explode,VoidRay_Explode=11457
Sound/Name/VoidRay_Help,VoidRay_Help=11458
Sound/Name/VoidRay_Movement,VoidRay_Movement=11459
Sound/Name/VoidRay_NeuralParasiteAttack,VoidRay_NeuralParasiteAttack=11460
Sound/Name/VoidRay_NeuralParasiteDeath,VoidRay_NeuralParasiteDeath=11461
Sound/Name/VoidRay_NeuralParasiteReady,VoidRay_NeuralParasiteReady=11462
Sound/Name/VoidRay_NeuralParasiteWhat,VoidRay_NeuralParasiteWhat=11463
Sound/Name/VoidRay_Pissed,VoidRay_Pissed=11464
Sound/Name/VoidRay_Ready,VoidRay_Ready=11465
Sound/Name/VoidRay_Ready_NP,VoidRay_Ready_NP=11466
Sound/Name/VoidRay_WeaponEnd,VoidRay_WeaponEnd=11467
Sound/Name/VoidRay_WeaponLoop,VoidRay_WeaponLoop=11468
Sound/Name/VoidRay_WeaponLoop1,VoidRay_WeaponLoop1=11469
Sound/Name/VoidRay_WeaponLoop2,VoidRay_WeaponLoop2=11470
Sound/Name/VoidRay_WeaponLoop3,VoidRay_WeaponLoop3=11471
Sound/Name/VoidRay_WeaponStart,VoidRay_WeaponStart=11472
Sound/Name/VoidRay_What,VoidRay_What=11473
Sound/Name/VoidRay_What_NP,VoidRay_What_NP=11474
Sound/Name/VoidRay_Yes,VoidRay_Yes=11475
Sound/Name/VorazunCommander_Lock2Artanis00,=11476
Sound/Name/VorazunCommander_Lock2Generic00,=11477
Sound/Name/VorazunCommander_Lock2Generic01,=11478
Sound/Name/VorazunCommander_Lock2Generic02,=11479
Sound/Name/VorazunCommander_Lock2Kerrigan00,=11480
Sound/Name/VorazunCommander_Lock2Swann00,=11481
Sound/Name/VorazunCommander_LockFirst00,=11482
Sound/Name/Vorazun_Ready00,=11483
Sound/Name/WarpGate_MorphToGateway,WarpGate_MorphToGateway=11484
Sound/Name/WarpGate_Ready,WarpGate_Ready=11485
Sound/Name/WarpGate_TrainFinish,WarpGate_TrainFinish=11486
Sound/Name/WarpGate_TrainLoop,WarpGate_TrainLoop=11487
Sound/Name/WarpGate_TrainStart,WarpGate_TrainStart=11488
Sound/Name/WarpGate_What,WarpGate_What=11489
Sound/Name/WarpPrism_Explode,WarpPrism_Explode=11490
Sound/Name/WarpPrism_MorphToPhasing,WarpPrism_MorphToPhasing=11491
Sound/Name/WarpPrism_MorphToTransport,WarpPrism_MorphToTransport=11492
Sound/Name/WarpPrism_Pissed,WarpPrism_Pissed=11493
Sound/Name/WarpPrism_Ready,WarpPrism_Ready=11494
Sound/Name/WarpPrism_What,WarpPrism_What=11495
Sound/Name/WarpPrism_Yes,WarpPrism_Yes=11496
Sound/Name/WolfStatue_Explode,WolfStatue_Explode=11497
Sound/Name/XelNagaTower_PowerDown,XelNagaTower_PowerDown=11498
Sound/Name/XelNagaTower_PowerUp,XelNagaTower_PowerUp=11499
Sound/Name/XelNagaTower_WhatActivated,XelNagaTower_WhatActivated=11500
Sound/Name/ZagaraCommander_Idle00,=11501
Sound/Name/ZagaraCommander_Lock2Artanis00,=11502
Sound/Name/ZagaraCommander_Lock2Generic00,=11503
Sound/Name/ZagaraCommander_Lock2Generic01,=11504
Sound/Name/ZagaraCommander_Lock2Generic02,=11505
Sound/Name/ZagaraCommander_Lock2Kerrigan00,=11506
Sound/Name/ZagaraCommander_Lock2Swann00,=11507
Sound/Name/ZagaraCommander_LockFirst00,=11508
Sound/Name/Zealot_Attack,Zealot_Attack=11509
Sound/Name/Zealot_AttackImpact,Zealot_AttackImpact=11510
Sound/Name/Zealot_AttackLaunch,Zealot_AttackLaunch=11511
Sound/Name/Zealot_Attack_NP,Zealot_Attack_NP=11512
Sound/Name/Zealot_Charge,Zealot_Charge=11513
Sound/Name/Zealot_Death,Zealot_Death=11514
Sound/Name/Zealot_DeathFX,Zealot_DeathFX=11515
Sound/Name/Zealot_Death_NP,Zealot_Death_NP=11516
Sound/Name/Zealot_Help,Zealot_Help=11517
Sound/Name/Zealot_NeuralParasiteAttack,Zealot_NeuralParasiteAttack=11518
Sound/Name/Zealot_NeuralParasiteDeath,Zealot_NeuralParasiteDeath=11519
Sound/Name/Zealot_NeuralParasiteReady,Zealot_NeuralParasiteReady=11520
Sound/Name/Zealot_NeuralParasiteWhat,Zealot_NeuralParasiteWhat=11521
Sound/Name/Zealot_Pissed,Zealot_Pissed=11522
Sound/Name/Zealot_Ready,Zealot_Ready=11523
Sound/Name/Zealot_Ready_NP,Zealot_Ready_NP=11524
Sound/Name/Zealot_What,Zealot_What=11525
Sound/Name/Zealot_What_NP,Zealot_What_NP=11526
Sound/Name/Zealot_Yes,Zealot_Yes=11527
Sound/Name/ZergAck,ZergAck=11528
Sound/Name/ZergCommAck,ZergCommAck=11529
Sound/Name/Zerg_AttackImpactLargeSlice,Zerg_AttackImpactLargeSlice=11530
Sound/Name/Zerg_AttackImpactSmallPierce,Zerg_AttackImpactSmallPierce=11531
Sound/Name/Zerg_AttackLaunchLargeSwing,Zerg_AttackLaunchLargeSwing=11532
Sound/Name/Zerg_AttackLaunchSmallSwing,Zerg_AttackLaunchSmallSwing=11533
Sound/Name/Zerg_BuildingMorphCancel,Zerg_BuildingMorphCancel=11534
Sound/Name/Zerg_BuildingMorphEnd,Zerg_BuildingMorphEnd=11535
Sound/Name/Zerg_BuildingMorphStages,Zerg_BuildingMorphStages=11536
Sound/Name/Zerg_BuildingMorphStart,Zerg_BuildingMorphStart=11537
Sound/Name/Zerg_BuildingMorphWhat,Zerg_BuildingMorphWhat=11538
Sound/Name/Zerg_BuildingPlacement,Zerg_BuildingPlacement=11539
Sound/Name/Zerg_BuildingPlacementSmall,Zerg_BuildingPlacementSmall=11540
Sound/Name/Zerg_BuildingReady,Zerg_BuildingReady=11541
Sound/Name/Zerg_BurrowLarge,Zerg_BurrowLarge=11542
Sound/Name/Zerg_BurrowLoop,Zerg_BurrowLoop=11543
Sound/Name/Zerg_BurrowMedium,Zerg_BurrowMedium=11544
Sound/Name/Zerg_BurrowSmall,Zerg_BurrowSmall=11545
Sound/Name/Zerg_ColonyInfestationLoop,Zerg_ColonyInfestationLoop=11546
Sound/Name/Zerg_CreepDecay,Zerg_CreepDecay=11547
Sound/Name/Zerg_CreepGrow,Zerg_CreepGrow=11548
Sound/Name/Zerg_ExplosionLarge,Zerg_ExplosionLarge=11549
Sound/Name/Zerg_ExplosionMedium,Zerg_ExplosionMedium=11550
Sound/Name/Zerg_ExplosionSlime,Zerg_ExplosionSlime=11551
Sound/Name/Zerg_ExplosionSmall,Zerg_ExplosionSmall=11552
Sound/Name/Zerg_ExplosionTiny,Zerg_ExplosionTiny=11553
Sound/Name/Zerg_PreExplosionSmall,Zerg_PreExplosionSmall=11554
Sound/Name/Zerg_UnburrowLarge,Zerg_UnburrowLarge=11555
Sound/Name/Zerg_UnburrowMedium,Zerg_UnburrowMedium=11556
Sound/Name/Zerg_UnburrowSmall,Zerg_UnburrowSmall=11557
Sound/Name/Zergling_Attack,Zergling_Attack=11558
Sound/Name/Zergling_AttackImpact,Zergling_AttackImpact=11559
Sound/Name/Zergling_AttackLaunch,Zergling_AttackLaunch=11560
Sound/Name/Zergling_Death,Zergling_Death=11561
Sound/Name/Zergling_DeathFXEviscerate,Zergling_DeathFXEviscerate=11562
Sound/Name/Zergling_DeathFXFire,Zergling_DeathFXFire=11563
Sound/Name/Zergling_Explode,Zergling_Explode=11564
Sound/Name/Zergling_Pissed,Zergling_Pissed=11565
Sound/Name/Zergling_Ready,Zergling_Ready=11566
Sound/Name/Zergling_What,Zergling_What=11567
Sound/Name/Zergling_Yes,Zergling_Yes=11568
Sound/Name/ZukarGiantEel_What,ZukarGiantEel_What=11569
Sound/Name/acLobby_TerranAdjutant_001,=11570
Sound/Name/acLobby_TerranAdjutant_002,=11571
Sound/Name/acLobby_TerranAdjutant_005,=11572
Sound/Name/acLobby_TerranAdjutant_006,=11573
Sound/Name/acLobby_TerranAdjutant_007,=11574
Sound/Name/acLobby_TerranAdjutant_008,=11575
Sound/Name/acLobby_TerranAdjutant_009,=11576
Sound/Name/acLobby_TerranAdjutant_010,=11577
Sound/Name/acLobby_TerranAdjutant_011,=11578
Sound/Name/e_cmdBuildTechRequirementsNotMet_Prot,e_cmdBuildTechRequirementsNotMet_Prot=11579
Sound/Name/e_cmdBuildTechRequirementsNotMet_Terr,e_cmdBuildTechRequirementsNotMet_Terr=11580
Sound/Name/e_cmdBuildTechRequirementsNotMet_Zerg,e_cmdBuildTechRequirementsNotMet_Zerg=11581
Sound/Name/e_cmdCantBuildLocationInvalid,e_cmdCantBuildLocationInvalid=11582
Sound/Name/e_cmdCantBuildLocationInvalid_Prot,e_cmdCantBuildLocationInvalid_Prot=11583
Sound/Name/e_cmdCantBuildLocationInvalid_Zerg,e_cmdCantBuildLocationInvalid_Zerg=11584
Sound/Name/e_cmdCantBuildOnThat,Alert_TerranCantBuildOnThat=11585
Sound/Name/e_cmdCantBuildOnThat_Prot,Alert_ProtossCantBuildOnThat=11586
Sound/Name/e_cmdCantBuildOnThat_Zerg,Alert_ZergCantBuildOnThat=11587
Sound/Name/e_cmdCantBuildTooCloseToCreepSource_Prot,Alert_ProtossCantBuildTooCloseToCreepSource=11588
Sound/Name/e_cmdCantBuildTooCloseToCreepSource_Terr,Alert_TerranCantBuildTooCloseToCreepSource=11589
Sound/Name/e_cmdCantBuildTooCloseToDropOff,Alert_TerranCantBuildTooCloseToDropOff=11590
Sound/Name/e_cmdCantBuildTooCloseToDropOff_Prot,Alert_ProtossCantBuildTooCloseToDropOff=11591
Sound/Name/e_cmdCantBuildTooCloseToDropOff_Zerg,Alert_ZergCantBuildTooCloseToDropOff=11592
Sound/Name/e_cmdCantBuildTooCloseToResources,Alert_TerranCantBuildTooCloseToResources=11593
Sound/Name/e_cmdCantBuildTooCloseToResources_Prot,Alert_ProtossCantBuildTooCloseToResources=11594
Sound/Name/e_cmdCantBuildTooCloseToResources_Zerg,Alert_ZergCantBuildTooCloseToResources=11595
Sound/Name/e_cmdCantBuildTooFarFromBuildPowerSource,Alert_ProtossProtossPlaceInPowerField_Build=11596
Sound/Name/e_cmdCantBuildTooFarFromCreepSource,Alert_ZergMustPlaceOnCreep=11597
Sound/Name/e_cmdCantBuildTooFarFromWater,Alert_TerranCantBuildTooFarFromWater=11598
Sound/Name/e_cmdCantFinishBuildingLocationBlocked,Alert_TerranCantFinishBuildingLocationBlocked=11599
Sound/Name/e_cmdCantFinishBuildingLocationBlocked_Prot,Alert_ProtossCantFinishBuildingLocationBlocked=11600
Sound/Name/e_cmdCantFinishBuildingLocationBlocked_Zerg,Alert_ZergCantFinishBuildingLocationBlocked=11601
Sound/Name/e_cmdCantFinishLandingLocationBlocked,Alert_TerranLandingSequenceInterrupted=11602
Sound/Name/e_cmdCantLandLocationInvalid,e_cmdCantLandLocationInvalid=11603
Sound/Name/e_cmdCantLandLocationInvalid_Zerg,e_cmdCantLandLocationInvalid_Zerg=11604
Sound/Name/e_cmdCantLandTooCloseToResources,Alert_TerranUnacceptableLandingZone_TooCloseToResources=11605
Sound/Name/e_cmdCantLandTooFarFromBuildPowerSource,Alert_TerranCantLandTooFarFromBuildPowerSource=11606
Sound/Name/e_cmdCantLandTooFarFromTrainPowerSource,Alert_TerranCantLandTooFarFromTrainPowerSource=11607
Sound/Name/e_cmdCantLandTooFarFromWater,Alert_TerranCantLandTooFarFromWater=11608
Sound/Name/e_cmdCantSeeBuildLocation,Alert_TerranCantSeeBuildLocation=11609
Sound/Name/e_cmdCantSeeBuildLocation_Prot,Alert_ProtossCantSeeBuildLocation=11610
Sound/Name/e_cmdCantSeeBuildLocation_Zerg,Alert_ZergCantSeeBuildLocation=11611
Sound/Name/e_cmdCantSeeLandLocation,Alert_TerranCantSeeLandLocation=11612
Sound/Name/e_cmdCantTrainTooFarFromTrainPowerSource,Alert_ProtossProtossPlaceInPowerField_Train=11613
Sound/Name/e_cmdCouldntReachTarget_Prot,Alert_ProtossCouldntReachTarget=11614
