AUTHENTICATION_BETA_REGION,베타 /// Beta=0
Abil/Name/ZerglingSCBWAttackSpeedUpgrade,Research=22193
Abil/Name/ZerglingSCBWSpeedUpgrade,Research=22194
Actor/AddonIndicator/ComsatStationSCBW,C=22195
Actor/AddonIndicator/ControlTowerSCBW,T=22196
Actor/AddonIndicator/CovertOpsSCBW,O=22197
Actor/AddonIndicator/MachineShopSCBW,M=22198
Actor/AddonIndicator/NuclearSiloSCBW,N=22199
Actor/AddonIndicator/PhysicsLabSCBW,P=22200
Alert/Text/AmmoComplete_BWPr,Ammo complete.=22201
Alert/Text/AmmoComplete_BWTe,Ammo complete.=22202
Alert/Text/AmmoComplete_BWZe,Ammo complete.=22203
Alert/Text/AttackTownSCBW,<c val="ff0000">Our base is under attack!</c>=22204
Alert/Text/AttackUnitSCBW,<c val="ff0000">We're under attack!</c>=22205
Alert/Text/CalldownLaunchSCBW,<c val="ffff00">Calldown detected: %s.</c>=22206
Alert/Text/EvolutionComplete,Evolution Complete.=22207
Alert/Text/MergeComplete_BWPr,Merge complete.=22208
Alert/Text/MergeComplete_BWTe,Merge complete.=22209
Alert/Text/MergeComplete_BWZe,Merge complete.=22210
Alert/Text/MorphComplete_BWPr,Morph complete.=22211
Alert/Text/MorphComplete_BWTe,Morph complete.=22212
Alert/Text/MorphComplete_BWZe,Morph complete.=22213
Alert/Text/NydusCanalSCBW@DetectObserver,<c val="ffff00"><d stringref="Unit,NydusCanalSCBW,Name"/> connection established.</c>=22214
Alert/Text/ResearchCompleteSCBW,Research complete.=22215
Alert/Text/ResearchCompleteSCBW_Prot,Research complete.=22216
Alert/Text/ResearchCompleteSCBW_Terr,Research complete.=22217
Alert/Text/ResearchCompleteSCBW_Zerg,Research complete.=22218
Alert/Text/SpecializeComplete_BWPr,Specialization complete.=22219
Alert/Text/SpecializeComplete_BWTe,Specialization complete.=22220
Alert/Text/SpecializeComplete_BWZe,Specialization complete.=22221
Alert/Text/TrainComplete_BWPr,Unit complete.=22222
Alert/Text/TrainComplete_BWTe,Unit complete.=22223
Alert/Text/TrainComplete_BWZe,Unit complete.=22224
Alert/Text/TrainWorkerComplete_BWPr,Unit complete.=22225
Alert/Text/TrainWorkerComplete_BWTe,Unit complete.=22226
Alert/Text/TrainWorkerComplete_BWZe,Unit complete.=22227
Alert/Text/UpgradeCompleteSCBW,Upgrade complete.=22228
Alert/Text/UpgradeCompleteSCBW_Prot,Upgrade complete.=22229
Alert/Text/UpgradeCompleteSCBW_Terr,Upgrade complete.=22230
Alert/Text/UpgradeCompleteSCBW_Zerg,Upgrade complete.=22231
Alert/Text/UpgradeComplete_BWPr,Upgrade complete.=22232
Alert/Text/UpgradeComplete_BWTe,Upgrade complete.=22233
Alert/Text/UpgradeComplete_BWZe,Evolution complete.=22234
Alert/Text/WarpTrainComplete_BWPr,Warp complete.=22235
Alert/Text/WarpTrainComplete_BWTe,Warp complete.=22236
Alert/Text/WarpTrainComplete_BWZe,Warp complete.=22237
Attribute001/Value002/Desc,Leave as default to play a SC2 Race=22238
Attribute001/Value002/Name,Default=22239
Behavior/Name/ArbiterSCBWCloakField@Effect,Cloaking Field=22240
Behavior/Name/ArbiterSCBWStasisField,Stasis Field=22241
Behavior/Name/CorsairSCBWDisruptionWeb,Disruption Web=22242
Behavior/Name/DarkArchonSCBWMaelstrom,Maelstrom=22243
Behavior/Name/DarkArchonSCBWMindControl,Mind Controlled=22244
Behavior/Name/DefilerSCBWConsume,Consume=22245
Behavior/Name/DefilerSCBWDarkSwarm,Dark Swarm=22246
Behavior/Name/DefilerSCBWPlague,Plague=22247
Behavior/Name/DevourerSCBWWeapon,Acid Spores=22248
Behavior/Name/DropshipSCBWSpeedBoost,Afterburners Active=22249
Behavior/Name/FirebatSCBWStimpack,Stimpack=22250
Behavior/Name/FirebatSCBWWeapon@Bunker,Bunker=22251
Behavior/Name/GeyserExhaustedHarvestable,Geyser Exhausted=22252
Behavior/Name/GeyserExhaustedRaw,Geyser Exhausted=22253
Behavior/Name/GeyserExhaustedRawRich,Geyser Exhausted=22254
Behavior/Name/GhostSCBWCloak,Cloak=22255
Behavior/Name/GhostSCBWHoldFire,Hold Fire=22256
Behavior/Name/GhostSCBWHoldFire@Setup,Hold Fire=22257
Behavior/Name/GhostSCBWLockdown,Lockdown=22258
Behavior/Name/HighTemplarSCBWPsiStorm,Psionic Storm=22259
Behavior/Name/MarineSCBWStimpack,Stimpack=22260
Behavior/Name/MedicSCBWOpticFlare,Blinded=22261
Behavior/Name/NydusCanalSCBW@Build@Used,Exit Deployed=22262
Behavior/Name/QueenSCBWEnsnare,Ensnare=22263
Behavior/Name/QueenSCBWInfestCommandCenter@InfestingCaster,Infesting=22264
Behavior/Name/QueenSCBWInfestCommandCenter@InfestingTarget,Being Infested=22265
Behavior/Name/QueenSCBWParasite,Parasite=22266
Behavior/Name/ReaverSCBWWeapon@ScarabTimedLife,ScarabTimedLife=22267
Behavior/Name/SCBW_InShrub,Concealed=22268
Behavior/Name/ScienceVesselSCBWDefensiveMatrix,Defensive Matrix=22269
Behavior/Name/ScienceVesselSCBWEMPShockwave@Decloak,Decloak=22270
Behavior/Name/ScienceVesselSCBWIrradiate@Irradiated,Irradiated=22271
Behavior/Name/WraithSCBWCloak,Cloak=22272
Behavior/Tooltip/ArbiterSCBWCloakField@Effect,This unit is cloaked unless revealed by <c val="FFE303">Detectors</c> or effects.=22273
Behavior/Tooltip/ArbiterSCBWStasisField,While active, this unit cannot attack, move or be attacked. Disables detection.=22274
Behavior/Tooltip/CorsairSCBWDisruptionWeb,Enemy units inside Disruption Web can not attack.=22275
Behavior/Tooltip/DarkArchonSCBWMaelstrom,While active, this unit cannot attack or move.=22276
Behavior/Tooltip/DarkArchonSCBWMindControl,This unit has been permanently turned to your side.=22277
Behavior/Tooltip/DefilerSCBWDarkSwarm,Units inside of Dark Swarm can not take damage from ranged projectiles.=22278
Behavior/Tooltip/DefilerSCBWPlague,This unit or structure is revealed and its life is being depleted.=22279
Behavior/Tooltip/DevourerSCBWWeapon,While active, slows weapon speed and increases damage taken by 1. Can stack up to 9.=22280
Behavior/Tooltip/DropshipSCBWSpeedBoost,This unit's movement speed is increased=22281
Behavior/Tooltip/FirebatSCBWStimpack,This unit moves and attacks more quickly while under the effects of Stimpack.=22282
Behavior/Tooltip/GhostSCBWCloak,This unit is cloaked and will only be revealed by detectors or effects.=22283
Behavior/Tooltip/GhostSCBWLockdown,While Lockdown is active the unit cannot attack or move. Detection is disabled.=22284
Behavior/Tooltip/HighTemplarSCBWPsiStorm,Target is under the effects of Psionic Storm and will take massive damage while in this area of effect.=22285
Behavior/Tooltip/MarineSCBWStimpack,This unit moves and attacks more quickly while under the effects of Stimpack.=22286
Behavior/Tooltip/MedicSCBWOpticFlare,Sight range reduced to melee range. Passive detection disabled.=22287
Behavior/Tooltip/QueenSCBWEnsnare,Unit's movement speed and attack speed is slowed.=22288
Behavior/Tooltip/QueenSCBWInfestCommandCenter@InfestingCaster,Infesting a structure=22289
Behavior/Tooltip/QueenSCBWInfestCommandCenter@InfestingTarget,This structure is being infested by a <d stringref="Unit,QueenSCBW,Name"/>=22290
Behavior/Tooltip/QueenSCBWParasite,This unit's vision is shared with the enemy.=22291
Behavior/Tooltip/SCBW_InShrub,Ranged attacks have a chance to miss this unit=22292
Behavior/Tooltip/ScienceVesselSCBWDefensiveMatrix,While active, the Defensive Matrix blocks all incoming damage, up to a maximum of <s val="TooltipBuffSCBW"><d ref="Accumulator,ScienceVesselSCBWDefensiveMatrix,Amount"/></s>.<n/>Remaining shielding: <s val="TooltipBuffSCBW"><d ref= "$RunAccumulators:ScienceVesselSCBWDefensiveMatrix@RemainingSource$"/>=22293
Behavior/Tooltip/ScienceVesselSCBWEMPShockwave@Decloak,Target was recently hit by an EMP Round, making it unable to cloak for a short duration.=22294
Behavior/Tooltip/ScienceVesselSCBWIrradiate@Irradiated,Irradiated unit. All Biological units in or near the radiation field will take damage.=22295
Button/Name/AcademySCBW,Build Academy=22296
Button/Name/ArbiterSCBW,Warp in Arbiter=22297
Button/Name/ArbiterSCBWCloakField,Cloak Field=22298
Button/Name/ArbiterSCBWEnergyUpgrade,Develop Khaydarin Core=22299
Button/Name/ArbiterSCBWRecall,Recall=22300
Button/Name/ArbiterSCBWRecallResearch,Develop Recall=22301
Button/Name/ArbiterSCBWStasisField,Stasis Field=22302
Button/Name/ArbiterSCBWStasisFieldResearch,Develop Stasis Field=22303
Button/Name/ArbiterTribunalSCBW,Warp In Arbiter Tribunal=22304
Button/Name/ArchonSCBW,Warp In Archon=22305
Button/Name/ArchonSCBWMerge@Selection,Archon Merge=22306
Button/Name/ArchonSCBWMerge@Target,Archon Merge=22307
Button/Name/ArmorySCBW,Build Armory=22308
Button/Name/AssimilatorSCBW,Warp In Assimilator=22309
Button/Name/BarracksSCBW,Build Barracks=22310
Button/Name/BattlecruiserSCBW,Build Battlecruiser=22311
Button/Name/BattlecruiserSCBWEnergyUpgrade,Research Colossus Reactor=22312
Button/Name/BattlecruiserSCBWYamato,Yamato Gun=22313
Button/Name/BattlecruiserSCBWYamatoResearch,Research Yamato Gun=22314
Button/Name/BroodlingSCBW,Morph into Broodling=22315
Button/Name/BuildCancelSCBW,Cancel=22316
Button/Name/BunkerSCBW,Build Bunker=22317
Button/Name/BunkerSCBW@AttackRedirect,Attack=22318
Button/Name/BunkerSCBW@Load,Load=22319
Button/Name/BunkerSCBW@RallyPoint,Rally Point=22320
Button/Name/BunkerSCBW@Salvage,Salvage=22321
Button/Name/BunkerSCBW@Stop,Stop=22322
Button/Name/BunkerSCBW@UnloadAll,Unload All=22323
Button/Name/CarrierSCBW,Warp In Carrier=22324
Button/Name/CarrierSCBW@InterceptorEscort,Interceptor Escort=22325
Button/Name/CarrierSCBW@InterceptorRecall,Interceptor Recall=22326
Button/Name/CarrierSCBWHangarIncreaseUpgrade,Increased Carrier Capacity=22327
Button/Name/CitadelOfAdunSCBW,Warp In Citadel of Adun=22328
Button/Name/CommandCenterSCBW,Build Command Center=22329
Button/Name/CommandCenterSCBW@Load,Load=22330
Button/Name/CommandCenterSCBW@UnloadAll,Unload All=22331
Button/Name/ComsatStationSCBW,Build Comsat Station=22332
Button/Name/ComsatStationSCBWScannerSweep,Scanner Sweep=22333
Button/Name/ControlTowerSCBW,Build Control Tower=22334
Button/Name/CorsairSCBW,Warp in Corsair=22335
Button/Name/CorsairSCBWDisruptionWeb,Disruption Web=22336
Button/Name/CorsairSCBWDisruptionWebResearch,Develop Disruption Web=22337
Button/Name/CorsairSCBWEnergyUpgrade,Develop Argus Jewel=22338
Button/Name/CovertOpsSCBW,Build Covert Ops=22339
Button/Name/CreepColonySCBW,Mutate into Creep Colony=22340
Button/Name/CyberneticsCoreSCBW,Warp In Cybernetics Core=22341
Button/Name/DarkArchonSCBWEnergyUpgrade,Develop Argus Talisman=22342
Button/Name/DarkArchonSCBWFeedback,Feedback=22343
Button/Name/DarkArchonSCBWFeedbackResearch,Develop Feedback=22344
Button/Name/DarkArchonSCBWMaelstrom,Maelstrom=22345
Button/Name/DarkArchonSCBWMaelstromResearch,Research Maelstrom=22346
Button/Name/DarkArchonSCBWMerge@Selection,Dark Archon Merge=22347
Button/Name/DarkArchonSCBWMerge@Target,Dark Archon Merge=22348
Button/Name/DarkArchonSCBWMindControl,Mind Control=22349
Button/Name/DarkArchonSCBWMindControlResearch,Develop Mind Control=22350
Button/Name/DarkTemplarSCBW,Warp In Dark Templar=22351
Button/Name/DefilerMoundSCBW,Mutate into Defiler Mound=22352
Button/Name/DefilerSCBW,Morph to Defiler=22353
Button/Name/DefilerSCBWConsume,Consume=22354
Button/Name/DefilerSCBWConsumeResearch,Evolve Consume=22355
Button/Name/DefilerSCBWDarkSwarm,Dark Swarm=22356
Button/Name/DefilerSCBWDarkSwarmResearch,Evolve Dark Swarm=22357
Button/Name/DefilerSCBWEnergyUpgrade,Evolve Metasynaptic Node=22358
Button/Name/DefilerSCBWPlague,Plague=22359
Button/Name/DefilerSCBWPlagueResearch,Evolve Plague=22360
Button/Name/DetectorSCBW@Detector,Detector=22361
Button/Name/DevourerSCBW,Morph To Devourer =22362
Button/Name/DragoonSCBW,Warp In Dragoon=22363
Button/Name/DragoonSCBWRangeUpgrade,Develop Singularity Charge=22364
Button/Name/DroneSCBW,Morph to Drone=22365
Button/Name/DroneSCBW@Harvest,Gather=22366
Button/Name/DroneSCBW@ReturnCargo,Return Cargo=22367
Button/Name/DropshipSCBW,Build Dropship=22368
Button/Name/DropshipSCBW@Load,Load=22369
Button/Name/DropshipSCBW@UnloadAll,Unload All=22370
Button/Name/DropshipSCBWSpeedBoost,Ignite Afterburners=22371
Button/Name/DropshipSCBWSpeedBoostResearch,Research Emergency Thrusters=22372
Button/Name/EngineeringBaySCBW,Build Engineering Bay=22373
Button/Name/EvolutionChamberSCBW,Mutate into Evolution Chamber=22374
Button/Name/ExtractorSCBW,Mutate into Extractor=22375
Button/Name/FactorySCBW,Build Factory=22376
Button/Name/FirebatSCBW,Train Firebat=22377
Button/Name/FirebatSCBWStimpack,Stimpack=22378
Button/Name/FirebatSCBWStimpack@Redirect,Use Stimpack=22379
Button/Name/FleetBeaconSCBW,Warp In Fleet Beacon=22380
Button/Name/ForgeSCBW,Warp In Forge=22381
Button/Name/GatewaySCBW,Warp In Gateway=22382
Button/Name/GatewaySCBWResonantMatrixResearch,Develop Resonant Matrix=22383
Button/Name/GhostSCBW,Train Ghost=22384
Button/Name/GhostSCBWCloak,Cloak=22385
Button/Name/GhostSCBWCloak@Decloak,Decloak=22386
Button/Name/GhostSCBWCloakResearch,Research Personal Cloaking=22387
Button/Name/GhostSCBWEnergyUpgrade,Research Moebius Reactor=22388
Button/Name/GhostSCBWHoldFire,Hold Fire=22389
Button/Name/GhostSCBWLockdown,Lockdown=22390
Button/Name/GhostSCBWLockdownResearch,Research Lockdown=22391
Button/Name/GhostSCBWNuclearStrike,Tac Nuke Strike=22392
Button/Name/GhostSCBWSightUpgrade,Research Ocular Implants=22393
Button/Name/GhostSCBWWeaponsFree,Weapons Free=22394
Button/Name/GoliathSCBW,Build Goliath=22395
Button/Name/GoliathSCBWRangeUpgrade,Research Charon Boosters=22396
Button/Name/GreaterSpireSCBW,Mutate into Greater Spire=22397
Button/Name/GuardianSCBW,Morph To Guardian=22398
Button/Name/HatcherySCBW,Mutate into Hatchery=22399
Button/Name/HatcherySCBW@RallyPoint,Set Rally Point=22400
Button/Name/HatcherySCBW@RallyPointWorker,Set Worker Rally Point=22401
Button/Name/HighTemplarSCBW,Warp In High Templar=22402
Button/Name/HighTemplarSCBWEnergyUpgrade,Develop Khaydarin Amulet=22403
Button/Name/HighTemplarSCBWHallucination,Hallucination=22404
Button/Name/HighTemplarSCBWHallucinationResearch,Develop Hallucination=22405
Button/Name/HighTemplarSCBWPsiStorm,Psionic Storm=22406
Button/Name/HighTemplarSCBWPsiStormResearch,Develop Psi Storm=22407
Button/Name/HiveSCBW,Mutate into Hive=22408
Button/Name/HydraliskDenSCBW,Mutate into Hydralisk Den=22409
Button/Name/HydraliskSCBW,Morph to Hydralisk=22410
Button/Name/HydraliskSCBWRangeUpgrade,Evolve Grooved Spines=22411
Button/Name/HydraliskSCBWSpeedUpgrade,Evolve Muscular Augments=22412
Button/Name/InfestedCommandCenterSCBW,Build Command Center=22413
Button/Name/InfestedCommandCenterSCBW@Load,Load=22414
Button/Name/InfestedCommandCenterSCBW@UnloadAll,Unload All=22415
Button/Name/InfestedTerranSCBW,Spawn Infested Terran=22416
Button/Name/InfestedTerranSCBW@AttackStructure,Attack Structure=22417
Button/Name/InfestedTerranSCBW@Explode,Explode=22418
Button/Name/InterceptorSCBW,Build Interceptor=22419
Button/Name/KerriganSCBW,Train Ghost=22420
Button/Name/LairSCBW,Mutate into Lair=22421
Button/Name/LarvaSCBW,Select Larva=22422
Button/Name/LurkerSCBW,Morph to Lurker=22423
Button/Name/LurkerSCBW@BurrowDown,Burrow=22424
Button/Name/LurkerSCBWResearch,Evolve Lurker Aspect=22425
Button/Name/MachineShopSCBW,Build Machine Shop=22426
Button/Name/MarineSCBW,Train Marine=22427
Button/Name/MarineSCBWRangeUpgrade,Research U-238 Shells=22428
Button/Name/MarineSCBWStimpack,Stimpack=22429
Button/Name/MarineSCBWStimpack@Redirect,Use Stimpack=22430
Button/Name/MechPlating,Upgrade Ship Plating=22431
Button/Name/MechPlating@Lvl1,Upgrade Vehicle and Ship Plating Level 1=22432
Button/Name/MechPlating@Lvl2,Upgrade Vehicle and Ship Plating Level 2=22433
Button/Name/MechPlating@Lvl3,Upgrade Vehicle and Ship Plating Level 3=22434
Button/Name/MedicSCBW,Train Medic=22435
Button/Name/MedicSCBWEnergyUpgrade,Research Caduceus Reactor=22436
Button/Name/MedicSCBWHeal,Heal=22437
Button/Name/MedicSCBWOpticFlare,Optic Flare=22438
Button/Name/MedicSCBWOpticFlareResearch,Research Optic Flare=22439
Button/Name/MedicSCBWRestoration,Restoration=22440
Button/Name/MedicSCBWRestorationResearch,Research Restoration=22441
Button/Name/MissileTurretSCBW,Build Missile Turret=22442
Button/Name/MutaliskSCBW,Morph to Mutalisk=22443
Button/Name/NexusSCBW,Warp In Nexus=22444
Button/Name/NuclearSiloSCBW,Build Nuclear Silo=22445
Button/Name/NukeSCBWArm,Arm Silo with Nuke=22446
Button/Name/NydusCanalSCBW,Mutate into Nydus Canal=22447
Button/Name/NydusCanalSCBW@Load,Load=22448
Button/Name/NydusCanalSCBW@SetRallyPoint,Set Rally Point=22449
Button/Name/NydusCanalSCBW@Spawn,Place Nydus Canal Exit=22450
Button/Name/NydusCanalSCBW@UnloadAll,Unload All=22451
Button/Name/NydusCanalSCBW@UnloadUnit,Unload Unit=22452
Button/Name/ObservatorySCBW,Warp In Observatory=22453
Button/Name/ObserverSCBW,Warp In Observer=22454
Button/Name/ObserverSCBW@Morph,Observer Mode=22455
Button/Name/ObserverSCBWSieged@Morph,Surveillance Mode=22456
Button/Name/ObserverSCBWSightUpgrade,Develop Sensor Array=22457
Button/Name/ObserverSCBWSpeedUpgrade,Develop Gravitic Booster=22458
Button/Name/OverlordSCBW,Morph to Overlord=22459
Button/Name/OverlordSCBW@Load,Load=22460
Button/Name/OverlordSCBW@Unload,Unload All=22461
Button/Name/OverlordSCBWSightUpgrade,Evolve Antennae=22462
Button/Name/OverlordSCBWSpeedUpgrade,Evolve Pneumatized Carapace=22463
Button/Name/OverlordSCBWTransportResearch,Evolve Ventral Sacs=22464
Button/Name/PhotonCannonSCBW,Warp In Photon Cannon=22465
Button/Name/PhysicsLabSCBW,Build Physics Lab=22466
Button/Name/ProbeSCBW,Warp In Probe=22467
Button/Name/ProbeSCBW@Build,Warp In Structure=22468
Button/Name/ProbeSCBW@BuildAdv,Warp In Advanced Structure=22469
Button/Name/ProbeSCBW@Harvest,Gather=22470
Button/Name/ProbeSCBW@ReturnCargo,Return Cargo=22471
Button/Name/ProtossAirArmorsSCBW,Upgrade Air Armor=22472
Button/Name/ProtossAirArmorsSCBW@Lvl1,Upgrade Air Armor Level 1=22473
Button/Name/ProtossAirArmorsSCBW@Lvl2,Upgrade Air Armor Level 2=22474
Button/Name/ProtossAirArmorsSCBW@Lvl3,Upgrade Air Armor Level 3=22475
Button/Name/ProtossAirWeaponsSCBW,Upgrade Air Weapons=22476
Button/Name/ProtossAirWeaponsSCBW@Lvl1,Upgrade Air Weapons Level 1=22477
Button/Name/ProtossAirWeaponsSCBW@Lvl2,Upgrade Air Weapons Level 2=22478
Button/Name/ProtossAirWeaponsSCBW@Lvl3,Upgrade Air Weapons Level 3=22479
Button/Name/ProtossGroundArmorsSCBW,Upgrade Ground Armor=22480
Button/Name/ProtossGroundArmorsSCBW@Lvl1,Upgrade Ground Armor Level 1=22481
Button/Name/ProtossGroundArmorsSCBW@Lvl2,Upgrade Ground Armor Level 2=22482
Button/Name/ProtossGroundArmorsSCBW@Lvl3,Upgrade Ground Armor Level 3=22483
Button/Name/ProtossGroundWeaponsSCBW,Upgrade Ground Weapons=22484
Button/Name/ProtossGroundWeaponsSCBW@Lvl1,Upgrade Ground Weapons Level 1=22485
Button/Name/ProtossGroundWeaponsSCBW@Lvl2,Upgrade Ground Weapons Level 2=22486
Button/Name/ProtossGroundWeaponsSCBW@Lvl3,Upgrade Ground Weapons Level 3=22487
Button/Name/ProtossShieldsSCBW,Upgrade Shields=22488
Button/Name/ProtossShieldsSCBW@Lvl1,Upgrade Shields Level 1=22489
Button/Name/ProtossShieldsSCBW@Lvl2,Upgrade Shields Level 2=22490
Button/Name/ProtossShieldsSCBW@Lvl3,Upgrade Shields Level 3=22491
Button/Name/PylonSCBW,Warp In Pylon=22492
Button/Name/QueenSCBW,Morph to Queen=22493
Button/Name/QueenSCBWEnergyUpgrade,Evolve Gamete Meiosis=22494
Button/Name/QueenSCBWEnsnare,Ensnare=22495
Button/Name/QueenSCBWEnsnareResearch,Evolve Ensnare=22496
Button/Name/QueenSCBWInfestCommandCenter,Infest Command Center=22497
Button/Name/QueenSCBWParasite,Parasite=22498
Button/Name/QueenSCBWParasiteResearch,Evolve Parasite=22499
Button/Name/QueenSCBWSpawnBroodlings,Spawn Broodlings=22500
Button/Name/QueenSCBWSpawnBroodlingsResearch,Evolve Spawn Broodlings=22501
Button/Name/QueensNestSCBW,Mutate into Queen's Nest=22502
Button/Name/ReaverSCBW,Warp in Reaver=22503
Button/Name/ReaverSCBW@OpticsRecalibration,Optics Recalibration=22504
Button/Name/ReaverSCBWHangarIncreaseUpgrade,Increased Reaver Capacity=22505
Button/Name/ReaverSCBWWeaponRangeUpgrade,Develop Imbued Lenses=22506
Button/Name/RefinerySCBW,Build Refinery=22507
Button/Name/ReturnCargoSCBW,Return Cargo SCBW=22508
Button/Name/RoboticsBaySCBW,Warp In Robotics Bay=22509
Button/Name/RoboticsFacilitySCBW,Warp In Robotics Facility=22510
Button/Name/SCBW_PassiveButton,SCBW_PassiveButton=22511
Button/Name/SCVSCBW,Train SCV=22512
Button/Name/SCVSCBW@Build,Build Structure=22513
Button/Name/SCVSCBW@BuildAdv,Build Advanced Structure=22514
Button/Name/SCVSCBW@Harvest,Gather=22515
Button/Name/SCVSCBW@Repair,Repair=22516
Button/Name/SCVSCBW@ReturnCargo,Return Cargo=22517
Button/Name/SalvageRedirect,Salvage=22518
Button/Name/ScarabSCBW,Create Scarab=22519
Button/Name/ScarabSCBWWeaponDamageUpgrade,Develop Scarab Damage=22520
Button/Name/ScienceFacilitySCBW,Build Science Facility=22521
Button/Name/ScienceVesselSCBW,Build Science Vessel=22522
Button/Name/ScienceVesselSCBWDefensiveMatrix,Defensive Matrix=22523
Button/Name/ScienceVesselSCBWDefensiveMatrixResearch,Research Defensive Matrix=22524
Button/Name/ScienceVesselSCBWEMPShockwave,EMP Shockwave=22525
Button/Name/ScienceVesselSCBWEMPShockwaveResearch,Research EMP Shockwave=22526
Button/Name/ScienceVesselSCBWEnergyUpgrade,Research Titan Reactor=22527
Button/Name/ScienceVesselSCBWIrradiate,Irradiate=22528
Button/Name/ScienceVesselSCBWIrradiateResearch,Research Irradiate=22529
Button/Name/ScourgeSCBW,Morph to Scourge=22530
Button/Name/ScoutSCBW,Warp in Scout=22531
Button/Name/ScoutSCBWSightUpgrade,Develop Apial Sensors=22532
Button/Name/ScoutSCBWSpeedUpgrade,Develop Gravitic Thrusters=22533
Button/Name/ShieldBatterySCBW,Warp in Shield Battery=22534
Button/Name/ShieldBatterySCBWRecharge,Restore=22535
Button/Name/ShieldBatterySCBWRecharge@Battery,Overcharge=22536
Button/Name/ShieldBatterySCBWRecharge@BatteryClassic,Recharge Shields=22537
Button/Name/ShuttleSCBW,Warp In Shuttle=22538
Button/Name/ShuttleSCBW@Transport,Load=22539
Button/Name/ShuttleSCBWSpeedUpgrade,Develop Gravitic Drive=22540
Button/Name/SiegeModeSCBWResearch,Research Siege Mode=22541
Button/Name/SiegeTankSCBW,Build Siege Tank=22542
Button/Name/SiegeTankSCBW@Siege,Siege Mode=22543
Button/Name/SiegeTankSCBW@SiegeResearch,Research Siege Tech=22544
