Button/Hotkey/Taunt,T=0
Button/Hotkey/ResearchCarrierLeashRangeUpgrade_SC1,A=3611
Button/Hotkey/ResearchCarrierLeashRangeUpgrade_USD,A=3612
Button/Hotkey/ResearchCarrierLeashRangeUpgrade_USDL,A=3613
Button/Hotkey/ResearchCycloneRapidFireLaunchers,A=3614
Button/Hotkey/ResearchCycloneRapidFireLaunchers_NRS,A=3615
Button/Hotkey/ResearchCycloneRapidFireLaunchers_SC1,A=3616
Button/Hotkey/ResearchCycloneRapidFireLaunchers_USD,A=3617
Button/Hotkey/ResearchCycloneRapidFireLaunchers_USDL,A=3618
Button/Hotkey/ResearchDarkTemplarBlink,B=3619
Button/Hotkey/ResearchDarkTemplarBlink_NRS,B=3620
Button/Hotkey/ResearchDarkTemplarBlink_SC1,B=3621
Button/Hotkey/ResearchDarkTemplarBlink_USD,B=3622
Button/Hotkey/ResearchDarkTemplarBlink_USDL,B=3623
Button/Hotkey/ResearchEnhancedShockwaves,S=3624
Button/Hotkey/ResearchEnhancedShockwaves_NRS,S=3625
Button/Hotkey/ResearchEnhancedShockwaves_SC1,S=3626
Button/Hotkey/ResearchEnhancedShockwaves_USD,S=3627
Button/Hotkey/ResearchEnhancedShockwaves_USDL,S=3628
Button/Hotkey/ResearchMagFieldLaunchers,R=3629
Button/Hotkey/ResearchMagFieldLaunchers_NRS,R=3630
Button/Hotkey/ResearchMagFieldLaunchers_SC1,R=3631
Button/Hotkey/ResearchMagFieldLaunchers_USD,R=3632
Button/Hotkey/ResearchMagFieldLaunchers_USDL,R=3633
Button/Hotkey/ResearchPsionicAmplifiers,R=3634
Button/Hotkey/ResearchPsionicAmplifiers_NRS,R=3635
Button/Hotkey/ResearchPsionicAmplifiers_SC1,R=3636
Button/Hotkey/ResearchPsionicAmplifiers_USD,R=3637
Button/Hotkey/ResearchPsionicAmplifiers_USDL,R=3638
Button/Hotkey/ResearchPsionicSurge,R=3639
Button/Hotkey/ResearchPsionicSurge_NRS,R=3640
Button/Hotkey/ResearchPsionicSurge_SC1,R=3641
Button/Hotkey/ResearchPsionicSurge_USD,R=3642
Button/Hotkey/ResearchPsionicSurge_USDL,R=3643
Button/Hotkey/ResearchRapidReignitionSystem,S=3644
Button/Hotkey/ResearchRapidReignitionSystem_NRS,S=3645
Button/Hotkey/ResearchRapidReignitionSystem_SC1,S=3646
Button/Hotkey/ResearchRapidReignitionSystem_USD,S=3647
Button/Hotkey/ResearchRapidReignitionSystem_USDL,S=3648
Button/Hotkey/ResearchRavenRecalibratedExplosives,E=3649
Button/Hotkey/ResearchRavenRecalibratedExplosives_NRS,E=3650
Button/Hotkey/ResearchRavenRecalibratedExplosives_SC1,E=3651
Button/Hotkey/ResearchRavenRecalibratedExplosives_USD,E=3652
Button/Hotkey/ResearchRavenRecalibratedExplosives_USDL,E=3653
Button/Hotkey/ResearchSmartServos,S=3654
Button/Hotkey/ResearchSmartServos_NRS,S=3655
Button/Hotkey/ResearchSmartServos_SC1,S=3656
Button/Hotkey/ResearchSmartServos_USD,S=3657
Button/Hotkey/ResearchSmartServos_USDL,S=3658
Button/Hotkey/ShieldBattery,B=3659
Button/Hotkey/ShieldBatteryRecharge,R=3660
Button/Hotkey/ShieldBatteryRechargeEx5,R=3661
Button/Hotkey/ShieldBatteryRecharge_NRS,R=3662
Button/Hotkey/ShieldBatteryRecharge_SC1,R=3663
Button/Hotkey/ShieldBatteryRecharge_USD,R=3664
Button/Hotkey/ShieldBatteryRecharge_USDL,R=3665
Button/Hotkey/ShieldBattery_NRS,B=3666
Button/Hotkey/ShieldBattery_SC1,B=3667
Button/Hotkey/ShieldBattery_USD,B=3668
Button/Hotkey/ShieldBattery_USDL,B=3669
Button/Hotkey/SwarmHostBurrowDown_SC1,D=3670
Button/Hotkey/TempestDisruptionBlast,D=3671
Button/Hotkey/TempestDisruptionBlast_NRS,D=3672
Button/Hotkey/TempestDisruptionBlast_SC1,D=3673
Button/Hotkey/TempestDisruptionBlast_USD,D=3674
Button/Hotkey/TempestDisruptionBlast_USDL,D=3675
Button/Hotkey/TempestResearchGroundAttackUpgrade,T=3676
Button/Hotkey/TempestResearchGroundAttackUpgrade_NRS,T=3677
Button/Hotkey/TempestResearchGroundAttackUpgrade_SC1,T=3678
Button/Hotkey/TempestResearchGroundAttackUpgrade_USD,T=3679
Button/Hotkey/TempestResearchGroundAttackUpgrade_USDL,T=3680
